scenario_record_id,scenario_id,scenario_family,scenario_description,temperature_pathway_c,time_horizon_year,metric_name,metric_category,metric_description,nace_code,nace_description,sector_exposure_eur,sector_exposure_share_pct,base_transition_risk_factor,base_physical_risk_factor,scenario_transition_multiplier,scenario_physical_multiplier,metric_multiplier,impact_eur,impact_eur_m,impact_pct_of_bank_revenue,reporting_year,data_source,created_from
SCN-0000067,NGFS_DISORDERLY,disorderly_transition,Delayed and uneven transition; medium physical risk and elevated transition shocks.,2.0,2025,rwa_increase_transition,transition,Risk-weighted asset increase from transition risk deterioration,D35.11,,112720463438.23,17.0376,0.11,0.05,1.35,0.95,0.65,412643705.75,412.6437,1.782,2024,synthetic_ngfs_scenario_model_output,synthetic_scenario_model_out_generation_v1
SCN-0000068,NGFS_DISORDERLY,disorderly_transition,Delayed and uneven transition; medium physical risk and elevated transition shocks.,2.0,2025,collateral_value_loss_physical,physical,Collateral valuation loss driven by physical risk exposure,D35.11,,112720463438.23,17.0376,0.11,0.05,1.35,0.95,0.75,152848125.4,152.8481,0.6601,2024,synthetic_ngfs_scenario_model_output,synthetic_scenario_model_out_generation_v1
SCN-0000069,NGFS_DISORDERLY,disorderly_transition,Delayed and uneven transition; medium physical risk and elevated transition shocks.,2.0,2030,credit_loss_transition,transition,Expected credit loss impact driven by transition policy/market shocks,D35.11,,112720463438.23,17.0376,0.11,0.05,1.35,0.95,1.0,3853435482.88,3853.4355,16.6412,2024,synthetic_ngfs_scenario_model_output,synthetic_scenario_model_out_generation_v1
SCN-0000070,NGFS_DISORDERLY,disorderly_transition,Delayed and uneven transition; medium physical risk and elevated transition shocks.,2.0,2030,credit_loss_physical,physical,Expected credit loss impact driven by physical climate hazards,D35.11,,112720463438.23,17.0376,0.11,0.05,1.35,0.95,1.0,1204894816.27,1204.8948,5.2034,2024,synthetic_ngfs_scenario_model_output,synthetic_scenario_model_out_generation_v1
SCN-0000071,NGFS_DISORDERLY,disorderly_transition,Delayed and uneven transition; medium physical risk and elevated transition shocks.,2.0,2030,rwa_increase_transition,transition,Risk-weighted asset increase from transition risk deterioration,D35.11,,112720463438.23,17.0376,0.11,0.05,1.35,0.95,0.65,2504733063.87,2504.7331,10.8168,2024,synthetic_ngfs_scenario_model_output,synthetic_scenario_model_out_generation_v1
SCN-0000072,NGFS_DISORDERLY,disorderly_transition,Delayed and uneven transition; medium physical risk and elevated transition shocks.,2.0,2030,collateral_value_loss_physical,physical,Collateral valuation loss driven by physical risk exposure,D35.11,,112720463438.23,17.0376,0.11,0.05,1.35,0.95,0.75,903671112.21,903.6711,3.9025,2024,synthetic_ngfs_scenario_model_output,synthetic_scenario_model_out_generation_v1
SCN-0000073,NGFS_DISORDERLY,disorderly_transition,Delayed and uneven transition; medium physical risk and elevated transition shocks.,2.0,2040,credit_loss_transition,transition,Expected credit loss impact driven by transition policy/market shocks,D35.11,,112720463438.23,17.0376,0.11,0.05,1.35,0.95,1.0,9995944392.48,9995.9444,43.168,2024,synthetic_ngfs_scenario_model_output,synthetic_scenario_model_out_generation_v1
SCN-0000074,NGFS_DISORDERLY,disorderly_transition,Delayed and uneven transition; medium physical risk and elevated transition shocks.,2.0,2040,credit_loss_physical,physical,Expected credit loss impact driven by physical climate hazards,D35.11,,112720463438.23,17.0376,0.11,0.05,1.35,0.95,1.0,3288501855.88,3288.5019,14.2016,2024,synthetic_ngfs_scenario_model_output,synthetic_scenario_model_out_generation_v1
SCN-0000075,NGFS_DISORDERLY,disorderly_transition,Delayed and uneven transition; medium physical risk and elevated transition shocks.,2.0,2040,rwa_increase_transition,transition,Risk-weighted asset increase from transition risk deterioration,D35.11,,112720463438.23,17.0376,0.11,0.05,1.35,0.95,0.65,6497363855.11,6497.3639,28.0592,2024,synthetic_ngfs_scenario_model_output,synthetic_scenario_model_out_generation_v1
SCN-0000076,NGFS_DISORDERLY,disorderly_transition,Delayed and uneven transition; medium physical risk and elevated transition shocks.,2.0,2040,collateral_value_loss_physical,physical,Collateral valuation loss driven by physical risk exposure,D35.11,,112720463438.23,17.0376,0.11,0.05,1.35,0.95,0.75,2466376391.91,2466.3764,10.6512,2024,synthetic_ngfs_scenario_model_output,synthetic_scenario_model_out_generation_v1
SCN-0000077,NGFS_DISORDERLY,disorderly_transition,Delayed and uneven transition; medium physical risk and elevated transition shocks.,2.0,2050,credit_loss_transition,transition,Expected credit loss impact driven by transition policy/market shocks,D35.11,,112720463438.23,17.0376,0.11,0.05,1.35,0.95,1.0,16373287912.32,16373.2879,70.7088,2024,synthetic_ngfs_scenario_model_output,synthetic_scenario_model_out_generation_v1
SCN-0000078,NGFS_DISORDERLY,disorderly_transition,Delayed and uneven transition; medium physical risk and elevated transition shocks.,2.0,2050,credit_loss_physical,physical,Expected credit loss impact driven by physical climate hazards,D35.11,,112720463438.23,17.0376,0.11,0.05,1.35,0.95,1.0,5426959759.6,5426.9598,23.4366,2024,synthetic_ngfs_scenario_model_output,synthetic_scenario_model_out_generation_v1
SCN-0000079,NGFS_DISORDERLY,disorderly_transition,Delayed and uneven transition; medium physical risk and elevated transition shocks.,2.0,2050,rwa_increase_transition,transition,Risk-weighted asset increase from transition risk deterioration,D35.11,,112720463438.23,17.0376,0.11,0.05,1.35,0.95,0.65,10642637143.01,10642.6371,45.9607,2024,synthetic_ngfs_scenario_model_output,synthetic_scenario_model_out_generation_v1
SCN-0000080,NGFS_DISORDERLY,disorderly_transition,Delayed and uneven transition; medium physical risk and elevated transition shocks.,2.0,2050,collateral_value_loss_physical,physical,Collateral valuation loss driven by physical risk exposure,D35.11,,112720463438.23,17.0376,0.11,0.05,1.35,0.95,0.75,4070219819.7,4070.2198,17.5774,2024,synthetic_ngfs_scenario_model_output,synthetic_scenario_model_out_generation_v1
SCN-0000081,NGFS_HOT_HOUSE_WORLD,hot_house_world,Limited climate policy response; high physical risk and lower transition cost.,3.5,2025,credit_loss_transition,transition,Expected credit loss impact driven by transition policy/market shocks,D35.11,,112720463438.23,17.0376,0.11,0.05,0.45,2.3,1.0,213523432.75,213.5234,0.9221,2024,synthetic_ngfs_scenario_model_output,synthetic_scenario_model_out_generation_v1
SCN-0000082,NGFS_HOT_HOUSE_WORLD,hot_house_world,Limited climate policy response; high physical risk and lower transition cost.,3.5,2025,credit_loss_physical,physical,Expected credit loss impact driven by physical climate hazards,D35.11,,112720463438.23,17.0376,0.11,0.05,0.45,2.3,1.0,511840384.13,511.8404,2.2104,2024,synthetic_ngfs_scenario_model_output,synthetic_scenario_model_out_generation_v1
SCN-0000083,NGFS_HOT_HOUSE_WORLD,hot_house_world,Limited climate policy response; high physical risk and lower transition cost.,3.5,2025,rwa_increase_transition,transition,Risk-weighted asset increase from transition risk deterioration,D35.11,,112720463438.23,17.0376,0.11,0.05,0.45,2.3,0.65,138790231.29,138.7902,0.5994,2024,synthetic_ngfs_scenario_model_output,synthetic_scenario_model_out_generation_v1
SCN-0000084,NGFS_HOT_HOUSE_WORLD,hot_house_world,Limited climate policy response; high physical risk and lower transition cost.,3.5,2025,collateral_value_loss_physical,physical,Collateral valuation loss driven by physical risk exposure,D35.11,,112720463438.23,17.0376,0.11,0.05,0.45,2.3,0.75,383880288.1,383.8803,1.6578,2024,synthetic_ngfs_scenario_model_output,synthetic_scenario_model_out_generation_v1
SCN-0000085,NGFS_HOT_HOUSE_WORLD,hot_house_world,Limited climate policy response; high physical risk and lower transition cost.,3.5,2030,credit_loss_transition,transition,Expected credit loss impact driven by transition policy/market shocks,D35.11,,112720463438.23,17.0376,0.11,0.05,0.45,2.3,1.0,1308243664.99,1308.2437,5.6497,2024,synthetic_ngfs_scenario_model_output,synthetic_scenario_model_out_generation_v1
SCN-0000086,NGFS_HOT_HOUSE_WORLD,hot_house_world,Limited climate policy response; high physical risk and lower transition cost.,3.5,2030,credit_loss_physical,physical,Expected credit loss impact driven by physical climate hazards,D35.11,,112720463438.23,17.0376,0.11,0.05,0.45,2.3,1.0,2946524353.69,2946.5244,12.7247,2024,synthetic_ngfs_scenario_model_output,synthetic_scenario_model_out_generation_v1
SCN-0000087,NGFS_HOT_HOUSE_WORLD,hot_house_world,Limited climate policy response; high physical risk and lower transition cost.,3.5,2030,rwa_increase_transition,transition,Risk-weighted asset increase from transition risk deterioration,D35.11,,112720463438.23,17.0376,0.11,0.05,0.45,2.3,0.65,850358382.24,850.3584,3.6723,2024,synthetic_ngfs_scenario_model_output,synthetic_scenario_model_out_generation_v1
SCN-0000088,NGFS_HOT_HOUSE_WORLD,hot_house_world,Limited climate policy response; high physical risk and lower transition cost.,3.5,2030,collateral_value_loss_physical,physical,Collateral valuation loss driven by physical risk exposure,D35.11,,112720463438.23,17.0376,0.11,0.05,0.45,2.3,0.75,2209893265.27,2209.8933,9.5435,2024,synthetic_ngfs_scenario_model_output,synthetic_scenario_model_out_generation_v1
SCN-0000089,NGFS_HOT_HOUSE_WORLD,hot_house_world,Limited climate policy response; high physical risk and lower transition cost.,3.5,2040,credit_loss_transition,transition,Expected credit loss impact driven by transition policy/market shocks,D35.11,,112720463438.23,17.0376,0.11,0.05,0.45,2.3,1.0,3524907542.29,3524.9075,15.2225,2024,synthetic_ngfs_scenario_model_output,synthetic_scenario_model_out_generation_v1
SCN-0000090,NGFS_HOT_HOUSE_WORLD,hot_house_world,Limited climate policy response; high physical risk and lower transition cost.,3.5,2040,credit_loss_physical,physical,Expected credit loss impact driven by physical climate hazards,D35.11,,112720463438.23,17.0376,0.11,0.05,0.45,2.3,1.0,8171632337.15,8171.6323,35.2896,2024,synthetic_ngfs_scenario_model_output,synthetic_scenario_model_out_generation_v1
SCN-0000091,NGFS_HOT_HOUSE_WORLD,hot_house_world,Limited climate policy response; high physical risk and lower transition cost.,3.5,2040,rwa_increase_transition,transition,Risk-weighted asset increase from transition risk deterioration,D35.11,,112720463438.23,17.0376,0.11,0.05,0.45,2.3,0.65,2291189902.49,2291.1899,9.8946,2024,synthetic_ngfs_scenario_model_output,synthetic_scenario_model_out_generation_v1
SCN-0000092,NGFS_HOT_HOUSE_WORLD,hot_house_world,Limited climate policy response; high physical risk and lower transition cost.,3.5,2040,collateral_value_loss_physical,physical,Collateral valuation loss driven by physical risk exposure,D35.11,,112720463438.23,17.0376,0.11,0.05,0.45,2.3,0.75,6128724252.86,6128.7243,26.4672,2024,synthetic_ngfs_scenario_model_output,synthetic_scenario_model_out_generation_v1
SCN-0000093,NGFS_HOT_HOUSE_WORLD,hot_house_world,Limited climate policy response; high physical risk and lower transition cost.,3.5,2050,credit_loss_transition,transition,Expected credit loss impact driven by transition policy/market shocks,D35.11,,112720463438.23,17.0376,0.11,0.05,0.45,2.3,1.0,5529436322.71,5529.4363,23.8791,2024,synthetic_ngfs_scenario_model_output,synthetic_scenario_model_out_generation_v1
SCN-0000094,NGFS_HOT_HOUSE_WORLD,hot_house_world,Limited climate policy response; high physical risk and lower transition cost.,3.5,2050,credit_loss_physical,physical,Expected credit loss impact driven by physical climate hazards,D35.11,,112720463438.23,17.0376,0.11,0.05,0.45,2.3,1.0,12743343556.56,12743.3436,55.0327,2024,synthetic_ngfs_scenario_model_output,synthetic_scenario_model_out_generation_v1
SCN-0000095,NGFS_HOT_HOUSE_WORLD,hot_house_world,Limited climate policy response; high physical risk and lower transition cost.,3.5,2050,rwa_increase_transition,transition,Risk-weighted asset increase from transition risk deterioration,D35.11,,112720463438.23,17.0376,0.11,0.05,0.45,2.3,0.65,3594133609.76,3594.1336,15.5214,2024,synthetic_ngfs_scenario_model_output,synthetic_scenario_model_out_generation_v1
SCN-0000096,NGFS_HOT_HOUSE_WORLD,hot_house_world,Limited climate policy response; high physical risk and lower transition cost.,3.5,2050,collateral_value_loss_physical,physical,Collateral valuation loss driven by physical risk exposure,D35.11,,112720463438.23,17.0376,0.11,0.05,0.45,2.3,0.75,9557507667.42,9557.5077,41.2745,2024,synthetic_ngfs_scenario_model_output,synthetic_scenario_model_out_generation_v1
SCN-0000097,NGFS_NET_ZERO_2050,orderly_transition,Orderly transition with early policy action; lower physical risk and higher near-term transition cost.,1.5,2025,credit_loss_transition,transition,Expected credit loss impact driven by transition policy/market shocks,F41.20,Construction of buildings,66654941244.44,10.0748,0.045,0.06,1.85,0.45,1.0,216539908.12,216.5399,0.9351,2024,synthetic_ngfs_scenario_model_output,synthetic_scenario_model_out_generation_v1
SCN-0000098,NGFS_NET_ZERO_2050,orderly_transition,Orderly transition with early policy action; lower physical risk and higher near-term transition cost.,1.5,2025,credit_loss_physical,physical,Expected credit loss impact driven by physical climate hazards,F41.20,Construction of buildings,66654941244.44,10.0748,0.045,0.06,1.85,0.45,1.0,67223726.74,67.2237,0.2903,2024,synthetic_ngfs_scenario_model_output,synthetic_scenario_model_out_generation_v1
SCN-0000099,NGFS_NET_ZERO_2050,orderly_transition,Orderly transition with early policy action; lower physical risk and higher near-term transition cost.,1.5,2025,rwa_increase_transition,transition,Risk-weighted asset increase from transition risk deterioration,F41.20,Construction of buildings,66654941244.44,10.0748,0.045,0.06,1.85,0.45,0.65,140750940.28,140.7509,0.6078,2024,synthetic_ngfs_scenario_model_output,synthetic_scenario_model_out_generation_v1
SCN-0000100,NGFS_NET_ZERO_2050,orderly_transition,Orderly transition with early policy action; lower physical risk and higher near-term transition cost.,1.5,2025,collateral_value_loss_physical,physical,Collateral valuation loss driven by physical risk exposure,F41.20,Construction of buildings,66654941244.44,10.0748,0.045,0.06,1.85,0.45,0.75,50417795.05,50.4178,0.2177,2024,synthetic_ngfs_scenario_model_output,synthetic_scenario_model_out_generation_v1
SCN-0000101,NGFS_NET_ZERO_2050,orderly_transition,Orderly transition with early policy action; lower physical risk and higher near-term transition cost.,1.5,2030,credit_loss_transition,transition,Expected credit loss impact driven by transition policy/market shocks,F41.20,Construction of buildings,66654941244.44,10.0748,0.045,0.06,1.85,0.45,1.0,1249801508.09,1249.8015,5.3973,2024,synthetic_ngfs_scenario_model_output,synthetic_scenario_model_out_generation_v1
SCN-0000102,NGFS_NET_ZERO_2050,orderly_transition,Orderly transition with early policy action; lower physical risk and higher near-term transition cost.,1.5,2030,credit_loss_physical,physical,Expected credit loss impact driven by physical climate hazards,F41.20,Construction of buildings,66654941244.44,10.0748,0.045,0.06,1.85,0.45,1.0,398943705.56,398.9437,1.7229,2024,synthetic_ngfs_scenario_model_output,synthetic_scenario_model_out_generation_v1
SCN-0000103,NGFS_NET_ZERO_2050,orderly_transition,Orderly transition with early policy action; lower physical risk and higher near-term transition cost.,1.5,2030,rwa_increase_transition,transition,Risk-weighted asset increase from transition risk deterioration,F41.20,Construction of buildings,66654941244.44,10.0748,0.045,0.06,1.85,0.45,0.65,812370980.26,812.371,3.5083,2024,synthetic_ngfs_scenario_model_output,synthetic_scenario_model_out_generation_v1
SCN-0000104,NGFS_NET_ZERO_2050,orderly_transition,Orderly transition with early policy action; lower physical risk and higher near-term transition cost.,1.5,2030,collateral_value_loss_physical,physical,Collateral valuation loss driven by physical risk exposure,F41.20,Construction of buildings,66654941244.44,10.0748,0.045,0.06,1.85,0.45,0.75,299207779.17,299.2078,1.2921,2024,synthetic_ngfs_scenario_model_output,synthetic_scenario_model_out_generation_v1
SCN-0000105,NGFS_NET_ZERO_2050,orderly_transition,Orderly transition with early policy action; lower physical risk and higher near-term transition cost.,1.5,2040,credit_loss_transition,transition,Expected credit loss impact driven by transition policy/market shocks,F41.20,Construction of buildings,66654941244.44,10.0748,0.045,0.06,1.85,0.45,1.0,3493166692.87,3493.1667,15.0854,2024,synthetic_ngfs_scenario_model_output,synthetic_scenario_model_out_generation_v1
SCN-0000106,NGFS_NET_ZERO_2050,orderly_transition,Orderly transition with early policy action; lower physical risk and higher near-term transition cost.,1.5,2040,credit_loss_physical,physical,Expected credit loss impact driven by physical climate hazards,F41.20,Construction of buildings,66654941244.44,10.0748,0.045,0.06,1.85,0.45,1.0,1122103238.02,1122.1032,4.8459,2024,synthetic_ngfs_scenario_model_output,synthetic_scenario_model_out_generation_v1
SCN-0000107,NGFS_NET_ZERO_2050,orderly_transition,Orderly transition with early policy action; lower physical risk and higher near-term transition cost.,1.5,2040,rwa_increase_transition,transition,Risk-weighted asset increase from transition risk deterioration,F41.20,Construction of buildings,66654941244.44,10.0748,0.045,0.06,1.85,0.45,0.65,2270558350.36,2270.5584,9.8055,2024,synthetic_ngfs_scenario_model_output,synthetic_scenario_model_out_generation_v1
SCN-0000108,NGFS_NET_ZERO_2050,orderly_transition,Orderly transition with early policy action; lower physical risk and higher near-term transition cost.,1.5,2040,collateral_value_loss_physical,physical,Collateral valuation loss driven by physical risk exposure,F41.20,Construction of buildings,66654941244.44,10.0748,0.045,0.06,1.85,0.45,0.75,841577428.52,841.5774,3.6344,2024,synthetic_ngfs_scenario_model_output,synthetic_scenario_model_out_generation_v1
SCN-0000109,NGFS_NET_ZERO_2050,orderly_transition,Orderly transition with early policy action; lower physical risk and higher near-term transition cost.,1.5,2050,credit_loss_transition,transition,Expected credit loss impact driven by transition policy/market shocks,F41.20,Construction of buildings,66654941244.44,10.0748,0.045,0.06,1.85,0.45,1.0,5640101265.08,5640.1013,24.357,2024,synthetic_ngfs_scenario_model_output,synthetic_scenario_model_out_generation_v1
SCN-0000110,NGFS_NET_ZERO_2050,orderly_transition,Orderly transition with early policy action; lower physical risk and higher near-term transition cost.,1.5,2050,credit_loss_physical,physical,Expected credit loss impact driven by physical climate hazards,F41.20,Construction of buildings,66654941244.44,10.0748,0.045,0.06,1.85,0.45,1.0,1840101284.07,1840.1013,7.9466,2024,synthetic_ngfs_scenario_model_output,synthetic_scenario_model_out_generation_v1
SCN-0000111,NGFS_NET_ZERO_2050,orderly_transition,Orderly transition with early policy action; lower physical risk and higher near-term transition cost.,1.5,2050,rwa_increase_transition,transition,Risk-weighted asset increase from transition risk deterioration,F41.20,Construction of buildings,66654941244.44,10.0748,0.045,0.06,1.85,0.45,0.65,3666065822.3,3666.0658,15.8321,2024,synthetic_ngfs_scenario_model_output,synthetic_scenario_model_out_generation_v1
SCN-0000112,NGFS_NET_ZERO_2050,orderly_transition,Orderly transition with early policy action; lower physical risk and higher near-term transition cost.,1.5,2050,collateral_value_loss_physical,physical,Collateral valuation loss driven by physical risk exposure,F41.20,Construction of buildings,66654941244.44,10.0748,0.045,0.06,1.85,0.45,0.75,1380075963.05,1380.076,5.9599,2024,synthetic_ngfs_scenario_model_output,synthetic_scenario_model_out_generation_v1
SCN-0000113,NGFS_DISORDERLY,disorderly_transition,Delayed and uneven transition; medium physical risk and elevated transition shocks.,2.0,2025,credit_loss_transition,transition,Expected credit loss impact driven by transition policy/market shocks,F41.20,Construction of buildings,66654941244.44,10.0748,0.045,0.06,1.35,0.95,1.0,155229951.27,155.23,0.6704,2024,synthetic_ngfs_scenario_model_output,synthetic_scenario_model_out_generation_v1
SCN-0000114,NGFS_DISORDERLY,disorderly_transition,Delayed and uneven transition; medium physical risk and elevated transition shocks.,2.0,2025,credit_loss_physical,physical,Expected credit loss impact driven by physical climate hazards,F41.20,Construction of buildings,66654941244.44,10.0748,0.045,0.06,1.35,0.95,1.0,146931742.27,146.9317,0.6345,2024,synthetic_ngfs_scenario_model_output,synthetic_scenario_model_out_generation_v1
SCN-0000115,NGFS_DISORDERLY,disorderly_transition,Delayed and uneven transition; medium physical risk and elevated transition shocks.,2.0,2025,rwa_increase_transition,transition,Risk-weighted asset increase from transition risk deterioration,F41.20,Construction of buildings,66654941244.44,10.0748,0.045,0.06,1.35,0.95,0.65,100899468.33,100.8995,0.4357,2024,synthetic_ngfs_scenario_model_output,synthetic_scenario_model_out_generation_v1
SCN-0000116,NGFS_DISORDERLY,disorderly_transition,Delayed and uneven transition; medium physical risk and elevated transition shocks.,2.0,2025,collateral_value_loss_physical,physical,Collateral valuation loss driven by physical risk exposure,F41.20,Construction of buildings,66654941244.44,10.0748,0.045,0.06,1.35,0.95,0.75,110198806.7,110.1988,0.4759,2024,synthetic_ngfs_scenario_model_output,synthetic_scenario_model_out_generation_v1
SCN-0000117,NGFS_DISORDERLY,disorderly_transition,Delayed and uneven transition; medium physical risk and elevated transition shocks.,2.0,2030,credit_loss_transition,transition,Expected credit loss impact driven by transition policy/market shocks,F41.20,Construction of buildings,66654941244.44,10.0748,0.045,0.06,1.35,0.95,1.0,907523638.7,907.5236,3.9192,2024,synthetic_ngfs_scenario_model_output,synthetic_scenario_model_out_generation_v1
SCN-0000118,NGFS_DISORDERLY,disorderly_transition,Delayed and uneven transition; medium physical risk and elevated transition shocks.,2.0,2030,credit_loss_physical,physical,Expected credit loss impact driven by physical climate hazards,F41.20,Construction of buildings,66654941244.44,10.0748,0.045,0.06,1.35,0.95,1.0,849731400.82,849.7314,3.6696,2024,synthetic_ngfs_scenario_model_output,synthetic_scenario_model_out_generation_v1
SCN-0000119,NGFS_DISORDERLY,disorderly_transition,Delayed and uneven transition; medium physical risk and elevated transition shocks.,2.0,2030,rwa_increase_transition,transition,Risk-weighted asset increase from transition risk deterioration,F41.20,Construction of buildings,66654941244.44,10.0748,0.045,0.06,1.35,0.95,0.65,589890365.15,589.8904,2.5475,2024,synthetic_ngfs_scenario_model_output,synthetic_scenario_model_out_generation_v1
SCN-0000120,NGFS_DISORDERLY,disorderly_transition,Delayed and uneven transition; medium physical risk and elevated transition shocks.,2.0,2030,collateral_value_loss_physical,physical,Collateral valuation loss driven by physical risk exposure,F41.20,Construction of buildings,66654941244.44,10.0748,0.045,0.06,1.35,0.95,0.75,637298550.62,637.2986,2.7522,2024,synthetic_ngfs_scenario_model_output,synthetic_scenario_model_out_generation_v1
SCN-0000121,NGFS_DISORDERLY,disorderly_transition,Delayed and uneven transition; medium physical risk and elevated transition shocks.,2.0,2040,credit_loss_transition,transition,Expected credit loss impact driven by transition policy/market shocks,F41.20,Construction of buildings,66654941244.44,10.0748,0.045,0.06,1.35,0.95,1.0,2525440396.11,2525.4404,10.9062,2024,synthetic_ngfs_scenario_model_output,synthetic_scenario_model_out_generation_v1
SCN-0000122,NGFS_DISORDERLY,disorderly_transition,Delayed and uneven transition; medium physical risk and elevated transition shocks.,2.0,2040,credit_loss_physical,physical,Expected credit loss impact driven by physical climate hazards,F41.20,Construction of buildings,66654941244.44,10.0748,0.045,0.06,1.35,0.95,1.0,2332643964.94,2332.644,10.0736,2024,synthetic_ngfs_scenario_model_output,synthetic_scenario_model_out_generation_v1
SCN-0000123,NGFS_DISORDERLY,disorderly_transition,Delayed and uneven transition; medium physical risk and elevated transition shocks.,2.0,2040,rwa_increase_transition,transition,Risk-weighted asset increase from transition risk deterioration,F41.20,Construction of buildings,66654941244.44,10.0748,0.045,0.06,1.35,0.95,0.65,1641536257.47,1641.5363,7.0891,2024,synthetic_ngfs_scenario_model_output,synthetic_scenario_model_out_generation_v1
SCN-0000124,NGFS_DISORDERLY,disorderly_transition,Delayed and uneven transition; medium physical risk and elevated transition shocks.,2.0,2040,collateral_value_loss_physical,physical,Collateral valuation loss driven by physical risk exposure,F41.20,Construction of buildings,66654941244.44,10.0748,0.045,0.06,1.35,0.95,0.75,1749482973.7,1749.483,7.5552,2024,synthetic_ngfs_scenario_model_output,synthetic_scenario_model_out_generation_v1
SCN-0000125,NGFS_DISORDERLY,disorderly_transition,Delayed and uneven transition; medium physical risk and elevated transition shocks.,2.0,2050,credit_loss_transition,transition,Expected credit loss impact driven by transition policy/market shocks,F41.20,Construction of buildings,66654941244.44,10.0748,0.045,0.06,1.35,0.95,1.0,4070420461.58,4070.4205,17.5783,2024,synthetic_ngfs_scenario_model_output,synthetic_scenario_model_out_generation_v1
SCN-0000126,NGFS_DISORDERLY,disorderly_transition,Delayed and uneven transition; medium physical risk and elevated transition shocks.,2.0,2050,credit_loss_physical,physical,Expected credit loss impact driven by physical climate hazards,F41.20,Construction of buildings,66654941244.44,10.0748,0.045,0.06,1.35,0.95,1.0,3879877134.65,3879.8771,16.7554,2024,synthetic_ngfs_scenario_model_output,synthetic_scenario_model_out_generation_v1
SCN-0000127,NGFS_DISORDERLY,disorderly_transition,Delayed and uneven transition; medium physical risk and elevated transition shocks.,2.0,2050,rwa_increase_transition,transition,Risk-weighted asset increase from transition risk deterioration,F41.20,Construction of buildings,66654941244.44,10.0748,0.045,0.06,1.35,0.95,0.65,2645773300.03,2645.7733,11.4259,2024,synthetic_ngfs_scenario_model_output,synthetic_scenario_model_out_generation_v1
SCN-0000128,NGFS_DISORDERLY,disorderly_transition,Delayed and uneven transition; medium physical risk and elevated transition shocks.,2.0,2050,collateral_value_loss_physical,physical,Collateral valuation loss driven by physical risk exposure,F41.20,Construction of buildings,66654941244.44,10.0748,0.045,0.06,1.35,0.95,0.75,2909907850.99,2909.9079,12.5666,2024,synthetic_ngfs_scenario_model_output,synthetic_scenario_model_out_generation_v1
SCN-0000129,NGFS_HOT_HOUSE_WORLD,hot_house_world,Limited climate policy response; high physical risk and lower transition cost.,3.5,2025,credit_loss_transition,transition,Expected credit loss impact driven by transition policy/market shocks,F41.20,Construction of buildings,66654941244.44,10.0748,0.045,0.06,0.45,2.3,1.0,52473445.38,52.4734,0.2266,2024,synthetic_ngfs_scenario_model_output,synthetic_scenario_model_out_generation_v1
SCN-0000130,NGFS_HOT_HOUSE_WORLD,hot_house_world,Limited climate policy response; high physical risk and lower transition cost.,3.5,2025,credit_loss_physical,physical,Expected credit loss impact driven by physical climate hazards,F41.20,Construction of buildings,66654941244.44,10.0748,0.045,0.06,0.45,2.3,1.0,355300361.34,355.3004,1.5344,2024,synthetic_ngfs_scenario_model_output,synthetic_scenario_model_out_generation_v1
SCN-0000131,NGFS_HOT_HOUSE_WORLD,hot_house_world,Limited climate policy response; high physical risk and lower transition cost.,3.5,2025,rwa_increase_transition,transition,Risk-weighted asset increase from transition risk deterioration,F41.20,Construction of buildings,66654941244.44,10.0748,0.045,0.06,0.45,2.3,0.65,34107739.49,34.1077,0.1473,2024,synthetic_ngfs_scenario_model_output,synthetic_scenario_model_out_generation_v1
SCN-0000132,NGFS_HOT_HOUSE_WORLD,hot_house_world,Limited climate policy response; high physical risk and lower transition cost.,3.5,2025,collateral_value_loss_physical,physical,Collateral valuation loss driven by physical risk exposure,F41.20,Construction of buildings,66654941244.44,10.0748,0.045,0.06,0.45,2.3,0.75,266475271.0,266.4753,1.1508,2024,synthetic_ngfs_scenario_model_output,synthetic_scenario_model_out_generation_v1
SCN-0000133,NGFS_HOT_HOUSE_WORLD,hot_house_world,Limited climate policy response; high physical risk and lower transition cost.,3.5,2030,credit_loss_transition,transition,Expected credit loss impact driven by transition policy/market shocks,F41.20,Construction of buildings,66654941244.44,10.0748,0.045,0.06,0.45,2.3,1.0,312959032.83,312.959,1.3515,2024,synthetic_ngfs_scenario_model_output,synthetic_scenario_model_out_generation_v1
SCN-0000134,NGFS_HOT_HOUSE_WORLD,hot_house_world,Limited climate policy response; high physical risk and lower transition cost.,3.5,2030,credit_loss_physical,physical,Expected credit loss impact driven by physical climate hazards,F41.20,Construction of buildings,66654941244.44,10.0748,0.045,0.06,0.45,2.3,1.0,2089411048.22,2089.411,9.0232,2024,synthetic_ngfs_scenario_model_output,synthetic_scenario_model_out_generation_v1
SCN-0000135,NGFS_HOT_HOUSE_WORLD,hot_house_world,Limited climate policy response; high physical risk and lower transition cost.,3.5,2030,rwa_increase_transition,transition,Risk-weighted asset increase from transition risk deterioration,F41.20,Construction of buildings,66654941244.44,10.0748,0.045,0.06,0.45,2.3,0.65,203423371.34,203.4234,0.8785,2024,synthetic_ngfs_scenario_model_output,synthetic_scenario_model_out_generation_v1
