kpi_record_id,entity_id,kpi_code,kpi_name,category,reporting_year,unit,baseline_year,baseline_value,actual_value,target_year,target_value,target_reduction_pct,progress_to_target_pct,on_track_flag,source_logic,data_lineage,created_from
KPI-ENT-FR-002-FIN-007-2022,ENT-FR-002,FIN-007,High transition risk exposure,Climate risk,2022,%,2019,26.0956,22.6624,2030,16.9621,35.0,37.59,True,Exposure share where transition_risk_score >= 7,derived_from_core_tables,synthetic_esg_kpi_tracker_generation_entity_level_v2
KPI-ENT-FR-002-FIN-007-2023,ENT-FR-002,FIN-007,High transition risk exposure,Climate risk,2023,%,2019,26.0956,21.6734,2030,16.9621,35.0,48.42,True,Exposure share where transition_risk_score >= 7,derived_from_core_tables,synthetic_esg_kpi_tracker_generation_entity_level_v2
KPI-ENT-FR-002-FIN-007-2024,ENT-FR-002,FIN-007,High transition risk exposure,Climate risk,2024,%,2019,26.0956,21.1443,2030,16.9621,35.0,54.21,True,Exposure share where transition_risk_score >= 7,derived_from_core_tables,synthetic_esg_kpi_tracker_generation_entity_level_v2
KPI-ENT-FR-002-SOC-001-2019,ENT-FR-002,SOC-001,Gender pay gap,Social,2019,%,2019,18.6059,18.6059,2030,5.0,,0.0,True,"Synthetic supporting social KPI, later IFRS S1 scope",synthetic_supporting_kpi,synthetic_esg_kpi_tracker_generation_entity_level_v2
KPI-ENT-FR-002-SOC-001-2020,ENT-FR-002,SOC-001,Gender pay gap,Social,2020,%,2019,18.6059,17.295,2030,5.0,,9.63,True,"Synthetic supporting social KPI, later IFRS S1 scope",synthetic_supporting_kpi,synthetic_esg_kpi_tracker_generation_entity_level_v2
KPI-ENT-FR-002-SOC-001-2021,ENT-FR-002,SOC-001,Gender pay gap,Social,2021,%,2019,18.6059,15.736,2030,5.0,,21.09,True,"Synthetic supporting social KPI, later IFRS S1 scope",synthetic_supporting_kpi,synthetic_esg_kpi_tracker_generation_entity_level_v2
KPI-ENT-FR-002-SOC-001-2022,ENT-FR-002,SOC-001,Gender pay gap,Social,2022,%,2019,18.6059,14.334,2030,5.0,,31.4,True,"Synthetic supporting social KPI, later IFRS S1 scope",synthetic_supporting_kpi,synthetic_esg_kpi_tracker_generation_entity_level_v2
KPI-ENT-FR-002-SOC-001-2023,ENT-FR-002,SOC-001,Gender pay gap,Social,2023,%,2019,18.6059,12.9673,2030,5.0,,41.44,True,"Synthetic supporting social KPI, later IFRS S1 scope",synthetic_supporting_kpi,synthetic_esg_kpi_tracker_generation_entity_level_v2
KPI-ENT-FR-002-SOC-001-2024,ENT-FR-002,SOC-001,Gender pay gap,Social,2024,%,2019,18.6059,12.5929,2030,5.0,,44.19,True,"Synthetic supporting social KPI, later IFRS S1 scope",synthetic_supporting_kpi,synthetic_esg_kpi_tracker_generation_entity_level_v2
KPI-ENT-FR-002-SOC-002-2019,ENT-FR-002,SOC-002,ESG training completion,Social,2019,%,2019,37.8992,37.8992,2030,95.0,,0.0,True,Synthetic supporting workforce KPI for sustainability risk capability,synthetic_supporting_kpi,synthetic_esg_kpi_tracker_generation_entity_level_v2
KPI-ENT-FR-002-SOC-002-2020,ENT-FR-002,SOC-002,ESG training completion,Social,2020,%,2019,37.8992,42.4107,2030,95.0,,7.9,False,Synthetic supporting workforce KPI for sustainability risk capability,synthetic_supporting_kpi,synthetic_esg_kpi_tracker_generation_entity_level_v2
KPI-ENT-FR-002-SOC-002-2021,ENT-FR-002,SOC-002,ESG training completion,Social,2021,%,2019,37.8992,47.8006,2030,95.0,,17.34,True,Synthetic supporting workforce KPI for sustainability risk capability,synthetic_supporting_kpi,synthetic_esg_kpi_tracker_generation_entity_level_v2
KPI-ENT-FR-002-SOC-002-2022,ENT-FR-002,SOC-002,ESG training completion,Social,2022,%,2019,37.8992,53.8,2030,95.0,,27.85,True,Synthetic supporting workforce KPI for sustainability risk capability,synthetic_supporting_kpi,synthetic_esg_kpi_tracker_generation_entity_level_v2
KPI-ENT-FR-002-SOC-002-2023,ENT-FR-002,SOC-002,ESG training completion,Social,2023,%,2019,37.8992,57.5883,2030,95.0,,34.48,True,Synthetic supporting workforce KPI for sustainability risk capability,synthetic_supporting_kpi,synthetic_esg_kpi_tracker_generation_entity_level_v2
KPI-ENT-FR-002-SOC-002-2024,ENT-FR-002,SOC-002,ESG training completion,Social,2024,%,2019,37.8992,65.2765,2030,95.0,,47.95,True,Synthetic supporting workforce KPI for sustainability risk capability,synthetic_supporting_kpi,synthetic_esg_kpi_tracker_generation_entity_level_v2
KPI-ENT-FR-002-GOV-001-2019,ENT-FR-002,GOV-001,Board meetings with ESG agenda,Governance,2019,%,2019,35.5429,35.5429,2030,100.0,,0.0,True,Synthetic governance KPI linked to board_minutes,synthetic_supporting_kpi,synthetic_esg_kpi_tracker_generation_entity_level_v2
KPI-ENT-FR-002-GOV-001-2020,ENT-FR-002,GOV-001,Board meetings with ESG agenda,Governance,2020,%,2019,35.5429,41.4478,2030,100.0,,9.16,True,Synthetic governance KPI linked to board_minutes,synthetic_supporting_kpi,synthetic_esg_kpi_tracker_generation_entity_level_v2
KPI-ENT-FR-002-GOV-001-2021,ENT-FR-002,GOV-001,Board meetings with ESG agenda,Governance,2021,%,2019,35.5429,46.6274,2030,100.0,,17.2,True,Synthetic governance KPI linked to board_minutes,synthetic_supporting_kpi,synthetic_esg_kpi_tracker_generation_entity_level_v2
KPI-ENT-FR-002-GOV-001-2022,ENT-FR-002,GOV-001,Board meetings with ESG agenda,Governance,2022,%,2019,35.5429,53.13,2030,100.0,,27.29,True,Synthetic governance KPI linked to board_minutes,synthetic_supporting_kpi,synthetic_esg_kpi_tracker_generation_entity_level_v2
KPI-ENT-FR-002-GOV-001-2023,ENT-FR-002,GOV-001,Board meetings with ESG agenda,Governance,2023,%,2019,35.5429,58.9322,2030,100.0,,36.29,True,Synthetic governance KPI linked to board_minutes,synthetic_supporting_kpi,synthetic_esg_kpi_tracker_generation_entity_level_v2
KPI-ENT-FR-002-GOV-001-2024,ENT-FR-002,GOV-001,Board meetings with ESG agenda,Governance,2024,%,2019,35.5429,65.1258,2030,100.0,,45.9,True,Synthetic governance KPI linked to board_minutes,synthetic_supporting_kpi,synthetic_esg_kpi_tracker_generation_entity_level_v2
KPI-ENT-DE-003-ENV-001-2019,ENT-DE-003,ENV-001,Scope 1 emissions,Climate,2019,tCO2e,2019,242.4906,242.4906,2030,121.2453,50.0,0.0,True,Computed from utility_bills natural_gas and diesel_fleet using emission_factors,derived_from_core_tables,synthetic_esg_kpi_tracker_generation_entity_level_v2
KPI-ENT-DE-003-ENV-001-2020,ENT-DE-003,ENV-001,Scope 1 emissions,Climate,2020,tCO2e,2019,242.4906,241.4665,2030,121.2453,50.0,0.84,False,Computed from utility_bills natural_gas and diesel_fleet using emission_factors,derived_from_core_tables,synthetic_esg_kpi_tracker_generation_entity_level_v2
KPI-ENT-DE-003-ENV-001-2021,ENT-DE-003,ENV-001,Scope 1 emissions,Climate,2021,tCO2e,2019,242.4906,251.3901,2030,121.2453,50.0,-7.34,False,Computed from utility_bills natural_gas and diesel_fleet using emission_factors,derived_from_core_tables,synthetic_esg_kpi_tracker_generation_entity_level_v2
KPI-ENT-DE-003-ENV-001-2022,ENT-DE-003,ENV-001,Scope 1 emissions,Climate,2022,tCO2e,2019,242.4906,243.8695,2030,121.2453,50.0,-1.14,False,Computed from utility_bills natural_gas and diesel_fleet using emission_factors,derived_from_core_tables,synthetic_esg_kpi_tracker_generation_entity_level_v2
KPI-ENT-DE-003-ENV-001-2023,ENT-DE-003,ENV-001,Scope 1 emissions,Climate,2023,tCO2e,2019,242.4906,230.5157,2030,121.2453,50.0,9.88,False,Computed from utility_bills natural_gas and diesel_fleet using emission_factors,derived_from_core_tables,synthetic_esg_kpi_tracker_generation_entity_level_v2
KPI-ENT-DE-003-ENV-001-2024,ENT-DE-003,ENV-001,Scope 1 emissions,Climate,2024,tCO2e,2019,242.4906,240.9947,2030,121.2453,50.0,1.23,False,Computed from utility_bills natural_gas and diesel_fleet using emission_factors,derived_from_core_tables,synthetic_esg_kpi_tracker_generation_entity_level_v2
KPI-ENT-DE-003-ENV-002-2019,ENT-DE-003,ENV-002,Scope 2 location-based emissions,Climate,2019,tCO2e,2019,1256.8038,1256.8038,2030,628.4019,50.0,0.0,True,Computed from utility_bills electricity using country grid factors,derived_from_core_tables,synthetic_esg_kpi_tracker_generation_entity_level_v2
KPI-ENT-DE-003-ENV-002-2020,ENT-DE-003,ENV-002,Scope 2 location-based emissions,Climate,2020,tCO2e,2019,1256.8038,1257.5028,2030,628.4019,50.0,-0.11,False,Computed from utility_bills electricity using country grid factors,derived_from_core_tables,synthetic_esg_kpi_tracker_generation_entity_level_v2
KPI-ENT-DE-003-ENV-002-2021,ENT-DE-003,ENV-002,Scope 2 location-based emissions,Climate,2021,tCO2e,2019,1256.8038,1285.9569,2030,628.4019,50.0,-4.64,False,Computed from utility_bills electricity using country grid factors,derived_from_core_tables,synthetic_esg_kpi_tracker_generation_entity_level_v2
KPI-ENT-DE-003-ENV-002-2022,ENT-DE-003,ENV-002,Scope 2 location-based emissions,Climate,2022,tCO2e,2019,1256.8038,1181.6303,2030,628.4019,50.0,11.96,False,Computed from utility_bills electricity using country grid factors,derived_from_core_tables,synthetic_esg_kpi_tracker_generation_entity_level_v2
KPI-ENT-DE-003-ENV-002-2023,ENT-DE-003,ENV-002,Scope 2 location-based emissions,Climate,2023,tCO2e,2019,1256.8038,1081.9803,2030,628.4019,50.0,27.82,False,Computed from utility_bills electricity using country grid factors,derived_from_core_tables,synthetic_esg_kpi_tracker_generation_entity_level_v2
KPI-ENT-DE-003-ENV-002-2024,ENT-DE-003,ENV-002,Scope 2 location-based emissions,Climate,2024,tCO2e,2019,1256.8038,1071.4217,2030,628.4019,50.0,29.5,False,Computed from utility_bills electricity using country grid factors,derived_from_core_tables,synthetic_esg_kpi_tracker_generation_entity_level_v2
KPI-ENT-DE-003-ENV-003-2019,ENT-DE-003,ENV-003,Total operational Scope 1 and 2 emissions,Climate,2019,tCO2e,2019,1499.2945,1499.2945,2030,749.6472,50.0,0.0,True,Derived as Scope 1 + Scope 2,derived_from_core_tables,synthetic_esg_kpi_tracker_generation_entity_level_v2
KPI-ENT-DE-003-ENV-003-2020,ENT-DE-003,ENV-003,Total operational Scope 1 and 2 emissions,Climate,2020,tCO2e,2019,1499.2945,1498.9693,2030,749.6472,50.0,0.04,False,Derived as Scope 1 + Scope 2,derived_from_core_tables,synthetic_esg_kpi_tracker_generation_entity_level_v2
KPI-ENT-DE-003-ENV-003-2021,ENT-DE-003,ENV-003,Total operational Scope 1 and 2 emissions,Climate,2021,tCO2e,2019,1499.2945,1537.347,2030,749.6472,50.0,-5.08,False,Derived as Scope 1 + Scope 2,derived_from_core_tables,synthetic_esg_kpi_tracker_generation_entity_level_v2
KPI-ENT-DE-003-ENV-003-2022,ENT-DE-003,ENV-003,Total operational Scope 1 and 2 emissions,Climate,2022,tCO2e,2019,1499.2945,1425.4998,2030,749.6472,50.0,9.84,False,Derived as Scope 1 + Scope 2,derived_from_core_tables,synthetic_esg_kpi_tracker_generation_entity_level_v2
KPI-ENT-DE-003-ENV-003-2023,ENT-DE-003,ENV-003,Total operational Scope 1 and 2 emissions,Climate,2023,tCO2e,2019,1499.2945,1312.496,2030,749.6472,50.0,24.92,False,Derived as Scope 1 + Scope 2,derived_from_core_tables,synthetic_esg_kpi_tracker_generation_entity_level_v2
KPI-ENT-DE-003-ENV-003-2024,ENT-DE-003,ENV-003,Total operational Scope 1 and 2 emissions,Climate,2024,tCO2e,2019,1499.2945,1312.4163,2030,749.6472,50.0,24.93,False,Derived as Scope 1 + Scope 2,derived_from_core_tables,synthetic_esg_kpi_tracker_generation_entity_level_v2
KPI-ENT-DE-003-ENV-004-2019,ENT-DE-003,ENV-004,Energy consumption,Climate,2019,kWh,2019,2993526.77,2993526.77,2030,2394821.416,20.0,0.0,True,Computed from utility_bills electricity and natural_gas quantities,derived_from_core_tables,synthetic_esg_kpi_tracker_generation_entity_level_v2
KPI-ENT-DE-003-ENV-004-2020,ENT-DE-003,ENV-004,Energy consumption,Climate,2020,kWh,2019,2993526.77,3089552.47,2030,2394821.416,20.0,-16.04,False,Computed from utility_bills electricity and natural_gas quantities,derived_from_core_tables,synthetic_esg_kpi_tracker_generation_entity_level_v2
KPI-ENT-DE-003-ENV-004-2021,ENT-DE-003,ENV-004,Energy consumption,Climate,2021,kWh,2019,2993526.77,3294920.45,2030,2394821.416,20.0,-50.34,False,Computed from utility_bills electricity and natural_gas quantities,derived_from_core_tables,synthetic_esg_kpi_tracker_generation_entity_level_v2
KPI-ENT-DE-003-ENV-004-2022,ENT-DE-003,ENV-004,Energy consumption,Climate,2022,kWh,2019,2993526.77,3153016.6,2030,2394821.416,20.0,-26.64,False,Computed from utility_bills electricity and natural_gas quantities,derived_from_core_tables,synthetic_esg_kpi_tracker_generation_entity_level_v2
KPI-ENT-DE-003-ENV-004-2023,ENT-DE-003,ENV-004,Energy consumption,Climate,2023,kWh,2019,2993526.77,3014785.45,2030,2394821.416,20.0,-3.55,False,Computed from utility_bills electricity and natural_gas quantities,derived_from_core_tables,synthetic_esg_kpi_tracker_generation_entity_level_v2
KPI-ENT-DE-003-ENV-004-2024,ENT-DE-003,ENV-004,Energy consumption,Climate,2024,kWh,2019,2993526.77,3113228.46,2030,2394821.416,20.0,-19.99,False,Computed from utility_bills electricity and natural_gas quantities,derived_from_core_tables,synthetic_esg_kpi_tracker_generation_entity_level_v2
KPI-ENT-DE-003-ENV-005-2019,ENT-DE-003,ENV-005,Energy cost,Climate,2019,EUR,2019,521076.96,521076.96,2030,468969.264,10.0,0.0,True,Computed from utility_bills cost_eur,derived_from_core_tables,synthetic_esg_kpi_tracker_generation_entity_level_v2
KPI-ENT-DE-003-ENV-005-2020,ENT-DE-003,ENV-005,Energy cost,Climate,2020,EUR,2019,521076.96,539476.22,2030,468969.264,10.0,-35.31,False,Computed from utility_bills cost_eur,derived_from_core_tables,synthetic_esg_kpi_tracker_generation_entity_level_v2
KPI-ENT-DE-003-ENV-005-2021,ENT-DE-003,ENV-005,Energy cost,Climate,2021,EUR,2019,521076.96,636766.21,2030,468969.264,10.0,-100.0,False,Computed from utility_bills cost_eur,derived_from_core_tables,synthetic_esg_kpi_tracker_generation_entity_level_v2
KPI-ENT-DE-003-ENV-005-2022,ENT-DE-003,ENV-005,Energy cost,Climate,2022,EUR,2019,521076.96,944561.2,2030,468969.264,10.0,-100.0,False,Computed from utility_bills cost_eur,derived_from_core_tables,synthetic_esg_kpi_tracker_generation_entity_level_v2
KPI-ENT-DE-003-ENV-005-2023,ENT-DE-003,ENV-005,Energy cost,Climate,2023,EUR,2019,521076.96,817661.53,2030,468969.264,10.0,-100.0,False,Computed from utility_bills cost_eur,derived_from_core_tables,synthetic_esg_kpi_tracker_generation_entity_level_v2
KPI-ENT-DE-003-ENV-005-2024,ENT-DE-003,ENV-005,Energy cost,Climate,2024,EUR,2019,521076.96,795376.54,2030,468969.264,10.0,-100.0,False,Computed from utility_bills cost_eur,derived_from_core_tables,synthetic_esg_kpi_tracker_generation_entity_level_v2
KPI-ENT-DE-003-FIN-001-2019,ENT-DE-003,FIN-001,Financed emissions Scope 1 and 2,Financed emissions,2019,tCO2e,2019,977279.6676,977279.6676,2030,537503.8172,45.0,0.0,True,"Computed from loan_book, counterparty_master, collateral_register and PCAF attribution logic",derived_from_core_tables,synthetic_esg_kpi_tracker_generation_entity_level_v2
KPI-ENT-DE-003-FIN-001-2020,ENT-DE-003,FIN-001,Financed emissions Scope 1 and 2,Financed emissions,2020,tCO2e,2019,977279.6676,953736.563,2030,537503.8172,45.0,5.35,False,"Computed from loan_book, counterparty_master, collateral_register and PCAF attribution logic",derived_from_core_tables,synthetic_esg_kpi_tracker_generation_entity_level_v2
KPI-ENT-DE-003-FIN-001-2021,ENT-DE-003,FIN-001,Financed emissions Scope 1 and 2,Financed emissions,2021,tCO2e,2019,977279.6676,911114.0092,2030,537503.8172,45.0,15.05,False,"Computed from loan_book, counterparty_master, collateral_register and PCAF attribution logic",derived_from_core_tables,synthetic_esg_kpi_tracker_generation_entity_level_v2
KPI-ENT-DE-003-FIN-001-2022,ENT-DE-003,FIN-001,Financed emissions Scope 1 and 2,Financed emissions,2022,tCO2e,2019,977279.6676,892416.8302,2030,537503.8172,45.0,19.3,False,"Computed from loan_book, counterparty_master, collateral_register and PCAF attribution logic",derived_from_core_tables,synthetic_esg_kpi_tracker_generation_entity_level_v2
KPI-ENT-DE-003-FIN-001-2023,ENT-DE-003,FIN-001,Financed emissions Scope 1 and 2,Financed emissions,2023,tCO2e,2019,977279.6676,857992.1519,2030,537503.8172,45.0,27.12,False,"Computed from loan_book, counterparty_master, collateral_register and PCAF attribution logic",derived_from_core_tables,synthetic_esg_kpi_tracker_generation_entity_level_v2
KPI-ENT-DE-003-FIN-001-2024,ENT-DE-003,FIN-001,Financed emissions Scope 1 and 2,Financed emissions,2024,tCO2e,2019,977279.6676,833230.8713,2030,537503.8172,45.0,32.76,False,"Computed from loan_book, counterparty_master, collateral_register and PCAF attribution logic",derived_from_core_tables,synthetic_esg_kpi_tracker_generation_entity_level_v2
KPI-ENT-DE-003-FIN-002-2019,ENT-DE-003,FIN-002,Outstanding loan exposure,Portfolio,2019,EUR,2019,61399634550.4939,61399634550.4939,2030,61399634550.4939,0.0,,,Computed from loan_book outstanding_balance_eur,derived_from_core_tables,synthetic_esg_kpi_tracker_generation_entity_level_v2
KPI-ENT-DE-003-FIN-002-2020,ENT-DE-003,FIN-002,Outstanding loan exposure,Portfolio,2020,EUR,2019,61399634550.4939,63264320513.3899,2030,61399634550.4939,0.0,,,Computed from loan_book outstanding_balance_eur,derived_from_core_tables,synthetic_esg_kpi_tracker_generation_entity_level_v2
KPI-ENT-DE-003-FIN-002-2021,ENT-DE-003,FIN-002,Outstanding loan exposure,Portfolio,2021,EUR,2019,61399634550.4939,64017912399.155,2030,61399634550.4939,0.0,,,Computed from loan_book outstanding_balance_eur,derived_from_core_tables,synthetic_esg_kpi_tracker_generation_entity_level_v2
KPI-ENT-DE-003-FIN-002-2022,ENT-DE-003,FIN-002,Outstanding loan exposure,Portfolio,2022,EUR,2019,61399634550.4939,66316718612.2708,2030,61399634550.4939,0.0,,,Computed from loan_book outstanding_balance_eur,derived_from_core_tables,synthetic_esg_kpi_tracker_generation_entity_level_v2
KPI-ENT-DE-003-FIN-002-2023,ENT-DE-003,FIN-002,Outstanding loan exposure,Portfolio,2023,EUR,2019,61399634550.4939,67208396545.7127,2030,61399634550.4939,0.0,,,Computed from loan_book outstanding_balance_eur,derived_from_core_tables,synthetic_esg_kpi_tracker_generation_entity_level_v2
KPI-ENT-DE-003-FIN-002-2024,ENT-DE-003,FIN-002,Outstanding loan exposure,Portfolio,2024,EUR,2019,61399634550.4939,68468992983.11,2030,61399634550.4939,0.0,,,Computed from loan_book outstanding_balance_eur,derived_from_core_tables,synthetic_esg_kpi_tracker_generation_entity_level_v2
KPI-ENT-DE-003-FIN-003-2019,ENT-DE-003,FIN-003,High-emission sector exposure,Portfolio,2019,%,2019,87.2544,87.2544,2030,61.0781,30.0,0.0,True,Computed from loan_book exposure where NACE is high-emission sector,derived_from_core_tables,synthetic_esg_kpi_tracker_generation_entity_level_v2
KPI-ENT-DE-003-FIN-003-2020,ENT-DE-003,FIN-003,High-emission sector exposure,Portfolio,2020,%,2019,87.2544,84.0895,2030,61.0781,30.0,12.09,True,Computed from loan_book exposure where NACE is high-emission sector,derived_from_core_tables,synthetic_esg_kpi_tracker_generation_entity_level_v2
KPI-ENT-DE-003-FIN-003-2021,ENT-DE-003,FIN-003,High-emission sector exposure,Portfolio,2021,%,2019,87.2544,84.7887,2030,61.0781,30.0,9.42,False,Computed from loan_book exposure where NACE is high-emission sector,derived_from_core_tables,synthetic_esg_kpi_tracker_generation_entity_level_v2
KPI-ENT-DE-003-FIN-003-2022,ENT-DE-003,FIN-003,High-emission sector exposure,Portfolio,2022,%,2019,87.2544,81.9546,2030,61.0781,30.0,20.25,False,Computed from loan_book exposure where NACE is high-emission sector,derived_from_core_tables,synthetic_esg_kpi_tracker_generation_entity_level_v2
KPI-ENT-DE-003-FIN-003-2023,ENT-DE-003,FIN-003,High-emission sector exposure,Portfolio,2023,%,2019,87.2544,81.0722,2030,61.0781,30.0,23.62,False,Computed from loan_book exposure where NACE is high-emission sector,derived_from_core_tables,synthetic_esg_kpi_tracker_generation_entity_level_v2
KPI-ENT-DE-003-FIN-003-2024,ENT-DE-003,FIN-003,High-emission sector exposure,Portfolio,2024,%,2019,87.2544,78.814,2030,61.0781,30.0,32.24,False,Computed from loan_book exposure where NACE is high-emission sector,derived_from_core_tables,synthetic_esg_kpi_tracker_generation_entity_level_v2
KPI-ENT-DE-003-FIN-004-2019,ENT-DE-003,FIN-004,Average PCAF data quality score,Data quality,2019,score,2019,4.3205,4.3205,2030,2.5,,0.0,True,Exposure-weighted average from counterparty_master pcaf_quality_score,derived_from_core_tables,synthetic_esg_kpi_tracker_generation_entity_level_v2
KPI-ENT-DE-003-FIN-004-2020,ENT-DE-003,FIN-004,Average PCAF data quality score,Data quality,2020,score,2019,4.3205,4.228,2030,2.5,,5.08,False,Exposure-weighted average from counterparty_master pcaf_quality_score,derived_from_core_tables,synthetic_esg_kpi_tracker_generation_entity_level_v2
KPI-ENT-DE-003-FIN-004-2021,ENT-DE-003,FIN-004,Average PCAF data quality score,Data quality,2021,score,2019,4.3205,4.033,2030,2.5,,15.79,False,Exposure-weighted average from counterparty_master pcaf_quality_score,derived_from_core_tables,synthetic_esg_kpi_tracker_generation_entity_level_v2
KPI-ENT-DE-003-FIN-004-2022,ENT-DE-003,FIN-004,Average PCAF data quality score,Data quality,2022,score,2019,4.3205,3.8709,2030,2.5,,24.7,True,Exposure-weighted average from counterparty_master pcaf_quality_score,derived_from_core_tables,synthetic_esg_kpi_tracker_generation_entity_level_v2
KPI-ENT-DE-003-FIN-004-2023,ENT-DE-003,FIN-004,Average PCAF data quality score,Data quality,2023,score,2019,4.3205,3.7166,2030,2.5,,33.17,True,Exposure-weighted average from counterparty_master pcaf_quality_score,derived_from_core_tables,synthetic_esg_kpi_tracker_generation_entity_level_v2
KPI-ENT-DE-003-FIN-004-2024,ENT-DE-003,FIN-004,Average PCAF data quality score,Data quality,2024,score,2019,4.3205,3.6686,2030,2.5,,35.81,False,Exposure-weighted average from counterparty_master pcaf_quality_score,derived_from_core_tables,synthetic_esg_kpi_tracker_generation_entity_level_v2
KPI-ENT-DE-003-FIN-005-2019,ENT-DE-003,FIN-005,Counterparty ESG data coverage,Data quality,2019,%,2019,74.1871,74.1871,2030,95.0,,0.0,True,Share of loan counterparties with emissions data source populated,derived_from_core_tables,synthetic_esg_kpi_tracker_generation_entity_level_v2
KPI-ENT-DE-003-FIN-005-2020,ENT-DE-003,FIN-005,Counterparty ESG data coverage,Data quality,2020,%,2019,74.1871,79.5846,2030,95.0,,25.93,True,Share of loan counterparties with emissions data source populated,derived_from_core_tables,synthetic_esg_kpi_tracker_generation_entity_level_v2
KPI-ENT-DE-003-FIN-005-2021,ENT-DE-003,FIN-005,Counterparty ESG data coverage,Data quality,2021,%,2019,74.1871,84.3879,2030,95.0,,49.01,True,Share of loan counterparties with emissions data source populated,derived_from_core_tables,synthetic_esg_kpi_tracker_generation_entity_level_v2
KPI-ENT-DE-003-FIN-005-2022,ENT-DE-003,FIN-005,Counterparty ESG data coverage,Data quality,2022,%,2019,74.1871,89.8592,2030,95.0,,75.3,True,Share of loan counterparties with emissions data source populated,derived_from_core_tables,synthetic_esg_kpi_tracker_generation_entity_level_v2
KPI-ENT-DE-003-FIN-005-2023,ENT-DE-003,FIN-005,Counterparty ESG data coverage,Data quality,2023,%,2019,74.1871,96.066,2030,95.0,,105.12,True,Share of loan counterparties with emissions data source populated,derived_from_core_tables,synthetic_esg_kpi_tracker_generation_entity_level_v2
KPI-ENT-DE-003-FIN-005-2024,ENT-DE-003,FIN-005,Counterparty ESG data coverage,Data quality,2024,%,2019,74.1871,100.0,2030,95.0,,124.02,True,Share of loan counterparties with emissions data source populated,derived_from_core_tables,synthetic_esg_kpi_tracker_generation_entity_level_v2
KPI-ENT-DE-003-FIN-006-2019,ENT-DE-003,FIN-006,SBTi-aligned exposure,Climate targets,2019,%,2019,8.5805,8.5805,2030,35.0,,0.0,True,Exposure share to counterparties with sbti_target_flag,derived_from_core_tables,synthetic_esg_kpi_tracker_generation_entity_level_v2
KPI-ENT-DE-003-FIN-006-2020,ENT-DE-003,FIN-006,SBTi-aligned exposure,Climate targets,2020,%,2019,8.5805,10.3789,2030,35.0,,6.81,False,Exposure share to counterparties with sbti_target_flag,derived_from_core_tables,synthetic_esg_kpi_tracker_generation_entity_level_v2
KPI-ENT-DE-003-FIN-006-2021,ENT-DE-003,FIN-006,SBTi-aligned exposure,Climate targets,2021,%,2019,8.5805,12.3677,2030,35.0,,14.33,False,Exposure share to counterparties with sbti_target_flag,derived_from_core_tables,synthetic_esg_kpi_tracker_generation_entity_level_v2
KPI-ENT-DE-003-FIN-006-2022,ENT-DE-003,FIN-006,SBTi-aligned exposure,Climate targets,2022,%,2019,8.5805,15.8184,2030,35.0,,27.4,True,Exposure share to counterparties with sbti_target_flag,derived_from_core_tables,synthetic_esg_kpi_tracker_generation_entity_level_v2
KPI-ENT-DE-003-FIN-006-2023,ENT-DE-003,FIN-006,SBTi-aligned exposure,Climate targets,2023,%,2019,8.5805,18.6644,2030,35.0,,38.17,True,Exposure share to counterparties with sbti_target_flag,derived_from_core_tables,synthetic_esg_kpi_tracker_generation_entity_level_v2
KPI-ENT-DE-003-FIN-006-2024,ENT-DE-003,FIN-006,SBTi-aligned exposure,Climate targets,2024,%,2019,8.5805,22.6218,2030,35.0,,53.15,True,Exposure share to counterparties with sbti_target_flag,derived_from_core_tables,synthetic_esg_kpi_tracker_generation_entity_level_v2
KPI-ENT-DE-003-FIN-007-2019,ENT-DE-003,FIN-007,High transition risk exposure,Climate risk,2019,%,2019,25.1214,25.1214,2030,16.3289,35.0,0.0,True,Exposure share where transition_risk_score >= 7,derived_from_core_tables,synthetic_esg_kpi_tracker_generation_entity_level_v2
KPI-ENT-DE-003-FIN-007-2020,ENT-DE-003,FIN-007,High transition risk exposure,Climate risk,2020,%,2019,25.1214,24.2624,2030,16.3289,35.0,9.77,True,Exposure share where transition_risk_score >= 7,derived_from_core_tables,synthetic_esg_kpi_tracker_generation_entity_level_v2
KPI-ENT-DE-003-FIN-007-2021,ENT-DE-003,FIN-007,High transition risk exposure,Climate risk,2021,%,2019,25.1214,22.4696,2030,16.3289,35.0,30.16,True,Exposure share where transition_risk_score >= 7,derived_from_core_tables,synthetic_esg_kpi_tracker_generation_entity_level_v2
KPI-ENT-DE-003-FIN-007-2022,ENT-DE-003,FIN-007,High transition risk exposure,Climate risk,2022,%,2019,25.1214,20.9953,2030,16.3289,35.0,46.93,True,Exposure share where transition_risk_score >= 7,derived_from_core_tables,synthetic_esg_kpi_tracker_generation_entity_level_v2
KPI-ENT-DE-003-FIN-007-2023,ENT-DE-003,FIN-007,High transition risk exposure,Climate risk,2023,%,2019,25.1214,19.8832,2030,16.3289,35.0,59.58,True,Exposure share where transition_risk_score >= 7,derived_from_core_tables,synthetic_esg_kpi_tracker_generation_entity_level_v2
KPI-ENT-DE-003-FIN-007-2024,ENT-DE-003,FIN-007,High transition risk exposure,Climate risk,2024,%,2019,25.1214,18.7792,2030,16.3289,35.0,72.13,True,Exposure share where transition_risk_score >= 7,derived_from_core_tables,synthetic_esg_kpi_tracker_generation_entity_level_v2
