bill_id,site_id,entity_id,site_name,site_type,country_code,grid_region,meter_type,scope_category,billing_period_start,billing_period_end,quantity,unit,unit_price_eur,cost_eur,floor_area_m2,fleet_size,emission_factor_key,emission_factor_country_code,invoice_status,data_source,reporting_year
BILL-00001502,SITE-00025,ENT-BE-008,HQ-BE-025,hq,BE,BE,natural_gas,scope1,2024-01-01,2024-03-31,510360.02,kWh,0.105,53587.8,8861,69,scope1_natural_gas_combustion,BE,submitted,synthetic_utility_invoice,2024
BILL-00001503,SITE-00025,ENT-BE-008,HQ-BE-025,hq,BE,BE,diesel_fleet,scope1,2024-01-01,2024-03-31,11436.49,litres,1.58,18069.65,8861,69,scope1_diesel_combustion,BE,submitted,synthetic_utility_invoice,2024
BILL-00001504,SITE-00025,ENT-BE-008,HQ-BE-025,hq,BE,BE,electricity,scope2_location,2024-04-01,2024-06-30,392567.89,kWh,0.22,86364.94,8861,69,scope2_location_electricity_grid,BE,estimated,synthetic_utility_invoice,2024
BILL-00001505,SITE-00025,ENT-BE-008,HQ-BE-025,hq,BE,BE,natural_gas,scope1,2024-04-01,2024-06-30,263668.14,kWh,0.105,27685.15,8861,69,scope1_natural_gas_combustion,BE,submitted,synthetic_utility_invoice,2024
BILL-00001506,SITE-00025,ENT-BE-008,HQ-BE-025,hq,BE,BE,diesel_fleet,scope1,2024-04-01,2024-06-30,13306.96,litres,1.58,21025.0,8861,69,scope1_diesel_combustion,BE,submitted,synthetic_utility_invoice,2024
BILL-00001507,SITE-00025,ENT-BE-008,HQ-BE-025,hq,BE,BE,electricity,scope2_location,2024-07-01,2024-09-30,503045.26,kWh,0.22,110669.96,8861,69,scope2_location_electricity_grid,BE,submitted,synthetic_utility_invoice,2024
BILL-00001508,SITE-00025,ENT-BE-008,HQ-BE-025,hq,BE,BE,natural_gas,scope1,2024-07-01,2024-09-30,53967.36,kWh,0.105,5666.57,8861,69,scope1_natural_gas_combustion,BE,submitted,synthetic_utility_invoice,2024
BILL-00001509,SITE-00025,ENT-BE-008,HQ-BE-025,hq,BE,BE,diesel_fleet,scope1,2024-07-01,2024-09-30,13769.29,litres,1.58,21755.49,8861,69,scope1_diesel_combustion,BE,submitted,synthetic_utility_invoice,2024
BILL-00001510,SITE-00025,ENT-BE-008,HQ-BE-025,hq,BE,BE,electricity,scope2_location,2024-10-01,2024-12-31,559688.53,kWh,0.22,123131.48,8861,69,scope2_location_electricity_grid,BE,submitted,synthetic_utility_invoice,2024
BILL-00001511,SITE-00025,ENT-BE-008,HQ-BE-025,hq,BE,BE,natural_gas,scope1,2024-10-01,2024-12-31,201272.63,kWh,0.105,21133.63,8861,69,scope1_natural_gas_combustion,BE,submitted,synthetic_utility_invoice,2024
BILL-00001512,SITE-00025,ENT-BE-008,HQ-BE-025,hq,BE,BE,diesel_fleet,scope1,2024-10-01,2024-12-31,12652.98,litres,1.58,19991.71,8861,69,scope1_diesel_combustion,BE,submitted,synthetic_utility_invoice,2024
BILL-00001513,SITE-00026,ENT-IT-007,BRANCH-IT-026,branch,IT,IT,electricity,scope2_location,2019-01-01,2019-03-31,28293.19,kWh,0.145,4102.51,622,5,scope2_location_electricity_grid,IT,submitted,synthetic_utility_invoice,2019
BILL-00001514,SITE-00026,ENT-IT-007,BRANCH-IT-026,branch,IT,IT,natural_gas,scope1,2019-01-01,2019-03-31,45328.26,kWh,0.055,2493.05,622,5,scope1_natural_gas_combustion,IT,submitted,synthetic_utility_invoice,2019
BILL-00001515,SITE-00026,ENT-IT-007,BRANCH-IT-026,branch,IT,IT,diesel_fleet,scope1,2019-01-01,2019-03-31,742.62,litres,1.25,928.28,622,5,scope1_diesel_combustion,IT,submitted,synthetic_utility_invoice,2019
BILL-00001516,SITE-00026,ENT-IT-007,BRANCH-IT-026,branch,IT,IT,electricity,scope2_location,2019-04-01,2019-06-30,20920.81,kWh,0.145,3033.52,622,5,scope2_location_electricity_grid,IT,submitted,synthetic_utility_invoice,2019
BILL-00001517,SITE-00026,ENT-IT-007,BRANCH-IT-026,branch,IT,IT,natural_gas,scope1,2019-04-01,2019-06-30,15926.39,kWh,0.055,875.95,622,5,scope1_natural_gas_combustion,IT,submitted,synthetic_utility_invoice,2019
BILL-00001518,SITE-00026,ENT-IT-007,BRANCH-IT-026,branch,IT,IT,diesel_fleet,scope1,2019-04-01,2019-06-30,918.13,litres,1.25,1147.66,622,5,scope1_diesel_combustion,IT,submitted,synthetic_utility_invoice,2019
BILL-00001519,SITE-00026,ENT-IT-007,BRANCH-IT-026,branch,IT,IT,electricity,scope2_location,2019-07-01,2019-09-30,23144.48,kWh,0.145,3355.95,622,5,scope2_location_electricity_grid,IT,submitted,synthetic_utility_invoice,2019
BILL-00001520,SITE-00026,ENT-IT-007,BRANCH-IT-026,branch,IT,IT,natural_gas,scope1,2019-07-01,2019-09-30,3361.0,kWh,0.055,184.86,622,5,scope1_natural_gas_combustion,IT,submitted,synthetic_utility_invoice,2019
BILL-00001521,SITE-00026,ENT-IT-007,BRANCH-IT-026,branch,IT,IT,diesel_fleet,scope1,2019-07-01,2019-09-30,957.89,litres,1.25,1197.37,622,5,scope1_diesel_combustion,IT,submitted,synthetic_utility_invoice,2019
BILL-00001522,SITE-00026,ENT-IT-007,BRANCH-IT-026,branch,IT,IT,electricity,scope2_location,2019-10-01,2019-12-31,28101.94,kWh,0.145,4074.78,622,5,scope2_location_electricity_grid,IT,submitted,synthetic_utility_invoice,2019
BILL-00001523,SITE-00026,ENT-IT-007,BRANCH-IT-026,branch,IT,IT,natural_gas,scope1,2019-10-01,2019-12-31,16477.51,kWh,0.055,906.26,622,5,scope1_natural_gas_combustion,IT,submitted,synthetic_utility_invoice,2019
BILL-00001524,SITE-00026,ENT-IT-007,BRANCH-IT-026,branch,IT,IT,diesel_fleet,scope1,2019-10-01,2019-12-31,913.72,litres,1.25,1142.16,622,5,scope1_diesel_combustion,IT,submitted,synthetic_utility_invoice,2019
BILL-00001525,SITE-00026,ENT-IT-007,BRANCH-IT-026,branch,IT,IT,electricity,scope2_location,2020-01-01,2020-03-31,26085.62,kWh,0.15,3912.84,622,5,scope2_location_electricity_grid,IT,submitted,synthetic_utility_invoice,2020
BILL-00001526,SITE-00026,ENT-IT-007,BRANCH-IT-026,branch,IT,IT,natural_gas,scope1,2020-01-01,2020-03-31,41966.75,kWh,0.052,2182.27,622,5,scope1_natural_gas_combustion,IT,submitted,synthetic_utility_invoice,2020
BILL-00001527,SITE-00026,ENT-IT-007,BRANCH-IT-026,branch,IT,IT,diesel_fleet,scope1,2020-01-01,2020-03-31,1054.86,litres,1.1,1160.34,622,5,scope1_diesel_combustion,IT,submitted,synthetic_utility_invoice,2020
BILL-00001528,SITE-00026,ENT-IT-007,BRANCH-IT-026,branch,IT,IT,electricity,scope2_location,2020-04-01,2020-06-30,19920.76,kWh,0.15,2988.11,622,5,scope2_location_electricity_grid,IT,estimated,synthetic_utility_invoice,2020
BILL-00001529,SITE-00026,ENT-IT-007,BRANCH-IT-026,branch,IT,IT,natural_gas,scope1,2020-04-01,2020-06-30,15696.76,kWh,0.052,816.23,622,5,scope1_natural_gas_combustion,IT,submitted,synthetic_utility_invoice,2020
BILL-00001530,SITE-00026,ENT-IT-007,BRANCH-IT-026,branch,IT,IT,diesel_fleet,scope1,2020-04-01,2020-06-30,913.2,litres,1.1,1004.52,622,5,scope1_diesel_combustion,IT,submitted,synthetic_utility_invoice,2020
BILL-00001531,SITE-00026,ENT-IT-007,BRANCH-IT-026,branch,IT,IT,electricity,scope2_location,2020-07-01,2020-09-30,22158.45,kWh,0.15,3323.77,622,5,scope2_location_electricity_grid,IT,submitted,synthetic_utility_invoice,2020
BILL-00001532,SITE-00026,ENT-IT-007,BRANCH-IT-026,branch,IT,IT,natural_gas,scope1,2020-07-01,2020-09-30,2722.42,kWh,0.052,141.57,622,5,scope1_natural_gas_combustion,IT,submitted,synthetic_utility_invoice,2020
BILL-00001533,SITE-00026,ENT-IT-007,BRANCH-IT-026,branch,IT,IT,diesel_fleet,scope1,2020-07-01,2020-09-30,920.9,litres,1.1,1012.99,622,5,scope1_diesel_combustion,IT,submitted,synthetic_utility_invoice,2020
BILL-00001534,SITE-00026,ENT-IT-007,BRANCH-IT-026,branch,IT,IT,electricity,scope2_location,2020-10-01,2020-12-31,25764.37,kWh,0.15,3864.66,622,5,scope2_location_electricity_grid,IT,submitted,synthetic_utility_invoice,2020
BILL-00001535,SITE-00026,ENT-IT-007,BRANCH-IT-026,branch,IT,IT,natural_gas,scope1,2020-10-01,2020-12-31,20240.02,kWh,0.052,1052.48,622,5,scope1_natural_gas_combustion,IT,submitted,synthetic_utility_invoice,2020
BILL-00001536,SITE-00026,ENT-IT-007,BRANCH-IT-026,branch,IT,IT,diesel_fleet,scope1,2020-10-01,2020-12-31,837.8,litres,1.1,921.58,622,5,scope1_diesel_combustion,IT,submitted,synthetic_utility_invoice,2020
BILL-00001537,SITE-00026,ENT-IT-007,BRANCH-IT-026,branch,IT,IT,electricity,scope2_location,2021-01-01,2021-03-31,27202.06,kWh,0.165,4488.34,622,5,scope2_location_electricity_grid,IT,corrected,synthetic_utility_invoice,2021
BILL-00001538,SITE-00026,ENT-IT-007,BRANCH-IT-026,branch,IT,IT,natural_gas,scope1,2021-01-01,2021-03-31,41704.67,kWh,0.065,2710.8,622,5,scope1_natural_gas_combustion,IT,submitted,synthetic_utility_invoice,2021
BILL-00001539,SITE-00026,ENT-IT-007,BRANCH-IT-026,branch,IT,IT,diesel_fleet,scope1,2021-01-01,2021-03-31,960.17,litres,1.3,1248.22,622,5,scope1_diesel_combustion,IT,submitted,synthetic_utility_invoice,2021
BILL-00001540,SITE-00026,ENT-IT-007,BRANCH-IT-026,branch,IT,IT,electricity,scope2_location,2021-04-01,2021-06-30,21975.01,kWh,0.165,3625.88,622,5,scope2_location_electricity_grid,IT,submitted,synthetic_utility_invoice,2021
BILL-00001541,SITE-00026,ENT-IT-007,BRANCH-IT-026,branch,IT,IT,natural_gas,scope1,2021-04-01,2021-06-30,16968.01,kWh,0.065,1102.92,622,5,scope1_natural_gas_combustion,IT,submitted,synthetic_utility_invoice,2021
BILL-00001542,SITE-00026,ENT-IT-007,BRANCH-IT-026,branch,IT,IT,diesel_fleet,scope1,2021-04-01,2021-06-30,1009.87,litres,1.3,1312.83,622,5,scope1_diesel_combustion,IT,submitted,synthetic_utility_invoice,2021
BILL-00001543,SITE-00026,ENT-IT-007,BRANCH-IT-026,branch,IT,IT,electricity,scope2_location,2021-07-01,2021-09-30,21501.91,kWh,0.165,3547.81,622,5,scope2_location_electricity_grid,IT,submitted,synthetic_utility_invoice,2021
BILL-00001544,SITE-00026,ENT-IT-007,BRANCH-IT-026,branch,IT,IT,natural_gas,scope1,2021-07-01,2021-09-30,3155.22,kWh,0.065,205.09,622,5,scope1_natural_gas_combustion,IT,submitted,synthetic_utility_invoice,2021
BILL-00001545,SITE-00026,ENT-IT-007,BRANCH-IT-026,branch,IT,IT,diesel_fleet,scope1,2021-07-01,2021-09-30,781.08,litres,1.3,1015.41,622,5,scope1_diesel_combustion,IT,submitted,synthetic_utility_invoice,2021
BILL-00001546,SITE-00026,ENT-IT-007,BRANCH-IT-026,branch,IT,IT,electricity,scope2_location,2021-10-01,2021-12-31,26947.69,kWh,0.165,4446.37,622,5,scope2_location_electricity_grid,IT,submitted,synthetic_utility_invoice,2021
BILL-00001547,SITE-00026,ENT-IT-007,BRANCH-IT-026,branch,IT,IT,natural_gas,scope1,2021-10-01,2021-12-31,14316.54,kWh,0.065,930.58,622,5,scope1_natural_gas_combustion,IT,submitted,synthetic_utility_invoice,2021
BILL-00001548,SITE-00026,ENT-IT-007,BRANCH-IT-026,branch,IT,IT,diesel_fleet,scope1,2021-10-01,2021-12-31,985.1,litres,1.3,1280.63,622,5,scope1_diesel_combustion,IT,submitted,synthetic_utility_invoice,2021
BILL-00001549,SITE-00026,ENT-IT-007,BRANCH-IT-026,branch,IT,IT,electricity,scope2_location,2022-01-01,2022-03-31,26616.29,kWh,0.26,6920.24,622,5,scope2_location_electricity_grid,IT,submitted,synthetic_utility_invoice,2022
BILL-00001550,SITE-00026,ENT-IT-007,BRANCH-IT-026,branch,IT,IT,natural_gas,scope1,2022-01-01,2022-03-31,44212.67,kWh,0.145,6410.84,622,5,scope1_natural_gas_combustion,IT,submitted,synthetic_utility_invoice,2022
BILL-00001551,SITE-00026,ENT-IT-007,BRANCH-IT-026,branch,IT,IT,diesel_fleet,scope1,2022-01-01,2022-03-31,1001.11,litres,1.75,1751.94,622,5,scope1_diesel_combustion,IT,submitted,synthetic_utility_invoice,2022
BILL-00001552,SITE-00026,ENT-IT-007,BRANCH-IT-026,branch,IT,IT,electricity,scope2_location,2022-04-01,2022-06-30,18531.01,kWh,0.26,4818.06,622,5,scope2_location_electricity_grid,IT,submitted,synthetic_utility_invoice,2022
BILL-00001553,SITE-00026,ENT-IT-007,BRANCH-IT-026,branch,IT,IT,natural_gas,scope1,2022-04-01,2022-06-30,19055.25,kWh,0.145,2763.01,622,5,scope1_natural_gas_combustion,IT,submitted,synthetic_utility_invoice,2022
BILL-00001554,SITE-00026,ENT-IT-007,BRANCH-IT-026,branch,IT,IT,diesel_fleet,scope1,2022-04-01,2022-06-30,906.48,litres,1.75,1586.34,622,5,scope1_diesel_combustion,IT,submitted,synthetic_utility_invoice,2022
BILL-00001555,SITE-00026,ENT-IT-007,BRANCH-IT-026,branch,IT,IT,electricity,scope2_location,2022-07-01,2022-09-30,22695.32,kWh,0.26,5900.78,622,5,scope2_location_electricity_grid,IT,submitted,synthetic_utility_invoice,2022
BILL-00001556,SITE-00026,ENT-IT-007,BRANCH-IT-026,branch,IT,IT,natural_gas,scope1,2022-07-01,2022-09-30,3647.93,kWh,0.145,528.95,622,5,scope1_natural_gas_combustion,IT,submitted,synthetic_utility_invoice,2022
BILL-00001557,SITE-00026,ENT-IT-007,BRANCH-IT-026,branch,IT,IT,diesel_fleet,scope1,2022-07-01,2022-09-30,876.64,litres,1.75,1534.13,622,5,scope1_diesel_combustion,IT,submitted,synthetic_utility_invoice,2022
BILL-00001558,SITE-00026,ENT-IT-007,BRANCH-IT-026,branch,IT,IT,electricity,scope2_location,2022-10-01,2022-12-31,27883.79,kWh,0.26,7249.78,622,5,scope2_location_electricity_grid,IT,estimated,synthetic_utility_invoice,2022
BILL-00001559,SITE-00026,ENT-IT-007,BRANCH-IT-026,branch,IT,IT,natural_gas,scope1,2022-10-01,2022-12-31,15547.41,kWh,0.145,2254.37,622,5,scope1_natural_gas_combustion,IT,estimated,synthetic_utility_invoice,2022
BILL-00001560,SITE-00026,ENT-IT-007,BRANCH-IT-026,branch,IT,IT,diesel_fleet,scope1,2022-10-01,2022-12-31,998.15,litres,1.75,1746.77,622,5,scope1_diesel_combustion,IT,submitted,synthetic_utility_invoice,2022
BILL-00001561,SITE-00026,ENT-IT-007,BRANCH-IT-026,branch,IT,IT,electricity,scope2_location,2023-01-01,2023-03-31,27563.49,kWh,0.235,6477.42,622,5,scope2_location_electricity_grid,IT,submitted,synthetic_utility_invoice,2023
BILL-00001562,SITE-00026,ENT-IT-007,BRANCH-IT-026,branch,IT,IT,natural_gas,scope1,2023-01-01,2023-03-31,55557.32,kWh,0.12,6666.88,622,5,scope1_natural_gas_combustion,IT,submitted,synthetic_utility_invoice,2023
BILL-00001563,SITE-00026,ENT-IT-007,BRANCH-IT-026,branch,IT,IT,diesel_fleet,scope1,2023-01-01,2023-03-31,1080.45,litres,1.65,1782.74,622,5,scope1_diesel_combustion,IT,submitted,synthetic_utility_invoice,2023
BILL-00001564,SITE-00026,ENT-IT-007,BRANCH-IT-026,branch,IT,IT,electricity,scope2_location,2023-04-01,2023-06-30,22890.34,kWh,0.235,5379.23,622,5,scope2_location_electricity_grid,IT,submitted,synthetic_utility_invoice,2023
BILL-00001565,SITE-00026,ENT-IT-007,BRANCH-IT-026,branch,IT,IT,natural_gas,scope1,2023-04-01,2023-06-30,18100.89,kWh,0.12,2172.11,622,5,scope1_natural_gas_combustion,IT,submitted,synthetic_utility_invoice,2023
BILL-00001566,SITE-00026,ENT-IT-007,BRANCH-IT-026,branch,IT,IT,diesel_fleet,scope1,2023-04-01,2023-06-30,919.05,litres,1.65,1516.44,622,5,scope1_diesel_combustion,IT,submitted,synthetic_utility_invoice,2023
BILL-00001567,SITE-00026,ENT-IT-007,BRANCH-IT-026,branch,IT,IT,electricity,scope2_location,2023-07-01,2023-09-30,24381.52,kWh,0.235,5729.66,622,5,scope2_location_electricity_grid,IT,estimated,synthetic_utility_invoice,2023
BILL-00001568,SITE-00026,ENT-IT-007,BRANCH-IT-026,branch,IT,IT,natural_gas,scope1,2023-07-01,2023-09-30,3523.49,kWh,0.12,422.82,622,5,scope1_natural_gas_combustion,IT,submitted,synthetic_utility_invoice,2023
BILL-00001569,SITE-00026,ENT-IT-007,BRANCH-IT-026,branch,IT,IT,diesel_fleet,scope1,2023-07-01,2023-09-30,681.46,litres,1.65,1124.41,622,5,scope1_diesel_combustion,IT,submitted,synthetic_utility_invoice,2023
BILL-00001570,SITE-00026,ENT-IT-007,BRANCH-IT-026,branch,IT,IT,electricity,scope2_location,2023-10-01,2023-12-31,26097.9,kWh,0.235,6133.01,622,5,scope2_location_electricity_grid,IT,submitted,synthetic_utility_invoice,2023
BILL-00001571,SITE-00026,ENT-IT-007,BRANCH-IT-026,branch,IT,IT,natural_gas,scope1,2023-10-01,2023-12-31,18247.42,kWh,0.12,2189.69,622,5,scope1_natural_gas_combustion,IT,submitted,synthetic_utility_invoice,2023
BILL-00001572,SITE-00026,ENT-IT-007,BRANCH-IT-026,branch,IT,IT,diesel_fleet,scope1,2023-10-01,2023-12-31,841.95,litres,1.65,1389.22,622,5,scope1_diesel_combustion,IT,submitted,synthetic_utility_invoice,2023
BILL-00001573,SITE-00026,ENT-IT-007,BRANCH-IT-026,branch,IT,IT,electricity,scope2_location,2024-01-01,2024-03-31,30572.53,kWh,0.22,6725.96,622,5,scope2_location_electricity_grid,IT,submitted,synthetic_utility_invoice,2024
BILL-00001574,SITE-00026,ENT-IT-007,BRANCH-IT-026,branch,IT,IT,natural_gas,scope1,2024-01-01,2024-03-31,35555.58,kWh,0.105,3733.34,622,5,scope1_natural_gas_combustion,IT,submitted,synthetic_utility_invoice,2024
BILL-00001575,SITE-00026,ENT-IT-007,BRANCH-IT-026,branch,IT,IT,diesel_fleet,scope1,2024-01-01,2024-03-31,970.86,litres,1.58,1533.95,622,5,scope1_diesel_combustion,IT,submitted,synthetic_utility_invoice,2024
BILL-00001576,SITE-00026,ENT-IT-007,BRANCH-IT-026,branch,IT,IT,electricity,scope2_location,2024-04-01,2024-06-30,20059.58,kWh,0.22,4413.11,622,5,scope2_location_electricity_grid,IT,submitted,synthetic_utility_invoice,2024
BILL-00001577,SITE-00026,ENT-IT-007,BRANCH-IT-026,branch,IT,IT,natural_gas,scope1,2024-04-01,2024-06-30,18339.31,kWh,0.105,1925.63,622,5,scope1_natural_gas_combustion,IT,submitted,synthetic_utility_invoice,2024
BILL-00001578,SITE-00026,ENT-IT-007,BRANCH-IT-026,branch,IT,IT,diesel_fleet,scope1,2024-04-01,2024-06-30,1239.7,litres,1.58,1958.73,622,5,scope1_diesel_combustion,IT,submitted,synthetic_utility_invoice,2024
BILL-00001579,SITE-00026,ENT-IT-007,BRANCH-IT-026,branch,IT,IT,electricity,scope2_location,2024-07-01,2024-09-30,25156.49,kWh,0.22,5534.43,622,5,scope2_location_electricity_grid,IT,submitted,synthetic_utility_invoice,2024
BILL-00001580,SITE-00026,ENT-IT-007,BRANCH-IT-026,branch,IT,IT,natural_gas,scope1,2024-07-01,2024-09-30,3108.12,kWh,0.105,326.35,622,5,scope1_natural_gas_combustion,IT,estimated,synthetic_utility_invoice,2024
BILL-00001581,SITE-00026,ENT-IT-007,BRANCH-IT-026,branch,IT,IT,diesel_fleet,scope1,2024-07-01,2024-09-30,825.77,litres,1.58,1304.72,622,5,scope1_diesel_combustion,IT,estimated,synthetic_utility_invoice,2024
BILL-00001582,SITE-00026,ENT-IT-007,BRANCH-IT-026,branch,IT,IT,electricity,scope2_location,2024-10-01,2024-12-31,29287.13,kWh,0.22,6443.17,622,5,scope2_location_electricity_grid,IT,submitted,synthetic_utility_invoice,2024
BILL-00001583,SITE-00026,ENT-IT-007,BRANCH-IT-026,branch,IT,IT,natural_gas,scope1,2024-10-01,2024-12-31,19320.94,kWh,0.105,2028.7,622,5,scope1_natural_gas_combustion,IT,submitted,synthetic_utility_invoice,2024
BILL-00001584,SITE-00026,ENT-IT-007,BRANCH-IT-026,branch,IT,IT,diesel_fleet,scope1,2024-10-01,2024-12-31,985.98,litres,1.58,1557.84,622,5,scope1_diesel_combustion,IT,submitted,synthetic_utility_invoice,2024
BILL-00001585,SITE-00027,ENT-UK-005,DATA_CENTRE-GB-027,data_centre,GB,GB,electricity,scope2_location,2019-01-01,2019-03-31,1823887.5,kWh,0.145,264463.69,7310,4,scope2_location_electricity_grid,GB,submitted,synthetic_utility_invoice,2019
BILL-00001586,SITE-00027,ENT-UK-005,DATA_CENTRE-GB-027,data_centre,GB,GB,diesel_fleet,scope1,2019-01-01,2019-03-31,565.64,litres,1.25,707.05,7310,4,scope1_diesel_combustion,GB,submitted,synthetic_utility_invoice,2019
BILL-00001587,SITE-00027,ENT-UK-005,DATA_CENTRE-GB-027,data_centre,GB,GB,electricity,scope2_location,2019-04-01,2019-06-30,1477180.87,kWh,0.145,214191.23,7310,4,scope2_location_electricity_grid,GB,submitted,synthetic_utility_invoice,2019
BILL-00001588,SITE-00027,ENT-UK-005,DATA_CENTRE-GB-027,data_centre,GB,GB,diesel_fleet,scope1,2019-04-01,2019-06-30,871.36,litres,1.25,1089.2,7310,4,scope1_diesel_combustion,GB,submitted,synthetic_utility_invoice,2019
BILL-00001589,SITE-00027,ENT-UK-005,DATA_CENTRE-GB-027,data_centre,GB,GB,electricity,scope2_location,2019-07-01,2019-09-30,1483669.56,kWh,0.145,215132.09,7310,4,scope2_location_electricity_grid,GB,submitted,synthetic_utility_invoice,2019
BILL-00001590,SITE-00027,ENT-UK-005,DATA_CENTRE-GB-027,data_centre,GB,GB,diesel_fleet,scope1,2019-07-01,2019-09-30,740.38,litres,1.25,925.48,7310,4,scope1_diesel_combustion,GB,submitted,synthetic_utility_invoice,2019
BILL-00001591,SITE-00027,ENT-UK-005,DATA_CENTRE-GB-027,data_centre,GB,GB,electricity,scope2_location,2019-10-01,2019-12-31,1965439.35,kWh,0.145,284988.71,7310,4,scope2_location_electricity_grid,GB,submitted,synthetic_utility_invoice,2019
BILL-00001592,SITE-00027,ENT-UK-005,DATA_CENTRE-GB-027,data_centre,GB,GB,diesel_fleet,scope1,2019-10-01,2019-12-31,840.63,litres,1.25,1050.79,7310,4,scope1_diesel_combustion,GB,submitted,synthetic_utility_invoice,2019
BILL-00001593,SITE-00027,ENT-UK-005,DATA_CENTRE-GB-027,data_centre,GB,GB,electricity,scope2_location,2020-01-01,2020-03-31,1865669.49,kWh,0.15,279850.42,7310,4,scope2_location_electricity_grid,GB,submitted,synthetic_utility_invoice,2020
BILL-00001594,SITE-00027,ENT-UK-005,DATA_CENTRE-GB-027,data_centre,GB,GB,diesel_fleet,scope1,2020-01-01,2020-03-31,626.13,litres,1.1,688.75,7310,4,scope1_diesel_combustion,GB,submitted,synthetic_utility_invoice,2020
BILL-00001595,SITE-00027,ENT-UK-005,DATA_CENTRE-GB-027,data_centre,GB,GB,electricity,scope2_location,2020-04-01,2020-06-30,1460973.9,kWh,0.15,219146.09,7310,4,scope2_location_electricity_grid,GB,submitted,synthetic_utility_invoice,2020
BILL-00001596,SITE-00027,ENT-UK-005,DATA_CENTRE-GB-027,data_centre,GB,GB,diesel_fleet,scope1,2020-04-01,2020-06-30,652.27,litres,1.1,717.5,7310,4,scope1_diesel_combustion,GB,submitted,synthetic_utility_invoice,2020
BILL-00001597,SITE-00027,ENT-UK-005,DATA_CENTRE-GB-027,data_centre,GB,GB,electricity,scope2_location,2020-07-01,2020-09-30,1641125.9,kWh,0.15,246168.88,7310,4,scope2_location_electricity_grid,GB,estimated,synthetic_utility_invoice,2020
BILL-00001598,SITE-00027,ENT-UK-005,DATA_CENTRE-GB-027,data_centre,GB,GB,diesel_fleet,scope1,2020-07-01,2020-09-30,704.28,litres,1.1,774.71,7310,4,scope1_diesel_combustion,GB,submitted,synthetic_utility_invoice,2020
BILL-00001599,SITE-00027,ENT-UK-005,DATA_CENTRE-GB-027,data_centre,GB,GB,electricity,scope2_location,2020-10-01,2020-12-31,2056267.73,kWh,0.15,308440.16,7310,4,scope2_location_electricity_grid,GB,submitted,synthetic_utility_invoice,2020
BILL-00001600,SITE-00027,ENT-UK-005,DATA_CENTRE-GB-027,data_centre,GB,GB,diesel_fleet,scope1,2020-10-01,2020-12-31,876.92,litres,1.1,964.61,7310,4,scope1_diesel_combustion,GB,submitted,synthetic_utility_invoice,2020
BILL-00001601,SITE-00027,ENT-UK-005,DATA_CENTRE-GB-027,data_centre,GB,GB,electricity,scope2_location,2021-01-01,2021-03-31,2040590.9,kWh,0.165,336697.5,7310,4,scope2_location_electricity_grid,GB,submitted,synthetic_utility_invoice,2021
BILL-00001602,SITE-00027,ENT-UK-005,DATA_CENTRE-GB-027,data_centre,GB,GB,diesel_fleet,scope1,2021-01-01,2021-03-31,724.56,litres,1.3,941.92,7310,4,scope1_diesel_combustion,GB,submitted,synthetic_utility_invoice,2021
BILL-00001603,SITE-00027,ENT-UK-005,DATA_CENTRE-GB-027,data_centre,GB,GB,electricity,scope2_location,2021-04-01,2021-06-30,1416958.12,kWh,0.165,233798.09,7310,4,scope2_location_electricity_grid,GB,submitted,synthetic_utility_invoice,2021
BILL-00001604,SITE-00027,ENT-UK-005,DATA_CENTRE-GB-027,data_centre,GB,GB,diesel_fleet,scope1,2021-04-01,2021-06-30,679.44,litres,1.3,883.27,7310,4,scope1_diesel_combustion,GB,submitted,synthetic_utility_invoice,2021
BILL-00001605,SITE-00027,ENT-UK-005,DATA_CENTRE-GB-027,data_centre,GB,GB,electricity,scope2_location,2021-07-01,2021-09-30,1595386.36,kWh,0.165,263238.75,7310,4,scope2_location_electricity_grid,GB,submitted,synthetic_utility_invoice,2021
BILL-00001606,SITE-00027,ENT-UK-005,DATA_CENTRE-GB-027,data_centre,GB,GB,diesel_fleet,scope1,2021-07-01,2021-09-30,855.57,litres,1.3,1112.24,7310,4,scope1_diesel_combustion,GB,submitted,synthetic_utility_invoice,2021
BILL-00001607,SITE-00027,ENT-UK-005,DATA_CENTRE-GB-027,data_centre,GB,GB,electricity,scope2_location,2021-10-01,2021-12-31,1664433.53,kWh,0.165,274631.53,7310,4,scope2_location_electricity_grid,GB,submitted,synthetic_utility_invoice,2021
BILL-00001608,SITE-00027,ENT-UK-005,DATA_CENTRE-GB-027,data_centre,GB,GB,diesel_fleet,scope1,2021-10-01,2021-12-31,859.53,litres,1.3,1117.39,7310,4,scope1_diesel_combustion,GB,submitted,synthetic_utility_invoice,2021
BILL-00001609,SITE-00027,ENT-UK-005,DATA_CENTRE-GB-027,data_centre,GB,GB,electricity,scope2_location,2022-01-01,2022-03-31,1974937.41,kWh,0.26,513483.73,7310,4,scope2_location_electricity_grid,GB,submitted,synthetic_utility_invoice,2022
BILL-00001610,SITE-00027,ENT-UK-005,DATA_CENTRE-GB-027,data_centre,GB,GB,diesel_fleet,scope1,2022-01-01,2022-03-31,765.22,litres,1.75,1339.14,7310,4,scope1_diesel_combustion,GB,submitted,synthetic_utility_invoice,2022
