credit_id,entity_id,entity_legal_name,country_code,reporting_year,standard,project_type,credit_type,vintage_year,volume_tco2e,price_eur_per_tco2e,total_cost_eur,status,registry_serial,additionality_verified,permanence_rating,use_case,currency,data_source,created_from
CC-00001449,ENT-FR-002,Atlas Retail Bank France SA,FR,2024,CAR,forestry_REDD,avoidance_reduction,2021,1646.01,18.65,30702.63,purchased,CAR-2021-323484,True,medium,client_solution_inventory,EUR,synthetic_carbon_credit_registry,synthetic_carbon_credits_generation_v1
CC-00001450,ENT-FR-002,Atlas Retail Bank France SA,FR,2024,CDM,renewable_energy,avoidance_reduction,2021,919.44,8.7,8000.18,purchased,CDM-2021-898189,True,medium,operational_emissions_offset,EUR,synthetic_carbon_credit_registry,synthetic_carbon_credits_generation_v1
CC-00001451,ENT-FR-002,Atlas Retail Bank France SA,FR,2024,Gold_Standard,methane_capture,avoidance_reduction,2021,38.9,11.41,443.87,purchased,GOL-2021-372804,False,high,client_solution_inventory,EUR,synthetic_carbon_credit_registry,synthetic_carbon_credits_generation_v1
CC-00001452,ENT-FR-002,Atlas Retail Bank France SA,FR,2024,VCS,forestry_REDD,avoidance_reduction,2018,4842.7,11.5,55675.36,purchased,VCS-2018-550265,False,high,client_solution_inventory,EUR,synthetic_carbon_credit_registry,synthetic_carbon_credits_generation_v1
CC-00001453,ENT-FR-002,Atlas Retail Bank France SA,FR,2024,Gold_Standard,forestry_REDD,avoidance_reduction,2018,347.55,9.65,3353.81,purchased,GOL-2018-342887,True,medium,operational_emissions_offset,EUR,synthetic_carbon_credit_registry,synthetic_carbon_credits_generation_v1
CC-00001454,ENT-FR-002,Atlas Retail Bank France SA,FR,2024,CAR,forestry_REDD,avoidance_reduction,2022,501.23,19.89,9970.65,purchased,CAR-2022-437417,True,high,operational_emissions_offset,EUR,synthetic_carbon_credit_registry,synthetic_carbon_credits_generation_v1
CC-00001455,ENT-FR-002,Atlas Retail Bank France SA,FR,2024,CDM,forestry_REDD,avoidance_reduction,2023,820.97,13.95,11450.92,purchased,CDM-2023-333527,True,low,operational_emissions_offset,EUR,synthetic_carbon_credit_registry,synthetic_carbon_credits_generation_v1
CC-00001456,ENT-FR-002,Atlas Retail Bank France SA,FR,2024,CAR,methane_capture,avoidance_reduction,2023,588.3,19.34,11376.14,purchased,CAR-2023-544206,True,low,operational_emissions_offset,EUR,synthetic_carbon_credit_registry,synthetic_carbon_credits_generation_v1
CC-00001457,ENT-FR-002,Atlas Retail Bank France SA,FR,2024,VCS,renewable_energy,avoidance_reduction,2024,1037.04,11.23,11642.58,purchased,VCS-2024-700907,True,high,carbon_neutral_product,EUR,synthetic_carbon_credit_registry,synthetic_carbon_credits_generation_v1
CC-00001458,ENT-FR-002,Atlas Retail Bank France SA,FR,2024,VCS,forestry_REDD,carbon_removal,2023,1778.09,25.92,46085.25,purchased,VCS-2023-511311,True,medium,operational_emissions_offset,EUR,synthetic_carbon_credit_registry,synthetic_carbon_credits_generation_v1
CC-00001459,ENT-FR-002,Atlas Retail Bank France SA,FR,2024,Gold_Standard,methane_capture,avoidance_reduction,2020,482.8,12.53,6048.98,purchased,GOL-2020-203144,False,high,operational_emissions_offset,EUR,synthetic_carbon_credit_registry,synthetic_carbon_credits_generation_v1
CC-00001460,ENT-FR-002,Atlas Retail Bank France SA,FR,2024,CAR,blue_carbon,avoidance_reduction,2021,362.3,18.45,6685.22,purchased,CAR-2021-892406,True,high,operational_emissions_offset,EUR,synthetic_carbon_credit_registry,synthetic_carbon_credits_generation_v1
CC-00001461,ENT-FR-002,Atlas Retail Bank France SA,FR,2024,VCS,forestry_REDD,avoidance_reduction,2021,292.32,20.25,5918.18,purchased,VCS-2021-727055,True,high,operational_emissions_offset,EUR,synthetic_carbon_credit_registry,synthetic_carbon_credits_generation_v1
CC-00001462,ENT-FR-002,Atlas Retail Bank France SA,FR,2024,Gold_Standard,forestry_REDD,avoidance_reduction,2024,1147.76,14.04,16110.87,purchased,GOL-2024-669637,True,high,carbon_neutral_product,EUR,synthetic_carbon_credit_registry,synthetic_carbon_credits_generation_v1
CC-00001463,ENT-FR-002,Atlas Retail Bank France SA,FR,2024,CDM,forestry_REDD,avoidance_reduction,2024,822.27,21.3,17510.23,purchased,CDM-2024-953173,True,medium,operational_emissions_offset,EUR,synthetic_carbon_credit_registry,synthetic_carbon_credits_generation_v1
CC-00001464,ENT-FR-002,Atlas Retail Bank France SA,FR,2024,Gold_Standard,blue_carbon,avoidance_reduction,2019,778.58,20.33,15830.03,purchased,GOL-2019-975790,False,medium,client_solution_inventory,EUR,synthetic_carbon_credit_registry,synthetic_carbon_credits_generation_v1
CC-00001465,ENT-FR-002,Atlas Retail Bank France SA,FR,2024,CDM,renewable_energy,avoidance_reduction,2019,400.57,11.79,4722.58,purchased,CDM-2019-274844,True,high,operational_emissions_offset,EUR,synthetic_carbon_credit_registry,synthetic_carbon_credits_generation_v1
CC-00001466,ENT-FR-002,Atlas Retail Bank France SA,FR,2024,VCS,methane_capture,carbon_removal,2024,595.01,24.88,14803.43,purchased,VCS-2024-969686,True,low,operational_emissions_offset,EUR,synthetic_carbon_credit_registry,synthetic_carbon_credits_generation_v1
CC-00001467,ENT-FR-002,Atlas Retail Bank France SA,FR,2024,Gold_Standard,renewable_energy,avoidance_reduction,2021,580.96,18.67,10846.39,purchased,GOL-2021-713324,True,high,operational_emissions_offset,EUR,synthetic_carbon_credit_registry,synthetic_carbon_credits_generation_v1
CC-00001468,ENT-FR-002,Atlas Retail Bank France SA,FR,2024,Gold_Standard,methane_capture,avoidance_reduction,2018,634.38,18.67,11846.07,purchased,GOL-2018-276865,False,medium,operational_emissions_offset,EUR,synthetic_carbon_credit_registry,synthetic_carbon_credits_generation_v1
CC-00001469,ENT-FR-002,Atlas Retail Bank France SA,FR,2024,CAR,forestry_REDD,avoidance_reduction,2023,541.57,14.35,7773.88,purchased,CAR-2023-558972,True,high,operational_emissions_offset,EUR,synthetic_carbon_credit_registry,synthetic_carbon_credits_generation_v1
CC-00001470,ENT-FR-002,Atlas Retail Bank France SA,FR,2024,VCS,forestry_REDD,carbon_removal,2018,153.45,14.89,2285.32,purchased,VCS-2018-731145,True,high,operational_emissions_offset,EUR,synthetic_carbon_credit_registry,synthetic_carbon_credits_generation_v1
CC-00001471,ENT-FR-002,Atlas Retail Bank France SA,FR,2024,Gold_Standard,cookstoves,carbon_removal,2020,8863.5,26.93,238651.26,purchased,GOL-2020-804831,True,low,carbon_neutral_product,EUR,synthetic_carbon_credit_registry,synthetic_carbon_credits_generation_v1
CC-00001472,ENT-FR-002,Atlas Retail Bank France SA,FR,2024,VCS,cookstoves,avoidance_reduction,2020,185.0,13.93,2577.25,purchased,VCS-2020-291725,True,high,operational_emissions_offset,EUR,synthetic_carbon_credit_registry,synthetic_carbon_credits_generation_v1
CC-00001473,ENT-FR-002,Atlas Retail Bank France SA,FR,2024,Gold_Standard,blue_carbon,avoidance_reduction,2023,351.18,12.38,4346.84,purchased,GOL-2023-316803,True,medium,operational_emissions_offset,EUR,synthetic_carbon_credit_registry,synthetic_carbon_credits_generation_v1
CC-00001474,ENT-FR-002,Atlas Retail Bank France SA,FR,2024,VCS,forestry_REDD,avoidance_reduction,2020,390.4,11.12,4339.44,purchased,VCS-2020-942226,True,medium,client_solution_inventory,EUR,synthetic_carbon_credit_registry,synthetic_carbon_credits_generation_v1
CC-00001475,ENT-FR-002,Atlas Retail Bank France SA,FR,2024,Gold_Standard,renewable_energy,avoidance_reduction,2022,702.83,14.1,9906.65,purchased,GOL-2022-121878,True,medium,operational_emissions_offset,EUR,synthetic_carbon_credit_registry,synthetic_carbon_credits_generation_v1
CC-00001476,ENT-FR-002,Atlas Retail Bank France SA,FR,2024,CAR,methane_capture,carbon_removal,2021,7634.0,13.89,106017.74,purchased,CAR-2021-795998,False,high,operational_emissions_offset,EUR,synthetic_carbon_credit_registry,synthetic_carbon_credits_generation_v1
CC-00001477,ENT-FR-002,Atlas Retail Bank France SA,FR,2024,VCS,forestry_REDD,avoidance_reduction,2019,70.06,17.33,1214.14,purchased,VCS-2019-519616,True,high,operational_emissions_offset,EUR,synthetic_carbon_credit_registry,synthetic_carbon_credits_generation_v1
CC-00001478,ENT-FR-002,Atlas Retail Bank France SA,FR,2024,VCS,forestry_REDD,avoidance_reduction,2024,2554.39,18.13,46309.16,purchased,VCS-2024-823499,True,high,operational_emissions_offset,EUR,synthetic_carbon_credit_registry,synthetic_carbon_credits_generation_v1
CC-00001479,ENT-FR-002,Atlas Retail Bank France SA,FR,2024,CDM,renewable_energy,avoidance_reduction,2019,517.45,18.83,9743.83,purchased,CDM-2019-582974,False,medium,operational_emissions_offset,EUR,synthetic_carbon_credit_registry,synthetic_carbon_credits_generation_v1
CC-00001480,ENT-FR-002,Atlas Retail Bank France SA,FR,2024,Gold_Standard,blue_carbon,avoidance_reduction,2019,2674.49,21.08,56387.9,purchased,GOL-2019-260196,True,high,carbon_neutral_product,EUR,synthetic_carbon_credit_registry,synthetic_carbon_credits_generation_v1
CC-00001481,ENT-FR-002,Atlas Retail Bank France SA,FR,2024,CDM,renewable_energy,avoidance_reduction,2024,821.06,9.96,8176.18,purchased,CDM-2024-371254,True,high,operational_emissions_offset,EUR,synthetic_carbon_credit_registry,synthetic_carbon_credits_generation_v1
CC-00001482,ENT-FR-002,Atlas Retail Bank France SA,FR,2024,CDM,renewable_energy,avoidance_reduction,2018,489.87,20.08,9836.64,purchased,CDM-2018-953427,True,high,carbon_neutral_product,EUR,synthetic_carbon_credit_registry,synthetic_carbon_credits_generation_v1
CC-00001483,ENT-FR-002,Atlas Retail Bank France SA,FR,2024,VCS,renewable_energy,avoidance_reduction,2023,581.88,18.91,11002.45,purchased,VCS-2023-612130,True,high,operational_emissions_offset,EUR,synthetic_carbon_credit_registry,synthetic_carbon_credits_generation_v1
CC-00001484,ENT-FR-002,Atlas Retail Bank France SA,FR,2024,VCS,renewable_energy,avoidance_reduction,2020,1821.09,11.15,20313.74,purchased,VCS-2020-709830,True,high,operational_emissions_offset,EUR,synthetic_carbon_credit_registry,synthetic_carbon_credits_generation_v1
CC-00001485,ENT-FR-002,Atlas Retail Bank France SA,FR,2024,VCS,methane_capture,avoidance_reduction,2024,1313.31,16.22,21308.34,purchased,VCS-2024-213930,True,medium,carbon_neutral_product,EUR,synthetic_carbon_credit_registry,synthetic_carbon_credits_generation_v1
CC-00001486,ENT-FR-002,Atlas Retail Bank France SA,FR,2024,CAR,renewable_energy,avoidance_reduction,2023,640.12,13.6,8708.23,purchased,CAR-2023-337675,True,high,operational_emissions_offset,EUR,synthetic_carbon_credit_registry,synthetic_carbon_credits_generation_v1
CC-00001487,ENT-FR-002,Atlas Retail Bank France SA,FR,2024,VCS,blue_carbon,avoidance_reduction,2019,200.1,13.7,2740.95,purchased,VCS-2019-800086,True,high,operational_emissions_offset,EUR,synthetic_carbon_credit_registry,synthetic_carbon_credits_generation_v1
CC-00001488,ENT-FR-002,Atlas Retail Bank France SA,FR,2024,VCS,forestry_REDD,avoidance_reduction,2024,259.51,15.88,4120.4,purchased,VCS-2024-846272,True,high,carbon_neutral_product,EUR,synthetic_carbon_credit_registry,synthetic_carbon_credits_generation_v1
CC-00001489,ENT-FR-002,Atlas Retail Bank France SA,FR,2024,Gold_Standard,methane_capture,avoidance_reduction,2019,108.77,13.27,1443.23,purchased,GOL-2019-836661,True,medium,operational_emissions_offset,EUR,synthetic_carbon_credit_registry,synthetic_carbon_credits_generation_v1
CC-00001490,ENT-FR-002,Atlas Retail Bank France SA,FR,2024,CDM,renewable_energy,avoidance_reduction,2018,157.76,16.45,2595.23,purchased,CDM-2018-474400,True,medium,operational_emissions_offset,EUR,synthetic_carbon_credit_registry,synthetic_carbon_credits_generation_v1
CC-00001491,ENT-FR-002,Atlas Retail Bank France SA,FR,2024,Gold_Standard,forestry_REDD,carbon_removal,2021,71.14,24.42,1737.33,purchased,GOL-2021-195347,True,high,operational_emissions_offset,EUR,synthetic_carbon_credit_registry,synthetic_carbon_credits_generation_v1
CC-00001492,ENT-FR-002,Atlas Retail Bank France SA,FR,2024,CAR,renewable_energy,avoidance_reduction,2019,305.02,11.87,3621.06,purchased,CAR-2019-772907,False,high,client_solution_inventory,EUR,synthetic_carbon_credit_registry,synthetic_carbon_credits_generation_v1
CC-00001493,ENT-FR-002,Atlas Retail Bank France SA,FR,2024,Gold_Standard,forestry_REDD,avoidance_reduction,2022,55.08,12.32,678.63,purchased,GOL-2022-823308,True,high,operational_emissions_offset,EUR,synthetic_carbon_credit_registry,synthetic_carbon_credits_generation_v1
CC-00001494,ENT-FR-002,Atlas Retail Bank France SA,FR,2024,CDM,forestry_REDD,carbon_removal,2023,193.58,23.08,4468.78,purchased,CDM-2023-934583,False,low,carbon_neutral_product,EUR,synthetic_carbon_credit_registry,synthetic_carbon_credits_generation_v1
CC-00001495,ENT-FR-002,Atlas Retail Bank France SA,FR,2024,Gold_Standard,forestry_REDD,carbon_removal,2021,265.1,27.24,7220.15,purchased,GOL-2021-438799,True,high,operational_emissions_offset,EUR,synthetic_carbon_credit_registry,synthetic_carbon_credits_generation_v1
CC-00001496,ENT-FR-002,Atlas Retail Bank France SA,FR,2024,CDM,renewable_energy,avoidance_reduction,2020,883.91,15.54,13735.36,purchased,CDM-2020-963217,True,high,client_solution_inventory,EUR,synthetic_carbon_credit_registry,synthetic_carbon_credits_generation_v1
CC-00001497,ENT-FR-002,Atlas Retail Bank France SA,FR,2024,CDM,forestry_REDD,avoidance_reduction,2020,259.53,16.84,4370.2,purchased,CDM-2020-348168,True,low,operational_emissions_offset,EUR,synthetic_carbon_credit_registry,synthetic_carbon_credits_generation_v1
CC-00001498,ENT-DE-003,Atlas Bank Deutschland AG,DE,2019,VCS,forestry_REDD,avoidance_reduction,2018,623.53,10.05,6265.45,purchased,VCS-2018-613634,True,high,client_solution_inventory,EUR,synthetic_carbon_credit_registry,synthetic_carbon_credits_generation_v1
CC-00001499,ENT-DE-003,Atlas Bank Deutschland AG,DE,2019,Gold_Standard,methane_capture,avoidance_reduction,2018,623.53,13.98,8717.84,retired,GOL-2018-195497,True,high,client_solution_inventory,EUR,synthetic_carbon_credit_registry,synthetic_carbon_credits_generation_v1
CC-00001500,ENT-DE-003,Atlas Bank Deutschland AG,DE,2019,VCS,forestry_REDD,carbon_removal,2015,1351.76,24.76,33474.49,purchased,VCS-2015-363579,True,high,operational_emissions_offset,EUR,synthetic_carbon_credit_registry,synthetic_carbon_credits_generation_v1
CC-00001501,ENT-DE-003,Atlas Bank Deutschland AG,DE,2019,CAR,forestry_REDD,avoidance_reduction,2018,47.88,15.69,751.37,purchased,CAR-2018-333113,True,medium,carbon_neutral_product,EUR,synthetic_carbon_credit_registry,synthetic_carbon_credits_generation_v1
CC-00001502,ENT-DE-003,Atlas Bank Deutschland AG,DE,2019,Gold_Standard,cookstoves,avoidance_reduction,2019,381.57,19.68,7508.69,purchased,GOL-2019-872076,True,high,operational_emissions_offset,EUR,synthetic_carbon_credit_registry,synthetic_carbon_credits_generation_v1
CC-00001503,ENT-DE-003,Atlas Bank Deutschland AG,DE,2019,Gold_Standard,cookstoves,avoidance_reduction,2015,445.17,18.16,8082.17,retired,GOL-2015-502839,True,medium,carbon_neutral_product,EUR,synthetic_carbon_credit_registry,synthetic_carbon_credits_generation_v1
CC-00001504,ENT-DE-003,Atlas Bank Deutschland AG,DE,2019,CDM,forestry_REDD,avoidance_reduction,2015,226.96,11.91,2702.77,retired,CDM-2015-175939,True,high,client_solution_inventory,EUR,synthetic_carbon_credit_registry,synthetic_carbon_credits_generation_v1
CC-00001505,ENT-DE-003,Atlas Bank Deutschland AG,DE,2019,VCS,methane_capture,avoidance_reduction,2016,57.1,15.73,898.17,purchased,VCS-2016-276188,True,high,operational_emissions_offset,EUR,synthetic_carbon_credit_registry,synthetic_carbon_credits_generation_v1
CC-00001506,ENT-DE-003,Atlas Bank Deutschland AG,DE,2019,CAR,methane_capture,avoidance_reduction,2017,203.64,20.62,4198.06,retired,CAR-2017-244327,True,low,operational_emissions_offset,EUR,synthetic_carbon_credit_registry,synthetic_carbon_credits_generation_v1
CC-00001507,ENT-DE-003,Atlas Bank Deutschland AG,DE,2019,Gold_Standard,renewable_energy,avoidance_reduction,2015,117.23,10.37,1215.15,purchased,GOL-2015-217163,True,high,operational_emissions_offset,EUR,synthetic_carbon_credit_registry,synthetic_carbon_credits_generation_v1
CC-00001508,ENT-DE-003,Atlas Bank Deutschland AG,DE,2019,VCS,renewable_energy,avoidance_reduction,2015,1259.06,8.45,10642.32,purchased,VCS-2015-614890,True,high,operational_emissions_offset,EUR,synthetic_carbon_credit_registry,synthetic_carbon_credits_generation_v1
CC-00001509,ENT-DE-003,Atlas Bank Deutschland AG,DE,2019,Gold_Standard,forestry_REDD,avoidance_reduction,2018,50.14,9.21,461.65,purchased,GOL-2018-147530,True,high,operational_emissions_offset,EUR,synthetic_carbon_credit_registry,synthetic_carbon_credits_generation_v1
CC-00001510,ENT-DE-003,Atlas Bank Deutschland AG,DE,2019,Gold_Standard,methane_capture,avoidance_reduction,2019,2023.54,20.86,42207.97,purchased,GOL-2019-585059,True,medium,client_solution_inventory,EUR,synthetic_carbon_credit_registry,synthetic_carbon_credits_generation_v1
CC-00001511,ENT-DE-003,Atlas Bank Deutschland AG,DE,2019,VCS,methane_capture,avoidance_reduction,2015,334.73,11.74,3928.12,purchased,VCS-2015-295614,True,medium,operational_emissions_offset,EUR,synthetic_carbon_credit_registry,synthetic_carbon_credits_generation_v1
CC-00001512,ENT-DE-003,Atlas Bank Deutschland AG,DE,2019,VCS,methane_capture,carbon_removal,2018,59.66,21.7,1294.4,purchased,VCS-2018-807073,True,low,carbon_neutral_product,EUR,synthetic_carbon_credit_registry,synthetic_carbon_credits_generation_v1
CC-00001513,ENT-DE-003,Atlas Bank Deutschland AG,DE,2019,VCS,renewable_energy,carbon_removal,2018,1341.87,28.6,38372.68,purchased,VCS-2018-708825,True,low,carbon_neutral_product,EUR,synthetic_carbon_credit_registry,synthetic_carbon_credits_generation_v1
CC-00001514,ENT-DE-003,Atlas Bank Deutschland AG,DE,2019,VCS,renewable_energy,avoidance_reduction,2017,9236.99,15.7,145039.64,purchased,VCS-2017-796022,True,high,operational_emissions_offset,EUR,synthetic_carbon_credit_registry,synthetic_carbon_credits_generation_v1
CC-00001515,ENT-DE-003,Atlas Bank Deutschland AG,DE,2019,VCS,methane_capture,avoidance_reduction,2019,347.83,9.63,3348.84,purchased,VCS-2019-579163,True,low,operational_emissions_offset,EUR,synthetic_carbon_credit_registry,synthetic_carbon_credits_generation_v1
CC-00001516,ENT-DE-003,Atlas Bank Deutschland AG,DE,2019,Gold_Standard,renewable_energy,avoidance_reduction,2016,690.35,12.02,8299.06,purchased,GOL-2016-460027,True,medium,carbon_neutral_product,EUR,synthetic_carbon_credit_registry,synthetic_carbon_credits_generation_v1
CC-00001517,ENT-DE-003,Atlas Bank Deutschland AG,DE,2019,VCS,renewable_energy,avoidance_reduction,2016,1499.21,13.62,20415.08,purchased,VCS-2016-385750,True,low,operational_emissions_offset,EUR,synthetic_carbon_credit_registry,synthetic_carbon_credits_generation_v1
CC-00001518,ENT-DE-003,Atlas Bank Deutschland AG,DE,2019,VCS,cookstoves,avoidance_reduction,2018,84.61,13.68,1157.42,purchased,VCS-2018-331038,True,high,client_solution_inventory,EUR,synthetic_carbon_credit_registry,synthetic_carbon_credits_generation_v1
CC-00001519,ENT-DE-003,Atlas Bank Deutschland AG,DE,2019,VCS,renewable_energy,avoidance_reduction,2019,664.45,16.69,11092.98,purchased,VCS-2019-935589,True,high,carbon_neutral_product,EUR,synthetic_carbon_credit_registry,synthetic_carbon_credits_generation_v1
CC-00001520,ENT-DE-003,Atlas Bank Deutschland AG,DE,2019,Gold_Standard,methane_capture,avoidance_reduction,2017,373.73,10.68,3991.28,purchased,GOL-2017-382969,True,medium,operational_emissions_offset,EUR,synthetic_carbon_credit_registry,synthetic_carbon_credits_generation_v1
CC-00001521,ENT-DE-003,Atlas Bank Deutschland AG,DE,2019,VCS,renewable_energy,avoidance_reduction,2018,1009.95,12.47,12592.81,purchased,VCS-2018-163892,False,high,carbon_neutral_product,EUR,synthetic_carbon_credit_registry,synthetic_carbon_credits_generation_v1
CC-00001522,ENT-DE-003,Atlas Bank Deutschland AG,DE,2019,VCS,methane_capture,avoidance_reduction,2018,768.4,15.02,11543.93,purchased,VCS-2018-543627,True,medium,client_solution_inventory,EUR,synthetic_carbon_credit_registry,synthetic_carbon_credits_generation_v1
CC-00001523,ENT-DE-003,Atlas Bank Deutschland AG,DE,2019,CAR,renewable_energy,carbon_removal,2019,891.24,26.02,23188.93,purchased,CAR-2019-214673,True,high,operational_emissions_offset,EUR,synthetic_carbon_credit_registry,synthetic_carbon_credits_generation_v1
CC-00001524,ENT-DE-003,Atlas Bank Deutschland AG,DE,2019,Gold_Standard,forestry_REDD,avoidance_reduction,2016,113.27,18.14,2054.96,purchased,GOL-2016-400710,True,high,operational_emissions_offset,EUR,synthetic_carbon_credit_registry,synthetic_carbon_credits_generation_v1
CC-00001525,ENT-DE-003,Atlas Bank Deutschland AG,DE,2019,VCS,forestry_REDD,avoidance_reduction,2018,865.97,16.46,14258.04,purchased,VCS-2018-556723,True,medium,operational_emissions_offset,EUR,synthetic_carbon_credit_registry,synthetic_carbon_credits_generation_v1
CC-00001526,ENT-DE-003,Atlas Bank Deutschland AG,DE,2019,CDM,forestry_REDD,avoidance_reduction,2018,29.28,11.95,349.81,purchased,CDM-2018-758717,True,medium,client_solution_inventory,EUR,synthetic_carbon_credit_registry,synthetic_carbon_credits_generation_v1
CC-00001527,ENT-DE-003,Atlas Bank Deutschland AG,DE,2019,Gold_Standard,renewable_energy,carbon_removal,2016,268.73,29.06,7809.01,purchased,GOL-2016-229849,True,high,operational_emissions_offset,EUR,synthetic_carbon_credit_registry,synthetic_carbon_credits_generation_v1
CC-00001528,ENT-DE-003,Atlas Bank Deutschland AG,DE,2019,VCS,cookstoves,avoidance_reduction,2017,750.17,13.14,9855.09,purchased,VCS-2017-455722,False,low,operational_emissions_offset,EUR,synthetic_carbon_credit_registry,synthetic_carbon_credits_generation_v1
CC-00001529,ENT-DE-003,Atlas Bank Deutschland AG,DE,2019,Gold_Standard,forestry_REDD,avoidance_reduction,2017,286.45,12.68,3633.5,purchased,GOL-2017-278875,True,high,operational_emissions_offset,EUR,synthetic_carbon_credit_registry,synthetic_carbon_credits_generation_v1
CC-00001530,ENT-DE-003,Atlas Bank Deutschland AG,DE,2019,VCS,renewable_energy,carbon_removal,2018,376.22,26.38,9924.02,purchased,VCS-2018-911518,False,low,client_solution_inventory,EUR,synthetic_carbon_credit_registry,synthetic_carbon_credits_generation_v1
CC-00001531,ENT-DE-003,Atlas Bank Deutschland AG,DE,2019,VCS,forestry_REDD,carbon_removal,2015,597.08,19.42,11596.78,purchased,VCS-2015-826440,True,high,carbon_neutral_product,EUR,synthetic_carbon_credit_registry,synthetic_carbon_credits_generation_v1
CC-00001532,ENT-DE-003,Atlas Bank Deutschland AG,DE,2019,VCS,renewable_energy,avoidance_reduction,2016,762.03,13.83,10542.17,purchased,VCS-2016-586557,True,high,carbon_neutral_product,EUR,synthetic_carbon_credit_registry,synthetic_carbon_credits_generation_v1
CC-00001533,ENT-DE-003,Atlas Bank Deutschland AG,DE,2019,Gold_Standard,cookstoves,avoidance_reduction,2017,246.68,15.82,3903.49,purchased,GOL-2017-594793,False,medium,operational_emissions_offset,EUR,synthetic_carbon_credit_registry,synthetic_carbon_credits_generation_v1
CC-00001534,ENT-DE-003,Atlas Bank Deutschland AG,DE,2019,VCS,blue_carbon,avoidance_reduction,2016,573.01,13.65,7823.28,purchased,VCS-2016-594498,True,medium,client_solution_inventory,EUR,synthetic_carbon_credit_registry,synthetic_carbon_credits_generation_v1
CC-00001535,ENT-DE-003,Atlas Bank Deutschland AG,DE,2019,VCS,renewable_energy,avoidance_reduction,2016,447.8,13.88,6214.56,purchased,VCS-2016-533936,True,medium,client_solution_inventory,EUR,synthetic_carbon_credit_registry,synthetic_carbon_credits_generation_v1
CC-00001536,ENT-DE-003,Atlas Bank Deutschland AG,DE,2019,CDM,renewable_energy,avoidance_reduction,2019,311.53,9.17,2856.07,purchased,CDM-2019-483598,True,high,client_solution_inventory,EUR,synthetic_carbon_credit_registry,synthetic_carbon_credits_generation_v1
CC-00001537,ENT-DE-003,Atlas Bank Deutschland AG,DE,2019,VCS,cookstoves,carbon_removal,2018,632.36,29.1,18402.14,purchased,VCS-2018-847758,True,high,operational_emissions_offset,EUR,synthetic_carbon_credit_registry,synthetic_carbon_credits_generation_v1
CC-00001538,ENT-DE-003,Atlas Bank Deutschland AG,DE,2019,CDM,forestry_REDD,carbon_removal,2019,1965.87,29.94,58866.56,purchased,CDM-2019-436458,True,low,operational_emissions_offset,EUR,synthetic_carbon_credit_registry,synthetic_carbon_credits_generation_v1
CC-00001539,ENT-DE-003,Atlas Bank Deutschland AG,DE,2019,VCS,forestry_REDD,carbon_removal,2017,220.72,18.45,4071.4,purchased,VCS-2017-380905,True,high,client_solution_inventory,EUR,synthetic_carbon_credit_registry,synthetic_carbon_credits_generation_v1
CC-00001540,ENT-DE-003,Atlas Bank Deutschland AG,DE,2019,Gold_Standard,blue_carbon,carbon_removal,2015,757.77,24.47,18544.49,purchased,GOL-2015-238659,True,medium,client_solution_inventory,EUR,synthetic_carbon_credit_registry,synthetic_carbon_credits_generation_v1
CC-00001541,ENT-DE-003,Atlas Bank Deutschland AG,DE,2019,VCS,forestry_REDD,carbon_removal,2016,416.64,26.97,11235.76,purchased,VCS-2016-398563,True,high,operational_emissions_offset,EUR,synthetic_carbon_credit_registry,synthetic_carbon_credits_generation_v1
CC-00001542,ENT-DE-003,Atlas Bank Deutschland AG,DE,2019,Gold_Standard,forestry_REDD,avoidance_reduction,2015,49.64,14.56,722.67,purchased,GOL-2015-343227,True,medium,operational_emissions_offset,EUR,synthetic_carbon_credit_registry,synthetic_carbon_credits_generation_v1
CC-00001543,ENT-DE-003,Atlas Bank Deutschland AG,DE,2019,Gold_Standard,cookstoves,carbon_removal,2017,270.25,31.6,8540.56,purchased,GOL-2017-453193,False,high,carbon_neutral_product,EUR,synthetic_carbon_credit_registry,synthetic_carbon_credits_generation_v1
CC-00001544,ENT-DE-003,Atlas Bank Deutschland AG,DE,2019,CAR,methane_capture,avoidance_reduction,2018,522.77,12.25,6403.05,purchased,CAR-2018-534150,True,medium,operational_emissions_offset,EUR,synthetic_carbon_credit_registry,synthetic_carbon_credits_generation_v1
CC-00001545,ENT-DE-003,Atlas Bank Deutschland AG,DE,2019,VCS,renewable_energy,avoidance_reduction,2016,66.45,15.29,1015.66,purchased,VCS-2016-924304,True,medium,operational_emissions_offset,EUR,synthetic_carbon_credit_registry,synthetic_carbon_credits_generation_v1
CC-00001546,ENT-DE-003,Atlas Bank Deutschland AG,DE,2019,VCS,forestry_REDD,avoidance_reduction,2018,95.61,17.46,1669.52,purchased,VCS-2018-700832,True,medium,operational_emissions_offset,EUR,synthetic_carbon_credit_registry,synthetic_carbon_credits_generation_v1
CC-00001547,ENT-DE-003,Atlas Bank Deutschland AG,DE,2019,VCS,cookstoves,carbon_removal,2019,101.16,28.73,2906.83,purchased,VCS-2019-413183,False,low,operational_emissions_offset,EUR,synthetic_carbon_credit_registry,synthetic_carbon_credits_generation_v1
CC-00001548,ENT-DE-003,Atlas Bank Deutschland AG,DE,2019,Gold_Standard,renewable_energy,carbon_removal,2016,181.09,29.07,5263.69,purchased,GOL-2016-213337,True,medium,operational_emissions_offset,EUR,synthetic_carbon_credit_registry,synthetic_carbon_credits_generation_v1
