requirement_id,standard,paragraph_id,page,report_section,official_section_heading,nearest_pdf_heading,clean_requirement_text,source_paragraph_text,clause_path,obligation_type,mandatory,evidence_tags,banking_relevance,paragraph_quality_score,requirement_quality_score
IFRS_S1_83_C01,IFRS S1,83,23,General Requirements,Errors,Errors,An entity shall correct material prior period errors by restating the comparative amounts for the prior period(s) disclosed unless it is impracticable to do so.,An entity shall correct material prior period errors by restating the comparative amounts for the prior period(s) disclosed unless it is impracticable to do so.,,mandatory,True,"[""materiality""]",general,1.0,1.0
IFRS_S1_86_C01,IFRS S1,86,23,General Requirements,Errors,Errors,"If an entity identifies a material error in its prior period sustainability-related financial disclosures, it shall apply paragraphs B55–B59.","If an entity identifies a material error in its prior period sustainability-related financial disclosures, it shall apply paragraphs B55–B59.",,mandatory,True,"[""materiality""]",general,1.0,1.0
IFRS_S1_B1_C01,IFRS S1,B1,26,General Requirements,Sustainability-related risks and opportunities (paragraphs 11–12),Sustainability-related risks and opportunities (paragraphs 11–12),"This Standard requires an entity to disclose information about all sustainability-related risks and opportunities that could reasonably be expected to affect the entity’s cash flows, its access to finance or cost of capital over the short, medium or long term (referred to as ‘sustainability-related risks and opportunities that could reasonably be expected to affect the entity’s prospects’) (see paragraph 3).","This Standard requires an entity to disclose information about all sustainability-related risks and opportunities that could reasonably be expected to affect the entity’s cash flows, its access to finance or cost of capital over the short, medium or long term (referred to as ‘sustainability-related risks and opportunities that could reasonably be expected to affect the entity’s prospects’) (see paragraph 3).",,mandatory,True,"[""financial_effects""]",medium,1.0,1.0
IFRS_S1_B7_C01,IFRS S1,B7,27,General Requirements,Identifying sustainability-related risks and opportunities,Identifying sustainability-related risks and opportunities,"In identifying the sustainability-related risks and opportunities that could reasonably be expected to affect its prospects, an entity shall apply the requirements on sources of guidance in paragraphs 54–55.","In identifying the sustainability-related risks and opportunities that could reasonably be expected to affect its prospects, an entity shall apply the requirements on sources of guidance in paragraphs 54–55.",,mandatory,True,"[""source_guidance""]",general,1.0,1.0
IFRS_S1_B13_C01,IFRS S1,B13,28,General Requirements,Materiality (paragraphs 17–19),Materiality (paragraphs 17–19),"Paragraph 17 requires an entity to disclose material information about the sustainability-related risks and opportunities that could reasonably be expected to affect the entity’s prospects. Materiality of information is judged in relation to whether omitting, misstating or obscuring that information could reasonably be expected to influence decisions of primary users of general purpose financial reports, which provide information about a specific reporting entity.","Paragraph 17 requires an entity to disclose material information about the sustainability-related risks and opportunities that could reasonably be expected to affect the entity’s prospects. Materiality of information is judged in relation to whether omitting, misstating or obscuring that information could reasonably be expected to influence decisions of primary users of general purpose financial reports, which provide information about a specific reporting entity.",,mandatory,True,"[""materiality""]",general,1.0,1.0
IFRS_S1_B20_C01,IFRS S1,B20,29,General Requirements,Materiality (paragraphs 17–19),Materiality (paragraphs 17–19),"To identify material information about a sustainability-related risk or opportunity, an entity shall apply, as the starting point, the requirements of the IFRS Sustainability Disclosure Standard that specifically applies to that sustainability-related risk or opportunity. In the absence of an IFRS Sustainability Disclosure Standard that specifically applies to a sustainability-related risk or opportunity, the entity shall apply the requirements on sources of guidance specified in paragraphs 57–58. Those sources specify information, including metrics, that may be relevant to a particular sustainability-related risk or opportunity, to a particular industry or in specified circumstances.","To identify material information about a sustainability-related risk or opportunity, an entity shall apply, as the starting point, the requirements of the IFRS Sustainability Disclosure Standard that specifically applies to that sustainability-related risk or opportunity. In the absence of an IFRS Sustainability Disclosure Standard that specifically applies to a sustainability-related risk or opportunity, the entity shall apply the requirements on sources of guidance specified in paragraphs 57–58. Those sources specify information, including metrics, that may be relevant to a particular sustainability-related risk or opportunity, to a particular industry or in specified circumstances.",,mandatory,True,"[""metrics"", ""materiality"", ""source_guidance""]",general,1.0,1.0
IFRS_S1_B21_C01,IFRS S1,B21,30,General Requirements,Materiality (paragraphs 17–19),Materiality (paragraphs 17–19),"An entity shall assess whether the information identified in applying paragraph B20, either individually or in combination with other information, is material in the context of the entity’s sustainability-related financial disclosures taken as a whole. In assessing whether information is material, an entity shall consider both quantitative and qualitative factors. For example, an entity might consider the magnitude and the nature of the effect of a sustainability-related risk or opportunity on the entity.","An entity shall assess whether the information identified in applying paragraph B20, either individually or in combination with other information, is material in the context of the entity’s sustainability-related financial disclosures taken as a whole. In assessing whether information is material, an entity shall consider both quantitative and qualitative factors. For example, an entity might consider the magnitude and the nature of the effect of a sustainability-related risk or opportunity on the entity.",,mandatory,True,"[""materiality""]",general,1.0,1.0
IFRS_S1_B22_C01,IFRS S1,B22,30,General Requirements,Materiality (paragraphs 17–19),Materiality (paragraphs 17–19),"In some cases, IFRS Sustainability Disclosure Standards require the disclosure of information about possible future events with uncertain outcomes. In judging whether information about such possible future events is material, an entity shall consider — (a) the potential effects of the events on the amount, timing and uncertainty of the entity’s future cash flows over the short, medium and long term (referred to as ‘the possible outcome’)","In some cases, IFRS Sustainability Disclosure Standards require the disclosure of information about possible future events with uncertain outcomes. In judging whether information about such possible future events is material, an entity shall consider: (a) the potential effects of the events on the amount, timing and uncertainty of the entity’s future cash flows over the short, medium and long term (referred to as ‘the possible outcome’); and (b) the range of possible outcomes and the likelihood of the possible outcomes within that range.",(a),mandatory,True,"[""financial_effects"", ""materiality""]",medium,1.0,1.0
IFRS_S1_B22_C02,IFRS S1,B22,30,General Requirements,Materiality (paragraphs 17–19),Materiality (paragraphs 17–19),"In some cases, IFRS Sustainability Disclosure Standards require the disclosure of information about possible future events with uncertain outcomes. In judging whether information about such possible future events is material, an entity shall consider — (b) the range of possible outcomes and the likelihood of the possible outcomes within that range.","In some cases, IFRS Sustainability Disclosure Standards require the disclosure of information about possible future events with uncertain outcomes. In judging whether information about such possible future events is material, an entity shall consider: (a) the potential effects of the events on the amount, timing and uncertainty of the entity’s future cash flows over the short, medium and long term (referred to as ‘the possible outcome’); and (b) the range of possible outcomes and the likelihood of the possible outcomes within that range.",(b),mandatory,True,"[""materiality""]",general,1.0,1.0
IFRS_S1_B23_C01,IFRS S1,B23,30,General Requirements,Materiality (paragraphs 17–19),Materiality (paragraphs 17–19),"When considering possible outcomes, an entity shall consider all pertinent facts and circumstances. Information about a possible future event is more likely to be judged as being material if the potential effects are significant and the event is likely to occur. However, an entity shall also consider whether information about low-probability and high-impact outcomes might be material either individually or in combination with information about other low-probability and high-impact outcomes. For example, an entity might be exposed to several sustainability-related risks, each of which could cause the same type of disruption—such as disruption to the entity’s supply chain. Information about an individual source of risk might not be material if disruption from that source is highly unlikely to occur. However, information about the aggregate risk—the risk of supply chain disruption from all sources —might be material.","When considering possible outcomes, an entity shall consider all pertinent facts and circumstances. Information about a possible future event is more likely to be judged as being material if the potential effects are significant and the event is likely to occur. However, an entity shall also consider whether information about low-probability and high-impact outcomes might be material either individually or in combination with information about other low-probability and high-impact outcomes. For example, an entity might be exposed to several sustainability-related risks, each of which could cause the same type of disruption—such as disruption to the entity’s supply chain. Information about an individual source of risk might not be material if disruption from that source is highly unlikely to occur. However, information about the aggregate risk—the risk of supply chain disruption from all sources —might be material.",,mandatory,True,"[""materiality""]",general,1.0,1.0
IFRS_S1_B26_C01,IFRS S1,B26,31,General Requirements,Materiality (paragraphs 17–19),Materiality (paragraphs 17–19),"An entity shall disclose additional information when compliance with the specifically applicable requirements in an IFRS Sustainability Disclosure Standard is insufficient to enable users of general purpose financial reports to understand the effects of sustainability-related risks and opportunities on the entity’s cash flows, its access to finance and cost of capital over the short, medium and long term.","An entity shall disclose additional information when compliance with the specifically applicable requirements in an IFRS Sustainability Disclosure Standard is insufficient to enable users of general purpose financial reports to understand the effects of sustainability-related risks and opportunities on the entity’s cash flows, its access to finance and cost of capital over the short, medium and long term.",,mandatory,True,"[""financial_effects"", ""materiality""]",medium,1.0,1.0
IFRS_S1_B27_C01,IFRS S1,B27,31,General Requirements,Materiality (paragraphs 17–19),Materiality (paragraphs 17–19),An entity shall identify its sustainability-related financial disclosures clearly and distinguish them from other information provided by the entity (see paragraph 62). An entity shall not obscure material information. Information is obscured if it is communicated in a way that would have a similar effect for primary users to omitting or misstating that information. Examples of circumstances that might result in material information being obscured include — (a) material information is not clearly distinguished from additional information that is not material,"An entity shall identify its sustainability-related financial disclosures clearly and distinguish them from other information provided by the entity (see paragraph 62). An entity shall not obscure material information. Information is obscured if it is communicated in a way that would have a similar effect for primary users to omitting or misstating that information. Examples of circumstances that might result in material information being obscured include: (a) material information is not clearly distinguished from additional information that is not material; (b) material information is disclosed in the sustainability-related financial disclosures, but the language used is vague or unclear; (c) material information about a sustainability-related risk or opportunity is scattered throughout the sustainability-related financial disclosures; (d) items of information that are dissimilar are inappropriately aggregated; (e) items of information that are similar are inappropriately disaggregated; and (f) the understandability of the sustainability-related financial disclosures is reduced as a result of material information being hidden by immaterial information to the extent that a primary user is unable to determine what information is material.",(a),prohibition,True,"[""materiality""]",general,1.0,1.0
IFRS_S1_B27_C02,IFRS S1,B27,31,General Requirements,Materiality (paragraphs 17–19),Materiality (paragraphs 17–19),"An entity shall identify its sustainability-related financial disclosures clearly and distinguish them from other information provided by the entity (see paragraph 62). An entity shall not obscure material information. Information is obscured if it is communicated in a way that would have a similar effect for primary users to omitting or misstating that information. Examples of circumstances that might result in material information being obscured include — (b) material information is disclosed in the sustainability-related financial disclosures, but the language used is vague or unclear","An entity shall identify its sustainability-related financial disclosures clearly and distinguish them from other information provided by the entity (see paragraph 62). An entity shall not obscure material information. Information is obscured if it is communicated in a way that would have a similar effect for primary users to omitting or misstating that information. Examples of circumstances that might result in material information being obscured include: (a) material information is not clearly distinguished from additional information that is not material; (b) material information is disclosed in the sustainability-related financial disclosures, but the language used is vague or unclear; (c) material information about a sustainability-related risk or opportunity is scattered throughout the sustainability-related financial disclosures; (d) items of information that are dissimilar are inappropriately aggregated; (e) items of information that are similar are inappropriately disaggregated; and (f) the understandability of the sustainability-related financial disclosures is reduced as a result of material information being hidden by immaterial information to the extent that a primary user is unable to determine what information is material.",(b),prohibition,True,"[""materiality""]",general,1.0,1.0
IFRS_S1_B27_C03,IFRS S1,B27,31,General Requirements,Materiality (paragraphs 17–19),Materiality (paragraphs 17–19),An entity shall identify its sustainability-related financial disclosures clearly and distinguish them from other information provided by the entity (see paragraph 62). An entity shall not obscure material information. Information is obscured if it is communicated in a way that would have a similar effect for primary users to omitting or misstating that information. Examples of circumstances that might result in material information being obscured include — (c) material information about a sustainability-related risk or opportunity is scattered throughout the sustainability-related financial disclosures,"An entity shall identify its sustainability-related financial disclosures clearly and distinguish them from other information provided by the entity (see paragraph 62). An entity shall not obscure material information. Information is obscured if it is communicated in a way that would have a similar effect for primary users to omitting or misstating that information. Examples of circumstances that might result in material information being obscured include: (a) material information is not clearly distinguished from additional information that is not material; (b) material information is disclosed in the sustainability-related financial disclosures, but the language used is vague or unclear; (c) material information about a sustainability-related risk or opportunity is scattered throughout the sustainability-related financial disclosures; (d) items of information that are dissimilar are inappropriately aggregated; (e) items of information that are similar are inappropriately disaggregated; and (f) the understandability of the sustainability-related financial disclosures is reduced as a result of material information being hidden by immaterial information to the extent that a primary user is unable to determine what information is material.",(c),prohibition,True,"[""materiality""]",general,1.0,1.0
IFRS_S1_B27_C04,IFRS S1,B27,31,General Requirements,Materiality (paragraphs 17–19),Materiality (paragraphs 17–19),An entity shall identify its sustainability-related financial disclosures clearly and distinguish them from other information provided by the entity (see paragraph 62). An entity shall not obscure material information. Information is obscured if it is communicated in a way that would have a similar effect for primary users to omitting or misstating that information. Examples of circumstances that might result in material information being obscured include — (d) items of information that are dissimilar are inappropriately aggregated,"An entity shall identify its sustainability-related financial disclosures clearly and distinguish them from other information provided by the entity (see paragraph 62). An entity shall not obscure material information. Information is obscured if it is communicated in a way that would have a similar effect for primary users to omitting or misstating that information. Examples of circumstances that might result in material information being obscured include: (a) material information is not clearly distinguished from additional information that is not material; (b) material information is disclosed in the sustainability-related financial disclosures, but the language used is vague or unclear; (c) material information about a sustainability-related risk or opportunity is scattered throughout the sustainability-related financial disclosures; (d) items of information that are dissimilar are inappropriately aggregated; (e) items of information that are similar are inappropriately disaggregated; and (f) the understandability of the sustainability-related financial disclosures is reduced as a result of material information being hidden by immaterial information to the extent that a primary user is unable to determine what information is material.",(d),prohibition,True,"[""materiality""]",general,1.0,1.0
IFRS_S1_B27_C05,IFRS S1,B27,31,General Requirements,Materiality (paragraphs 17–19),Materiality (paragraphs 17–19),An entity shall identify its sustainability-related financial disclosures clearly and distinguish them from other information provided by the entity (see paragraph 62). An entity shall not obscure material information. Information is obscured if it is communicated in a way that would have a similar effect for primary users to omitting or misstating that information. Examples of circumstances that might result in material information being obscured include — (e) items of information that are similar are inappropriately disaggregated,"An entity shall identify its sustainability-related financial disclosures clearly and distinguish them from other information provided by the entity (see paragraph 62). An entity shall not obscure material information. Information is obscured if it is communicated in a way that would have a similar effect for primary users to omitting or misstating that information. Examples of circumstances that might result in material information being obscured include: (a) material information is not clearly distinguished from additional information that is not material; (b) material information is disclosed in the sustainability-related financial disclosures, but the language used is vague or unclear; (c) material information about a sustainability-related risk or opportunity is scattered throughout the sustainability-related financial disclosures; (d) items of information that are dissimilar are inappropriately aggregated; (e) items of information that are similar are inappropriately disaggregated; and (f) the understandability of the sustainability-related financial disclosures is reduced as a result of material information being hidden by immaterial information to the extent that a primary user is unable to determine what information is material.",(e),prohibition,True,"[""materiality""]",general,1.0,1.0
IFRS_S1_B27_C06,IFRS S1,B27,31,General Requirements,Materiality (paragraphs 17–19),Materiality (paragraphs 17–19),An entity shall identify its sustainability-related financial disclosures clearly and distinguish them from other information provided by the entity (see paragraph 62). An entity shall not obscure material information. Information is obscured if it is communicated in a way that would have a similar effect for primary users to omitting or misstating that information. Examples of circumstances that might result in material information being obscured include — (f) the understandability of the sustainability-related financial disclosures is reduced as a result of material information being hidden by immaterial information to the extent that a primary user is unable to determine what information is material.,"An entity shall identify its sustainability-related financial disclosures clearly and distinguish them from other information provided by the entity (see paragraph 62). An entity shall not obscure material information. Information is obscured if it is communicated in a way that would have a similar effect for primary users to omitting or misstating that information. Examples of circumstances that might result in material information being obscured include: (a) material information is not clearly distinguished from additional information that is not material; (b) material information is disclosed in the sustainability-related financial disclosures, but the language used is vague or unclear; (c) material information about a sustainability-related risk or opportunity is scattered throughout the sustainability-related financial disclosures; (d) items of information that are dissimilar are inappropriately aggregated; (e) items of information that are similar are inappropriately disaggregated; and (f) the understandability of the sustainability-related financial disclosures is reduced as a result of material information being hidden by immaterial information to the extent that a primary user is unable to determine what information is material.",(f),prohibition,True,"[""materiality""]",general,1.0,1.0
IFRS_S1_B28_C01,IFRS S1,B28,31,General Requirements,Materiality (paragraphs 17–19),Materiality (paragraphs 17–19),"An entity shall reassess its materiality judgements at each reporting date to take account of changed circumstances and assumptions. Because of changes in the entity’s individual circumstances, or in the external environment, some types of information included in an entity’s sustainability-related financial disclosures for prior periods might no longer be material. Conversely, some types of information not previously disclosed might become material.","An entity shall reassess its materiality judgements at each reporting date to take account of changed circumstances and assumptions. Because of changes in the entity’s individual circumstances, or in the external environment, some types of information included in an entity’s sustainability-related financial disclosures for prior periods might no longer be material. Conversely, some types of information not previously disclosed might become material.",,mandatory,True,"[""materiality""]",general,1.0,1.0
IFRS_S1_B31_C01,IFRS S1,B31,32,General Requirements,Interaction with law or regulation,Interaction with law or regulation,"Law or regulation might specify requirements for an entity to disclose sustainability-related information in its general purpose financial reports. In such circumstances, the entity is permitted to include in its sustainability-related financial disclosures information to meet legal or regulatory requirements, even if that information is not material. However, such information shall not obscure material information.","Law or regulation might specify requirements for an entity to disclose sustainability-related information in its general purpose financial reports. In such circumstances, the entity is permitted to include in its sustainability-related financial disclosures information to meet legal or regulatory requirements, even if that information is not material. However, such information shall not obscure material information.",,prohibition,True,"[""materiality""]",general,1.0,1.0
IFRS_S1_B32_C01,IFRS S1,B32,32,General Requirements,Interaction with law or regulation,Interaction with law or regulation,"An entity shall disclose material sustainability-related financial information, even if law or regulation permits the entity not to disclose such information.","An entity shall disclose material sustainability-related financial information, even if law or regulation permits the entity not to disclose such information.",,mandatory,True,"[""materiality""]",general,1.0,1.0
IFRS_S1_B37_C01,IFRS S1,B37,33,General Requirements,Commercially sensitive information,Commercially sensitive information,An entity is prohibited from using the exemption specified in paragraph B34 in relation to a sustainability-related risk or as a basis for broad non-disclosure of sustainability-related financial information.,An entity is prohibited from using the exemption specified in paragraph B34 in relation to a sustainability-related risk or as a basis for broad non-disclosure of sustainability-related financial information.,,prohibition,True,[],general,1.0,1.0
IFRS_S1_B38_C01,IFRS S1,B38,33,General Requirements,Reporting entity (paragraph 20),Reporting entity (paragraph 20),"Paragraph 20 requires that sustainability-related financial disclosures shall be for the same reporting entity as the related financial statements. For example, consolidated financial statements prepared in accordance with IFRS Accounting Standards provide information about the parent and its subsidiaries as a single reporting entity. Consequently, that entity’s sustainability-related financial disclosures shall enable users of general purpose financial reports to understand the effects of the sustainability-related risks and opportunities on the cash flows, access to finance and cost of capital over the short, medium and long term for the parent and its subsidiaries.","Paragraph 20 requires that sustainability-related financial disclosures shall be for the same reporting entity as the related financial statements. For example, consolidated financial statements prepared in accordance with IFRS Accounting Standards provide information about the parent and its subsidiaries as a single reporting entity. Consequently, that entity’s sustainability-related financial disclosures shall enable users of general purpose financial reports to understand the effects of the sustainability-related risks and opportunities on the cash flows, access to finance and cost of capital over the short, medium and long term for the parent and its subsidiaries.",,mandatory,True,"[""financial_effects"", ""connected_information""]",medium,1.0,1.0
IFRS_S1_B39_C01,IFRS S1,B39,33,General Requirements,Connected information (paragraphs 21–24),Connected information (paragraphs 21–24),Paragraph 21 requires an entity to provide information in a manner that enables users of general purpose financial reports to understand connections both between the items to which the information relates and between disclosures provided by the entity in its general purpose financial reports.,Paragraph 21 requires an entity to provide information in a manner that enables users of general purpose financial reports to understand connections both between the items to which the information relates and between disclosures provided by the entity in its general purpose financial reports.,,mandatory,True,"[""connected_information""]",general,1.0,1.0
IFRS_S1_B41_C04,IFRS S1,B41,33,General Requirements,Connected information (paragraphs 21–24),Connected information (paragraphs 21–24),"Connected information includes — (b) connections between disclosures about various sustainability-related risks and opportunities. For example, if an entity integrates its oversight of sustainability-related risks and opportunities, the entity shall integrate the disclosures on governance instead of providing separate disclosures on governance for each sustainability-related risk and opportunity.","Connected information includes: (a) connections between various types of information about a particular sustainability-related risk or opportunity, such as: (i) between disclosures on governance, strategy and risk management; and (ii) between narrative information and quantitative information (including related metrics and targets and information in the related financial statements). (b) connections between disclosures about various sustainability-related risks and opportunities. For example, if an entity integrates its oversight of sustainability-related risks and opportunities, the entity shall integrate the disclosures on governance instead of providing separate disclosures on governance for each sustainability-related risk and opportunity.",(b),mandatory,True,"[""connected_information""]",general,1.0,1.0
IFRS_S1_B42_C01,IFRS S1,B42,34,General Requirements,Connected information (paragraphs 21–24),Connected information (paragraphs 21–24),"Drawing connections between disclosures involves, but is not limited to, providing necessary explanations and cross-references and using consistent data, assumptions, and units of measure. In providing connected information, an entity shall — (a) explain connections between disclosures in a clear and concise manner","Drawing connections between disclosures involves, but is not limited to, providing necessary explanations and cross-references and using consistent data, assumptions, and units of measure. In providing connected information, an entity shall: (a) explain connections between disclosures in a clear and concise manner; (b) avoid unnecessary duplication if IFRS Sustainability Disclosure Standards require the disclosure of common items of information; and (c) disclose information about significant differences between the data and assumptions used in preparing the entity’s sustainability-related financial disclosures and the data and assumptions used in preparing the related financial statements.",(a),mandatory,True,"[""connected_information""]",general,1.0,1.0
IFRS_S1_B42_C02,IFRS S1,B42,34,General Requirements,Connected information (paragraphs 21–24),Connected information (paragraphs 21–24),"Drawing connections between disclosures involves, but is not limited to, providing necessary explanations and cross-references and using consistent data, assumptions, and units of measure. In providing connected information, an entity shall — (b) avoid unnecessary duplication if IFRS Sustainability Disclosure Standards require the disclosure of common items of information","Drawing connections between disclosures involves, but is not limited to, providing necessary explanations and cross-references and using consistent data, assumptions, and units of measure. In providing connected information, an entity shall: (a) explain connections between disclosures in a clear and concise manner; (b) avoid unnecessary duplication if IFRS Sustainability Disclosure Standards require the disclosure of common items of information; and (c) disclose information about significant differences between the data and assumptions used in preparing the entity’s sustainability-related financial disclosures and the data and assumptions used in preparing the related financial statements.",(b),mandatory,True,"[""connected_information""]",general,1.0,1.0
IFRS_S1_B42_C03,IFRS S1,B42,34,General Requirements,Connected information (paragraphs 21–24),Connected information (paragraphs 21–24),"Drawing connections between disclosures involves, but is not limited to, providing necessary explanations and cross-references and using consistent data, assumptions, and units of measure. In providing connected information, an entity shall — (c) disclose information about significant differences between the data and assumptions used in preparing the entity’s sustainability-related financial disclosures and the data and assumptions used in preparing the related financial statements.","Drawing connections between disclosures involves, but is not limited to, providing necessary explanations and cross-references and using consistent data, assumptions, and units of measure. In providing connected information, an entity shall: (a) explain connections between disclosures in a clear and concise manner; (b) avoid unnecessary duplication if IFRS Sustainability Disclosure Standards require the disclosure of common items of information; and (c) disclose information about significant differences between the data and assumptions used in preparing the entity’s sustainability-related financial disclosures and the data and assumptions used in preparing the related financial statements.",(c),mandatory,True,"[""connected_information""]",general,1.0,1.0
IFRS_S1_B45_C01,IFRS S1,B45,35,General Requirements,Information included by cross-reference (paragraph 63),Information included by cross-reference (paragraph 63),"Information required by an IFRS Sustainability Disclosure Standard might be available in another report published by the entity. For example, the required information could be disclosed in the related financial statements. Material information can be included in an entity’s sustainability-related financial disclosures by cross-reference, provided that — (a) the cross-referenced information is available on the same terms and at the same time as the sustainability-related financial disclosures","Information required by an IFRS Sustainability Disclosure Standard might be available in another report published by the entity. For example, the required information could be disclosed in the related financial statements. Material information can be included in an entity’s sustainability-related financial disclosures by cross-reference, provided that: (a) the cross-referenced information is available on the same terms and at the same time as the sustainability-related financial disclosures; and (b) the complete set of sustainability-related financial disclosures is not made less understandable by including information by cross-reference.",(a),mandatory,True,"[""materiality"", ""connected_information""]",general,1.0,1.0
IFRS_S1_B45_C02,IFRS S1,B45,35,General Requirements,Information included by cross-reference (paragraph 63),Information included by cross-reference (paragraph 63),"Information required by an IFRS Sustainability Disclosure Standard might be available in another report published by the entity. For example, the required information could be disclosed in the related financial statements. Material information can be included in an entity’s sustainability-related financial disclosures by cross-reference, provided that — (b) the complete set of sustainability-related financial disclosures is not made less understandable by including information by cross-reference.","Information required by an IFRS Sustainability Disclosure Standard might be available in another report published by the entity. For example, the required information could be disclosed in the related financial statements. Material information can be included in an entity’s sustainability-related financial disclosures by cross-reference, provided that: (a) the cross-referenced information is available on the same terms and at the same time as the sustainability-related financial disclosures; and (b) the complete set of sustainability-related financial disclosures is not made less understandable by including information by cross-reference.",(b),mandatory,True,"[""materiality"", ""connected_information""]",general,1.0,1.0
IFRS_S1_B46_C01,IFRS S1,B46,35,General Requirements,Information included by cross-reference (paragraph 63),Information included by cross-reference (paragraph 63),"Information included by cross-reference becomes part of the complete set of sustainability-related financial disclosures and shall comply with the requirements of IFRS Sustainability Disclosure Standards. For example, it needs to be relevant, representationally faithful, comparable, verifiable, timely and understandable. The body(s) or individual(s) that authorises the general purpose financial reports takes the same responsibility for the information included by cross-reference as it does for the information included directly.","Information included by cross-reference becomes part of the complete set of sustainability-related financial disclosures and shall comply with the requirements of IFRS Sustainability Disclosure Standards. For example, it needs to be relevant, representationally faithful, comparable, verifiable, timely and understandable. The body(s) or individual(s) that authorises the general purpose financial reports takes the same responsibility for the information included by cross-reference as it does for the information included directly.",,mandatory,True,"[""connected_information""]",general,1.0,1.0
IFRS_S1_B47_C01,IFRS S1,B47,35,General Requirements,Information included by cross-reference (paragraph 63),Information included by cross-reference (paragraph 63),If information required by an IFRS Sustainability Disclosure Standard is included by cross-reference — (a) the sustainability-related financial disclosures shall clearly identify the report within which that information is located and explain how to access that report,If information required by an IFRS Sustainability Disclosure Standard is included by cross-reference: (a) the sustainability-related financial disclosures shall clearly identify the report within which that information is located and explain how to access that report; and (b) the cross-reference shall be to a precisely specified part of that report.,(a),mandatory,True,"[""connected_information""]",general,1.0,1.0
IFRS_S1_B47_C02,IFRS S1,B47,35,General Requirements,Information included by cross-reference (paragraph 63),Information included by cross-reference (paragraph 63),If information required by an IFRS Sustainability Disclosure Standard is included by cross-reference — (b) the cross-reference shall be to a precisely specified part of that report.,If information required by an IFRS Sustainability Disclosure Standard is included by cross-reference: (a) the sustainability-related financial disclosures shall clearly identify the report within which that information is located and explain how to access that report; and (b) the cross-reference shall be to a precisely specified part of that report.,(b),mandatory,True,"[""connected_information""]",general,1.0,1.0
IFRS_S1_B55_C01,IFRS S1,B55,37,General Requirements,Errors,Errors,Paragraph 83 requires an entity to correct material prior period errors.,Paragraph 83 requires an entity to correct material prior period errors.,,mandatory,True,"[""materiality""]",general,1.0,1.0
IFRS_S1_B58_C01,IFRS S1,B58,37,General Requirements,Errors,Errors,"If an entity identifies a material error in its prior period(s) sustainability-related financial disclosures, it shall disclose — (a) the nature of the prior period error","If an entity identifies a material error in its prior period(s) sustainability-related financial disclosures, it shall disclose: (a) the nature of the prior period error; (b) the correction, to the extent practicable, for each prior period disclosed; and (c) if correction of the error is impracticable, the circumstances that led to the existence of that condition and a description of how and from when the error has been corrected.",(a),mandatory,True,"[""materiality""]",general,1.0,1.0
IFRS_S1_B58_C02,IFRS S1,B58,37,General Requirements,Errors,Errors,"If an entity identifies a material error in its prior period(s) sustainability-related financial disclosures, it shall disclose — (b) the correction, to the extent practicable, for each prior period disclosed","If an entity identifies a material error in its prior period(s) sustainability-related financial disclosures, it shall disclose: (a) the nature of the prior period error; (b) the correction, to the extent practicable, for each prior period disclosed; and (c) if correction of the error is impracticable, the circumstances that led to the existence of that condition and a description of how and from when the error has been corrected.",(b),mandatory,True,"[""materiality""]",general,1.0,1.0
IFRS_S1_B58_C03,IFRS S1,B58,37,General Requirements,Errors,Errors,"If an entity identifies a material error in its prior period(s) sustainability-related financial disclosures, it shall disclose — (c) if correction of the error is impracticable, the circumstances that led to the existence of that condition and a description of how and from when the error has been corrected.","If an entity identifies a material error in its prior period(s) sustainability-related financial disclosures, it shall disclose: (a) the nature of the prior period error; (b) the correction, to the extent practicable, for each prior period disclosed; and (c) if correction of the error is impracticable, the circumstances that led to the existence of that condition and a description of how and from when the error has been corrected.",(c),mandatory,True,"[""materiality""]",general,1.0,1.0
IFRS_S1_B59_C01,IFRS S1,B59,37,General Requirements,Errors,Errors,"When it is impracticable to determine the effect of an error on all prior periods presented, the entity shall restate the comparative information to correct the error from the earliest date practicable.","When it is impracticable to determine the effect of an error on all prior periods presented, the entity shall restate the comparative information to correct the error from the earliest date practicable.",,mandatory,True,[],general,1.0,1.0
IFRS_S1_C1_C01,IFRS S1,C1,38,General Requirements,Sources of guidance,Sources of guidance,"This Standard requires (see paragraph 57) that in the absence of an IFRS Sustainability Disclosure Standard that specifically applies to a sustainability-related risk or opportunity, an entity shall apply judgement to identify information that — (a) is relevant to the decision-making of users of general purpose financial reports","This Standard requires (see paragraph 57) that in the absence of an IFRS Sustainability Disclosure Standard that specifically applies to a sustainability-related risk or opportunity, an entity shall apply judgement to identify information that: (a) is relevant to the decision-making of users of general purpose financial reports; and (b) faithfully represents that sustainability-related risk or opportunity.",(a),mandatory,True,"[""source_guidance""]",general,1.0,1.0
IFRS_S1_C1_C02,IFRS S1,C1,38,General Requirements,Sources of guidance,Sources of guidance,"This Standard requires (see paragraph 57) that in the absence of an IFRS Sustainability Disclosure Standard that specifically applies to a sustainability-related risk or opportunity, an entity shall apply judgement to identify information that — (b) faithfully represents that sustainability-related risk or opportunity.","This Standard requires (see paragraph 57) that in the absence of an IFRS Sustainability Disclosure Standard that specifically applies to a sustainability-related risk or opportunity, an entity shall apply judgement to identify information that: (a) is relevant to the decision-making of users of general purpose financial reports; and (b) faithfully represents that sustainability-related risk or opportunity.",(b),mandatory,True,"[""source_guidance""]",general,1.0,1.0
