vehicle_id,bank_id,vehicle_type,fuel_type,registration_year,emissions_g_co2_per_km,annual_km_2024,annual_fuel_consumption_l,annual_electricity_consumption_kwh,annual_km_2022,annual_km_2023,scope1_tco2e_2024,emission_factor_source,scope1_check,scope1_delta_pct,scope1_recalc,delta_pct,scope1_fuel_path,delta_fuel_path,scope1_tco2e_2024_clean,scope1_tco2e_2024_original
VEH0138,BANK01,van,petrol,2019,154,32377,1855.0,0.0,30962,31116,4.95285,manufacturer_declared,4.986058,0.6670199183403003,4.986058,0.0010095299628469,4.28505,15.583248736887548,4.95285,4.9528
VEH0139,BANK01,suv,hybrid,2018,88,28887,1454.4,0.0,30415,30104,3.883248,DEFRA_fleet_average,2.542056,52.75823978700704,2.542056,0.0012360939431409,3.897792,0.3743657947884438,3.883248,3.8832
VEH0140,BANK01,van,diesel,2020,176,16702,1155.7,0.0,15511,17539,3.085719,DEFRA_fleet_average,2.939552,4.971778012431832,2.939552,0.0006157435914052,0.0,,3.085719,3.0857
VEH0141,BANK01,suv,petrol,2019,186,22849,1585.4,0.0,21051,22993,4.233018,manufacturer_declared,4.249914,0.397984523922149,4.249914,0.0004252303331145,3.662274000000001,15.58392408651016,4.233018,4.233
VEH0142,BANK01,van,diesel,2019,139,22078,1154.6,0.0,21529,21688,3.082782,manufacturer_declared,3.068842,0.4548295415664976,3.068842,0.0005838847800796,0.0,,3.082782,3.0828
VEH0143,BANK01,compact,petrol,2019,174,15231,870.6,0.0,15161,15451,2.324502,WLTP,2.650194,12.289439942887196,2.650194,8.604000859692264e-05,2.011086,15.584316135660028,2.324502,2.3245
VEH0144,BANK01,van,petrol,2023,179,14563,1169.2,0.0,14260,14550,3.121764,manufacturer_declared,2.606777,19.757079335900222,2.606777,0.0011531808571882,2.7008520000000003,15.585748497140887,3.121764,3.1218
VEH0145,BANK01,executive,diesel,2023,139,13445,870.8,0.0,12386,13394,2.325036,manufacturer_declared,1.868855,24.407725585987155,1.868855,0.0015483870967614,0.0,,2.325036,2.325
VEH0146,BANK01,compact,diesel,2019,149,26604,1922.9,0.0,24652,25356,5.134143,NEDC,3.963996,29.51829416578625,3.963996,0.000837537250926,0.0,,5.134143,5.1341
VEH0147,BANK01,van,diesel,2019,172,27387,2030.4,0.0,25586,27271,5.421168,NEDC,4.710564,15.086006686248188,4.710564,0.0005902752158199,0.0,,5.421168,5.4212
VEH0148,BANK01,van,electric,2024,3,29601,0.0,5328.2,28384,28528,0.0,WLTP,0.088803,0.0033782642478328,0.088803,100.0,0.0,,0.0,0.0888
VEH0149,BANK01,compact,petrol,2022,179,9648,542.5,0.0,9395,9507,1.448475,DEFRA_fleet_average,1.726992,16.125841926308876,1.726992,0.0017259233689983,1.253175,15.586410517286092,1.448475,1.4485
VEH0150,BANK01,executive,diesel,2019,168,18112,1218.2,0.0,19235,19147,3.252594,NEDC,3.042816,6.894403079252902,3.042816,0.0001844678103655,0.0,,3.252594,3.2526
VEH0151,BANK01,suv,petrol,2022,176,18135,1203.1,0.0,18725,18679,3.212277,WLTP,3.19176,0.6435320951449984,3.19176,0.00071599788314,2.779161,15.585243172309903,3.212277,3.2123
VEH0152,BANK01,executive,diesel,2020,176,8537,541.4,0.0,7892,8117,1.445538,manufacturer_declared,1.502512,3.794445568487976,1.502512,0.002628848149428,0.0,,1.445538,1.4455
VEH0153,BANK01,suv,diesel,2021,166,23621,1540.4,0.0,23879,24220,4.112868,manufacturer_declared,3.921086,4.891859041092186,3.921086,0.0007780398259143,0.0,,4.112868,4.1129
VEH0154,BANK01,van,hybrid,2021,86,12677,1006.3,0.0,12284,12742,2.686821,DEFRA_fleet_average,1.090222,146.44521941402758,1.090222,0.0007815989281029,2.696884,0.3739130047862638,2.686821,2.6868
VEH0155,BANK01,compact,diesel,2022,149,31522,2610.1,0.0,30346,31772,6.968967,DEFRA_fleet_average,4.696778,48.37831381427864,4.696778,0.0004735256134333,0.0,,6.968967,6.969
VEH0156,BANK01,van,petrol,2021,143,30348,1732.1,0.0,32019,29165,4.624707,DEFRA_fleet_average,4.339764,6.565702651111906,4.339764,0.0001513611693751,4.001151,15.58424063475734,4.624707,4.6247
VEH0157,BANK01,compact,hybrid,2021,87,16238,1070.3,0.0,16948,16118,2.857701,manufacturer_declared,1.412706,102.28554278101744,1.412706,3.4993176335506806e-05,2.868404,0.3731691909507882,2.857701,2.8577
VEH0158,BANK01,compact,diesel,2018,168,31883,2291.6,0.0,32236,31395,6.118572,NEDC,5.356344,14.230900778590764,5.356344,0.0004576210244087,0.0,,6.118572,6.1186
VEH0159,BANK01,executive,electric,2021,4,34665,0.0,6239.7,34382,34793,0.0,WLTP,0.13866,0.0288475407471401,0.13866,100.0,0.0,,0.0,0.1387
VEH0160,BANK01,executive,hybrid,2019,96,23429,1426.2,0.0,23647,22510,3.807954,NEDC,2.249184,69.30584603127177,2.249184,0.0012079831932712,3.822216000000001,0.3719308380269632,3.807954,3.808
VEH0161,BANK01,executive,diesel,2020,178,16054,856.2,0.0,17044,15376,2.286054,NEDC,2.857612,19.999636059758995,2.857612,0.0020121604479142,0.0,,2.286054,2.2861
VEH0162,BANK01,sedan,electric,2019,4,34214,0.0,6158.5,32332,34926,0.0,WLTP,0.136856,0.0321505816332411,0.136856,100.0,0.0,,0.0,0.1369
VEH0163,BANK01,suv,petrol,2023,194,25702,1959.3,0.0,25668,24471,5.231331,NEDC,4.986188,4.915819459675403,4.986188,0.0005925869286772,4.525983,15.583730650336069,5.231331,5.2313
VEH0164,BANK01,compact,hybrid,2022,87,11974,953.7,0.0,11019,11732,2.546379,manufacturer_declared,1.041738,144.43766090898094,1.041738,0.0008246936852132,2.5559160000000003,0.3723127051123777,2.546379,2.5464
VEH0165,BANK01,suv,diesel,2021,138,29148,2583.2,0.0,30488,29034,6.897144,WLTP,4.022424,71.46626014562364,4.022424,0.000637949283031,0.0,,6.897144,6.8971
VEH0166,BANK01,sedan,petrol,2018,179,34445,2791.3,0.0,33728,32743,7.452771,WLTP,6.165655,20.87604642166972,6.165655,0.0003891155002094,6.447903,15.58486534304253,7.452771,7.4528
VEH0167,BANK01,compact,hybrid,2019,109,10515,566.0,0.0,10295,10224,1.51122,NEDC,1.146135,31.851832463017026,1.146135,0.0013234515616668,1.51688,0.3744528242181258,1.51122,1.5112
VEH0168,BANK01,suv,hybrid,2022,80,13022,702.9,0.0,13178,12796,1.876743,DEFRA_fleet_average,1.04176,80.14705882352942,1.04176,0.0022912559279594,1.883772,0.375416982522311,1.876743,1.8767
VEH0169,BANK01,compact,diesel,2023,145,34662,2786.6,0.0,32331,36699,7.440222,DEFRA_fleet_average,5.02599,48.03451658280258,5.02599,0.0002956909760545,0.0,,7.440222,7.4402
VEH0170,BANK01,executive,diesel,2019,130,27452,1460.0,0.0,27418,27775,3.8982,WLTP,3.56876,9.231217565765135,3.56876,0.0,0.0,,3.8982,3.8982
VEH0171,BANK01,compact,petrol,2021,147,27490,1580.5,0.0,27547,28021,4.219935,WLTP,4.04103,4.426346748230027,4.04103,0.0008294035403789,3.650955,15.583456931131726,4.219935,4.2199
VEH0172,BANK01,suv,hybrid,2018,99,8595,657.7,0.0,8243,8994,1.756059,NEDC,0.850905,106.38026571708946,0.850905,0.0023347189795545,1.762636,0.3708082667096381,1.756059,1.7561
VEH0173,BANK01,sedan,petrol,2018,165,30855,2405.6,0.0,28488,30978,6.422952,NEDC,5.091075,26.16195990041396,5.091075,0.0007473143390877,5.556935999999999,15.58527936978221,6.422952,6.423
VEH0174,BANK01,sedan,petrol,2021,180,32532,2116.2,0.0,30797,33058,5.650254,DEFRA_fleet_average,5.85576,3.508682049810792,5.85576,0.0008141160646217,4.888421999999999,15.5853565833719,5.650254,5.6503
VEH0175,BANK01,van,diesel,2022,141,17634,1049.9,0.0,18746,18683,2.803233,WLTP,2.486394,12.741584801121611,2.486394,0.0011772260274033,0.0,,2.803233,2.8032
VEH0176,BANK01,van,electric,2018,4,11726,0.0,2110.7,11084,11054,0.0,manufacturer_declared,0.046904,0.0085280573085536,0.046904,100.0,0.0,,0.0,0.0469
VEH0177,BANK01,sedan,diesel,2018,157,28277,1940.0,0.0,30316,29046,5.1798,WLTP,4.439489,16.675590366368745,4.439489,0.0,0.0,,5.1798,5.1798
VEH0178,BANK01,suv,petrol,2021,175,8353,464.6,0.0,8298,8414,1.240482,WLTP,1.461775,15.13741854936636,1.461775,0.0014510278113544,1.073226,15.586092770767754,1.240482,1.2405
VEH0179,BANK01,executive,electric,2019,0,9526,0.0,1714.7,9891,9892,0.0,NEDC,0.0,,0.0,,0.0,,0.0,0.0
VEH0180,BANK01,suv,petrol,2020,173,25868,1942.3,0.0,27925,26197,5.185941,WLTP,4.475164,15.881786678655793,4.475164,0.0007906052951177,4.486713,15.583501775130262,5.185941,5.1859
