emissions_id,counterparty_id,reporting_year,scope_1_tco2e,scope_2_location_tco2e,scope_2_market_tco2e,scope_3_tco2e,total_ghg_tco2e,pcaf_data_quality_score,data_source,verification_status,gwp_basis
EM000232,CP00078,2022,2021.3,735.0,709.7,4999.0,7755.3,4,estimated_economic,modeled,IPCC_AR6
EM000233,CP00078,2023,1990.9,724.0,598.7,4817.7,7532.6,4,estimated_economic,modeled,IPCC_AR6
EM000234,CP00078,2024,1961.0,713.1,630.5,5554.1,8228.2,5,estimated_economic,modeled,IPCC_AR6
EM000235,CP00079,2022,44044.6,16016.2,13438.5,78299.7,138360.5,3,estimated_physical,self_reported,IPCC_AR6
EM000236,CP00079,2023,42845.8,15580.3,11631.0,87765.9,146192.0,3,estimated_physical,self_reported,IPCC_AR6
EM000237,CP00079,2024,41679.5,15156.2,12995.0,102017.1,158852.8,3,estimated_physical,self_reported,IPCC_AR6
EM000238,CP00080,2022,531012.6,193095.5,143775.4,1621846.0,2345954.1,2,reported,self_reported,IPCC_AR6
EM000239,CP00080,2023,516739.4,187905.2,178972.4,985102.3,1689746.9,3,estimated_physical,self_reported,IPCC_AR6
EM000240,CP00080,2024,502849.8,182854.5,130616.3,1251368.8,1937073.1,2,reported,self_reported,IPCC_AR6
EM000241,CP00081,2022,13721.3,4989.6,3634.2,25750.7,44461.6,3,estimated_physical,self_reported,IPCC_AR6
EM000242,CP00081,2023,13191.0,4796.7,3722.3,35502.7,53490.4,3,estimated_physical,self_reported,IPCC_AR6
EM000243,CP00081,2024,12681.2,4611.4,3924.5,26548.4,43841.0,2,reported,self_reported,IPCC_AR6
EM000244,CP00082,2022,2376.4,864.1,706.7,4711.4,7951.9,3,estimated_physical,self_reported,IPCC_AR6
EM000245,CP00082,2023,2328.5,846.7,668.3,4286.4,7461.6,5,estimated_economic,modeled,IPCC_AR6
EM000246,CP00082,2024,2281.6,829.7,747.6,5893.4,9004.7,4,estimated_economic,modeled,IPCC_AR6
EM000247,CP00083,2022,133021.2,48371.4,36576.4,417938.9,599331.5,3,estimated_physical,self_reported,IPCC_AR6
EM000248,CP00083,2023,128758.2,46821.2,41259.6,256327.4,431906.8,3,estimated_physical,self_reported,IPCC_AR6
EM000249,CP00083,2024,124631.8,45320.6,38989.9,374123.9,544076.3,1,reported,third_party_verified,IPCC_AR6
EM000250,CP00084,2022,1644103.9,597855.9,542579.3,3240695.0,5482654.8,3,estimated_physical,self_reported,IPCC_AR6
EM000251,CP00084,2023,1584094.6,576034.4,507236.4,4748574.8,6908703.8,4,estimated_economic,modeled,IPCC_AR6
EM000252,CP00084,2024,1526275.7,555009.4,550667.3,3716468.2,5797753.3,3,estimated_physical,self_reported,IPCC_AR6
EM000253,CP00085,2022,3145.0,1143.7,904.4,8601.1,12889.8,4,estimated_economic,modeled,IPCC_AR6
EM000254,CP00085,2023,3082.8,1121.0,822.3,5864.7,10068.5,3,estimated_physical,self_reported,IPCC_AR6
EM000255,CP00085,2024,3021.8,1098.8,1052.3,5262.6,9383.2,5,estimated_economic,modeled,IPCC_AR6
EM000256,CP00086,2022,61879.8,22501.8,19977.5,165533.0,249914.6,3,estimated_physical,self_reported,IPCC_AR6
EM000257,CP00086,2023,60608.7,22039.5,17417.3,174653.2,257301.4,2,reported,self_reported,IPCC_AR6
EM000258,CP00086,2024,59363.8,21586.8,15252.0,142513.5,223464.1,3,estimated_physical,self_reported,IPCC_AR6
EM000259,CP00087,2022,10681.4,3884.2,3268.3,29405.1,43970.7,5,estimated_economic,modeled,IPCC_AR6
EM000260,CP00087,2023,10303.0,3746.5,2848.8,30748.5,44798.0,4,estimated_economic,modeled,IPCC_AR6
EM000261,CP00087,2024,9938.0,3613.8,2584.9,25409.4,38961.2,5,estimated_economic,modeled,IPCC_AR6
EM000262,CP00088,2022,184767.8,67188.3,64136.9,511506.2,763462.3,3,estimated_physical,self_reported,IPCC_AR6
EM000263,CP00088,2023,180871.5,65771.4,56977.2,507108.8,753751.7,2,reported,self_reported,IPCC_AR6
EM000264,CP00088,2024,177057.3,64384.5,54458.4,380038.2,621480.0,2,reported,self_reported,IPCC_AR6
EM000265,CP00089,2022,44157.1,16057.1,13590.3,120004.6,180218.8,4,estimated_economic,modeled,IPCC_AR6
EM000266,CP00089,2023,43200.8,15709.4,12985.4,119672.2,178582.4,3,estimated_physical,self_reported,IPCC_AR6
EM000267,CP00089,2024,42265.3,15369.2,14875.3,92279.6,149914.1,2,reported,self_reported,IPCC_AR6
EM000268,CP00090,2022,5075.4,1845.6,1483.9,24147.8,31068.8,4,estimated_economic,modeled,IPCC_AR6
EM000269,CP00090,2023,4944.4,1798.0,1414.0,26395.0,33137.4,2,reported,self_reported,IPCC_AR6
EM000270,CP00090,2024,4816.9,1751.6,1348.1,18744.0,25312.5,3,estimated_physical,self_reported,IPCC_AR6
