travel_id,bank_id,employee_id_hash,travel_date,mode,distance_km,emission_factor_kg_co2e_per_km,emissions_kg_co2e,purpose
TR000340,BANK01,EMP23659,2024-11-03,rail,922,0.041,37.8,training
TR000341,BANK01,EMP37617,2024-03-29,air_long,1970,0.15,295.5,training
TR000342,BANK01,EMP34292,2024-05-03,rail,941,0.041,38.6,conference
TR000343,BANK01,EMP01119,2024-05-23,car,713,0.171,121.9,training
TR000344,BANK01,EMP00893,2024-09-12,air_long,5537,0.15,830.5,conference
TR000345,BANK01,EMP29085,2024-03-15,car,168,0.171,28.7,client_meeting
TR000346,BANK01,EMP38507,2024-12-27,rail,564,0.041,23.1,audit
TR000347,BANK01,EMP24561,2024-12-10,air_short,695,0.255,177.2,conference
TR000348,BANK01,EMP05466,2024-06-08,rail,336,0.041,13.8,conference
TR000349,BANK01,EMP00468,2024-08-10,air_short,709,0.255,180.8,internal_meeting
TR000350,BANK01,EMP25411,2024-05-21,car,129,0.171,22.1,internal_meeting
TR000351,BANK01,EMP07666,2024-07-13,rail,564,0.041,23.1,client_meeting
TR000352,BANK01,EMP00512,2024-02-02,air_short,1425,0.255,363.4,conference
TR000353,BANK01,EMP30482,2024-05-08,air_short,1219,0.255,310.8,client_meeting
TR000354,BANK01,EMP36313,2024-02-07,air_short,525,0.255,133.9,audit
TR000355,BANK01,EMP28900,2024-04-29,car,472,0.171,80.7,training
TR000356,BANK01,EMP24189,2024-02-14,air_short,1154,0.255,294.3,conference
TR000357,BANK01,EMP07172,2024-05-02,rail,472,0.041,19.4,client_meeting
TR000358,BANK01,EMP31388,2024-02-20,air_short,680,0.255,173.4,client_meeting
TR000359,BANK01,EMP11045,2024-05-30,air_long,7582,0.15,1137.3,audit
TR000360,BANK01,EMP29085,2024-05-27,air_short,695,0.255,177.2,client_meeting
TR000361,BANK01,EMP05601,2024-09-12,rail,852,0.041,34.9,training
TR000362,BANK01,EMP40898,2024-11-12,air_short,563,0.255,143.6,conference
TR000363,BANK01,EMP20704,2024-09-26,rail,906,0.041,37.1,conference
TR000364,BANK01,EMP46806,2024-02-29,car,659,0.171,112.7,conference
TR000365,BANK01,EMP31284,2024-02-24,rail,610,0.041,25.0,training
TR000366,BANK01,EMP10649,2024-05-14,car,314,0.171,53.7,client_meeting
TR000367,BANK01,EMP27294,2024-08-13,air_short,1325,0.255,337.9,internal_meeting
TR000368,BANK01,EMP46790,2024-05-15,air_short,717,0.255,182.8,client_meeting
TR000369,BANK01,EMP39133,2024-06-13,rail,939,0.041,38.5,training
TR000370,BANK01,EMP23062,2024-08-31,car,605,0.171,103.5,client_meeting
TR000371,BANK01,EMP05949,2024-09-09,air_short,315,0.255,80.3,conference
TR000372,BANK01,EMP06834,2024-04-15,car,446,0.171,76.3,client_meeting
TR000373,BANK01,EMP14527,2024-02-16,air_short,557,0.255,142.0,audit
TR000374,BANK01,EMP16017,2024-06-11,rail,432,0.041,17.7,conference
TR000375,BANK01,EMP00801,2024-01-16,rail,964,0.041,39.5,client_meeting
TR000376,BANK01,EMP47370,2024-01-30,rail,365,0.041,15.0,conference
TR000377,BANK01,EMP08060,2024-08-03,rail,695,0.041,28.5,training
TR000378,BANK01,EMP16612,2024-08-30,air_short,653,0.255,166.5,training
TR000379,BANK01,EMP34615,2024-03-15,car,331,0.171,56.6,internal_meeting
TR000380,BANK01,EMP08277,2024-02-07,air_short,427,0.255,108.9,client_meeting
TR000381,BANK01,EMP14701,2024-09-22,air_long,3643,0.15,546.4,audit
TR000382,BANK01,EMP09753,2024-05-01,rail,792,0.041,32.5,training
TR000383,BANK01,EMP04236,2024-09-10,car,200,0.171,34.2,training
TR000384,BANK01,EMP28388,2024-05-18,air_long,3042,0.15,456.3,audit
TR000385,BANK01,EMP42309,2024-05-27,rail,169,0.041,6.9,client_meeting
TR000386,BANK01,EMP42065,2024-12-11,air_short,736,0.255,187.7,training
TR000387,BANK01,EMP00779,2024-09-11,rail,315,0.041,12.9,audit
TR000388,BANK01,EMP28065,2024-10-22,rail,1090,0.041,44.7,training
TR000389,BANK01,EMP34531,2024-04-26,air_long,1938,0.15,290.7,client_meeting
TR000390,BANK01,EMP18579,2024-09-07,air_short,960,0.255,244.8,training
TR000391,BANK01,EMP14608,2024-07-09,car,768,0.171,131.3,audit
TR000392,BANK01,EMP06146,2024-12-06,air_long,7718,0.15,1157.7,conference
TR000393,BANK01,EMP05014,2024-12-06,air_long,2779,0.15,416.8,conference
TR000394,BANK01,EMP36931,2024-04-19,rail,620,0.041,25.4,conference
TR000395,BANK01,EMP26073,2024-10-12,air_short,536,0.255,136.7,audit
TR000396,BANK01,EMP23493,2024-03-27,rail,136,0.041,5.6,audit
TR000397,BANK01,EMP37390,2024-03-19,air_short,1025,0.255,261.4,audit
TR000398,BANK01,EMP26098,2024-09-15,air_short,846,0.255,215.7,client_meeting
TR000399,BANK01,EMP05044,2024-08-06,air_long,7570,0.15,1135.5,client_meeting
TR000400,BANK01,EMP45220,2024-11-21,air_short,1009,0.255,257.3,conference
TR000401,BANK01,EMP34914,2024-12-01,air_short,1299,0.255,331.2,client_meeting
TR000402,BANK01,EMP43762,2024-03-01,air_long,2229,0.15,334.3,conference
TR000403,BANK01,EMP09734,2024-03-23,car,617,0.171,105.5,internal_meeting
TR000404,BANK01,EMP31854,2024-09-12,air_short,466,0.255,118.8,internal_meeting
TR000405,BANK01,EMP08080,2024-08-05,air_short,738,0.255,188.2,internal_meeting
TR000406,BANK01,EMP18303,2024-03-30,rail,288,0.041,11.8,conference
TR000407,BANK01,EMP20680,2024-11-29,rail,394,0.041,16.2,conference
TR000408,BANK01,EMP06635,2024-12-12,air_short,1303,0.255,332.3,training
TR000409,BANK01,EMP02274,2024-08-12,rail,617,0.041,25.3,audit
TR000410,BANK01,EMP42565,2024-09-17,air_short,1285,0.255,327.7,conference
TR000411,BANK01,EMP43419,2024-06-17,air_short,888,0.255,226.4,audit
TR000412,BANK01,EMP23865,2024-07-02,air_short,975,0.255,248.6,audit
TR000413,BANK01,EMP11937,2024-09-07,air_long,4738,0.15,710.7,internal_meeting
TR000414,BANK01,EMP34117,2024-11-16,air_long,5217,0.15,782.5,client_meeting
TR000415,BANK01,EMP15687,2024-06-13,air_long,2545,0.15,381.8,client_meeting
TR000416,BANK01,EMP07007,2024-01-16,air_short,450,0.255,114.8,conference
TR000417,BANK01,EMP17049,2024-07-26,air_short,1063,0.255,271.1,audit
TR000418,BANK01,EMP47953,2024-02-23,air_short,1375,0.255,350.6,internal_meeting
TR000419,BANK01,EMP02188,2024-10-12,air_short,558,0.255,142.3,conference
TR000420,BANK01,EMP31098,2024-01-31,rail,758,0.041,31.1,audit
TR000421,BANK01,EMP31460,2024-01-07,air_short,1497,0.255,381.7,audit
TR000422,BANK01,EMP13442,2024-09-02,car,581,0.171,99.4,audit
TR000423,BANK01,EMP12177,2024-03-12,air_short,761,0.255,194.1,conference
TR000424,BANK01,EMP04431,2024-07-09,rail,528,0.041,21.6,client_meeting
TR000425,BANK01,EMP46817,2024-11-02,rail,717,0.041,29.4,audit
TR000426,BANK01,EMP29116,2024-11-22,rail,106,0.041,4.3,training
TR000427,BANK01,EMP08081,2024-02-19,car,606,0.171,103.6,internal_meeting
TR000428,BANK01,EMP17471,2024-07-21,rail,612,0.041,25.1,internal_meeting
TR000429,BANK01,EMP28812,2024-09-06,air_short,1050,0.255,267.8,client_meeting
TR000430,BANK01,EMP33273,2024-09-22,air_short,776,0.255,197.9,internal_meeting
TR000431,BANK01,EMP08148,2024-09-18,car,733,0.171,125.3,client_meeting
TR000432,BANK01,EMP21104,2024-01-30,rail,575,0.041,23.6,internal_meeting
TR000433,BANK01,EMP38769,2024-10-10,rail,1107,0.041,45.4,internal_meeting
TR000434,BANK01,EMP30442,2024-02-05,car,274,0.171,46.9,training
TR000435,BANK01,EMP14180,2024-01-18,air_long,2321,0.15,348.1,conference
TR000436,BANK01,EMP32337,2024-02-01,rail,952,0.041,39.0,conference
TR000437,BANK01,EMP04528,2024-08-08,air_short,777,0.255,198.1,client_meeting
TR000438,BANK01,EMP38992,2024-05-05,car,76,0.171,13.0,conference
TR000439,BANK01,EMP44904,2024-01-30,air_short,533,0.255,135.9,internal_meeting
TR000440,BANK01,EMP31828,2024-10-19,air_long,5321,0.15,798.1,internal_meeting
TR000441,BANK01,EMP00955,2024-05-26,air_short,499,0.255,127.2,training
TR000442,BANK01,EMP25635,2024-04-03,air_long,5406,0.15,810.9,training
TR000443,BANK01,EMP36627,2024-05-18,air_long,2540,0.15,381.0,conference
TR000444,BANK01,EMP27827,2024-06-17,air_short,1037,0.255,264.4,internal_meeting
TR000445,BANK01,EMP28912,2024-11-15,rail,548,0.041,22.5,client_meeting
TR000446,BANK01,EMP22649,2024-09-01,air_short,1222,0.255,311.6,audit
TR000447,BANK01,EMP45569,2024-12-25,rail,579,0.041,23.7,training
TR000448,BANK01,EMP17240,2024-05-22,air_short,1400,0.255,357.0,training
TR000449,BANK01,EMP29312,2024-05-14,air_long,7595,0.15,1139.2,training
TR000450,BANK01,EMP41671,2024-07-04,car,106,0.171,18.1,client_meeting
TR000451,BANK01,EMP31743,2024-05-23,car,479,0.171,81.9,client_meeting
TR000452,BANK01,EMP25793,2024-11-26,rail,339,0.041,13.9,conference
TR000453,BANK01,EMP14686,2024-05-11,rail,149,0.041,6.1,client_meeting
TR000454,BANK01,EMP41293,2024-09-02,air_short,368,0.255,93.8,client_meeting
TR000455,BANK01,EMP23551,2024-06-07,rail,656,0.041,26.9,audit
TR000456,BANK01,EMP02452,2024-01-12,air_short,400,0.255,102.0,training
TR000457,BANK01,EMP40847,2024-08-24,rail,834,0.041,34.2,conference
TR000458,BANK01,EMP23004,2024-03-28,air_long,3922,0.15,588.3,training
TR000459,BANK01,EMP25973,2024-08-05,air_long,8833,0.15,1325.0,internal_meeting
TR000460,BANK01,EMP34757,2024-01-21,air_short,1164,0.255,296.8,conference
TR000461,BANK01,EMP11183,2024-12-07,rail,1138,0.041,46.7,client_meeting
TR000462,BANK01,EMP43115,2024-07-09,rail,462,0.041,18.9,client_meeting
TR000463,BANK01,EMP01475,2024-06-06,rail,775,0.041,31.8,internal_meeting
TR000464,BANK01,EMP16825,2024-02-06,air_short,344,0.255,87.7,conference
TR000465,BANK01,EMP43340,2024-07-17,rail,1091,0.041,44.7,internal_meeting
TR000466,BANK01,EMP14989,2024-03-21,car,757,0.171,129.4,internal_meeting
TR000467,BANK01,EMP10628,2024-07-04,air_short,1239,0.255,315.9,training
TR000468,BANK01,EMP19171,2024-05-22,car,310,0.171,53.0,conference
TR000469,BANK01,EMP11798,2024-05-08,rail,1134,0.041,46.5,training
TR000470,BANK01,EMP04412,2024-02-15,air_short,1410,0.255,359.6,internal_meeting
TR000471,BANK01,EMP46687,2024-10-31,car,554,0.171,94.7,internal_meeting
TR000472,BANK01,EMP06051,2024-05-16,rail,764,0.041,31.3,training
TR000473,BANK01,EMP37647,2024-12-04,car,55,0.171,9.4,training
TR000474,BANK01,EMP38014,2024-03-20,air_long,3589,0.15,538.4,training
TR000475,BANK01,EMP31234,2024-05-04,rail,137,0.041,5.6,conference
TR000476,BANK01,EMP30804,2024-04-15,air_long,4924,0.15,738.6,conference
TR000477,BANK01,EMP22978,2024-02-27,air_long,3533,0.15,529.9,audit
TR000478,BANK01,EMP08310,2024-10-02,air_short,1401,0.255,357.3,audit
TR000479,BANK01,EMP27860,2024-12-21,air_long,5065,0.15,759.8,conference
TR000480,BANK01,EMP12434,2024-07-05,rail,346,0.041,14.2,internal_meeting
TR000481,BANK01,EMP43111,2024-11-28,air_long,2533,0.15,379.9,audit
TR000482,BANK01,EMP34797,2024-06-30,air_short,1218,0.255,310.6,conference
TR000483,BANK01,EMP41180,2024-07-10,rail,339,0.041,13.9,conference
TR000484,BANK01,EMP03042,2024-12-04,rail,951,0.041,39.0,training
TR000485,BANK01,EMP17806,2024-01-18,car,163,0.171,27.9,training
TR000486,BANK01,EMP01198,2024-12-22,rail,376,0.041,15.4,client_meeting
TR000487,BANK01,EMP41937,2024-11-13,air_short,877,0.255,223.6,audit
TR000488,BANK01,EMP24262,2024-07-18,car,185,0.171,31.6,internal_meeting
TR000489,BANK01,EMP22062,2024-06-21,air_long,7613,0.15,1142.0,conference
TR000490,BANK01,EMP45210,2024-05-19,air_long,3224,0.15,483.6,internal_meeting
TR000491,BANK01,EMP00647,2024-12-17,air_short,983,0.255,250.7,conference
TR000492,BANK01,EMP46320,2024-12-22,air_short,1262,0.255,321.8,internal_meeting
TR000493,BANK01,EMP32636,2024-01-31,air_long,4178,0.15,626.7,audit
TR000494,BANK01,EMP27944,2024-07-25,rail,422,0.041,17.3,client_meeting
TR000495,BANK01,EMP12282,2024-08-25,air_short,1167,0.255,297.6,conference
TR000496,BANK01,EMP39326,2024-05-26,rail,453,0.041,18.6,internal_meeting
TR000497,BANK01,EMP26091,2024-02-22,rail,1087,0.041,44.6,conference
TR000498,BANK01,EMP34440,2024-05-11,air_short,1279,0.255,326.1,internal_meeting
TR000499,BANK01,EMP04236,2024-10-27,air_short,517,0.255,131.8,client_meeting
TR000500,BANK01,EMP44997,2024-08-29,air_long,6267,0.15,940.0,internal_meeting
TR000501,BANK01,EMP25441,2024-11-06,air_short,660,0.255,168.3,client_meeting
TR000502,BANK01,EMP40953,2024-09-17,air_short,1275,0.255,325.1,internal_meeting
TR000503,BANK01,EMP34334,2024-02-02,air_short,1279,0.255,326.1,internal_meeting
TR000504,BANK01,EMP13665,2024-09-02,air_short,930,0.255,237.2,training
TR000505,BANK01,EMP40863,2024-05-24,air_short,1185,0.255,302.2,client_meeting
TR000506,BANK01,EMP37829,2024-11-23,rail,876,0.041,35.9,training
TR000507,BANK01,EMP19696,2024-08-03,car,636,0.171,108.8,training
TR000508,BANK01,EMP30288,2024-11-02,air_short,439,0.255,111.9,client_meeting
TR000509,BANK01,EMP05382,2024-11-30,air_short,1031,0.255,262.9,internal_meeting
TR000510,BANK01,EMP03904,2024-07-07,air_short,686,0.255,174.9,audit
TR000511,BANK01,EMP37989,2024-05-09,car,711,0.171,121.6,internal_meeting
TR000512,BANK01,EMP44281,2024-04-16,air_short,894,0.255,228.0,conference
TR000513,BANK01,EMP32828,2024-06-02,air_short,887,0.255,226.2,conference
TR000514,BANK01,EMP36038,2024-11-18,air_short,1281,0.255,326.7,training
TR000515,BANK01,EMP31123,2024-03-10,air_short,798,0.255,203.5,client_meeting
TR000516,BANK01,EMP10380,2024-07-02,car,460,0.171,78.7,client_meeting
TR000517,BANK01,EMP27822,2024-08-15,car,211,0.171,36.1,audit
TR000518,BANK01,EMP46069,2024-09-18,rail,725,0.041,29.7,internal_meeting
TR000519,BANK01,EMP31944,2024-10-28,rail,1044,0.041,42.8,internal_meeting
TR000520,BANK01,EMP05195,2024-03-28,rail,649,0.041,26.6,audit
TR000521,BANK01,EMP31466,2024-05-11,car,549,0.171,93.9,conference
TR000522,BANK01,EMP19305,2024-01-10,rail,270,0.041,11.1,conference
TR000523,BANK01,EMP24963,2024-06-09,air_long,6389,0.15,958.3,internal_meeting
TR000524,BANK01,EMP14445,2024-02-08,car,547,0.171,93.5,audit
TR000525,BANK01,EMP05079,2024-12-26,air_short,337,0.255,85.9,client_meeting
TR000526,BANK01,EMP39004,2024-05-23,air_long,6143,0.15,921.4,internal_meeting
TR000527,BANK01,EMP27679,2024-07-05,rail,215,0.041,8.8,conference
TR000528,BANK01,EMP23436,2024-06-11,air_long,3884,0.15,582.6,client_meeting
TR000529,BANK01,EMP43367,2024-02-10,air_short,729,0.255,185.9,client_meeting
TR000530,BANK01,EMP25931,2024-08-14,car,428,0.171,73.2,internal_meeting
TR000531,BANK01,EMP03771,2024-12-21,car,538,0.171,92.0,client_meeting
TR000532,BANK01,EMP37174,2024-04-07,rail,1044,0.041,42.8,client_meeting
TR000533,BANK01,EMP32747,2024-04-29,car,78,0.171,13.3,client_meeting
TR000534,BANK01,EMP29698,2024-04-19,air_short,512,0.255,130.6,internal_meeting
TR000535,BANK01,EMP00374,2024-02-20,car,135,0.171,23.1,training
TR000536,BANK01,EMP40409,2024-03-21,rail,257,0.041,10.5,internal_meeting
TR000537,BANK01,EMP05069,2024-04-16,car,475,0.171,81.2,audit
TR000538,BANK01,EMP03474,2024-03-28,air_long,8434,0.15,1265.1,training
TR000539,BANK01,EMP47309,2024-01-22,car,605,0.171,103.5,training
TR000540,BANK01,EMP19847,2024-06-22,car,83,0.171,14.2,client_meeting
TR000541,BANK01,EMP46382,2024-02-27,air_short,946,0.255,241.2,audit
TR000542,BANK01,EMP26623,2024-11-03,car,543,0.171,92.9,internal_meeting
TR000543,BANK01,EMP39778,2024-08-11,rail,1112,0.041,45.6,conference
TR000544,BANK01,EMP24644,2024-03-17,air_short,970,0.255,247.3,training
TR000545,BANK01,EMP11762,2024-06-07,air_long,8359,0.15,1253.8,conference
TR000546,BANK01,EMP45368,2024-09-13,car,728,0.171,124.5,conference
TR000547,BANK01,EMP33963,2024-03-22,rail,628,0.041,25.7,conference
TR000548,BANK01,EMP36816,2024-10-12,rail,337,0.041,13.8,client_meeting
TR000549,BANK01,EMP37194,2024-09-12,air_long,6057,0.15,908.5,training
TR000550,BANK01,EMP32238,2024-10-07,air_short,1303,0.255,332.3,conference
TR000551,BANK01,EMP17750,2024-05-28,car,318,0.171,54.4,client_meeting
TR000552,BANK01,EMP17078,2024-03-15,car,689,0.171,117.8,conference
TR000553,BANK01,EMP22712,2024-01-23,air_long,5842,0.15,876.3,client_meeting
TR000554,BANK01,EMP33542,2024-12-02,air_short,553,0.255,141.0,conference
TR000555,BANK01,EMP40464,2024-08-15,car,308,0.171,52.7,client_meeting
TR000556,BANK01,EMP36926,2024-12-06,air_short,821,0.255,209.4,audit
TR000557,BANK01,EMP25045,2024-12-03,air_short,606,0.255,154.5,audit
TR000558,BANK01,EMP05100,2024-05-15,air_short,321,0.255,81.9,internal_meeting
TR000559,BANK01,EMP14787,2024-11-01,air_long,5369,0.15,805.4,conference
TR000560,BANK01,EMP16488,2024-03-03,air_long,7096,0.15,1064.4,conference
TR000561,BANK01,EMP28340,2024-01-08,rail,159,0.041,6.5,client_meeting
TR000562,BANK01,EMP35186,2024-01-04,rail,327,0.041,13.4,client_meeting
TR000563,BANK01,EMP33221,2024-05-25,car,233,0.171,39.8,training
TR000564,BANK01,EMP28043,2024-09-04,air_short,1194,0.255,304.5,conference
TR000565,BANK01,EMP45093,2024-02-17,rail,1099,0.041,45.1,audit
TR000566,BANK01,EMP38417,2024-03-01,rail,576,0.041,23.6,training
TR000567,BANK01,EMP29654,2024-03-31,air_short,609,0.255,155.3,training
TR000568,BANK01,EMP30400,2024-05-23,rail,501,0.041,20.5,client_meeting
TR000569,BANK01,EMP02946,2024-06-25,car,753,0.171,128.8,audit
TR000570,BANK01,EMP30496,2024-11-17,rail,686,0.041,28.1,conference
TR000571,BANK01,EMP11559,2024-12-09,rail,159,0.041,6.5,internal_meeting
TR000572,BANK01,EMP34873,2024-04-20,air_short,1129,0.255,287.9,conference
TR000573,BANK01,EMP23441,2024-09-08,air_short,329,0.255,83.9,client_meeting
TR000574,BANK01,EMP03098,2024-11-30,rail,444,0.041,18.2,conference
TR000575,BANK01,EMP22089,2024-11-12,rail,563,0.041,23.1,training
TR000576,BANK01,EMP28713,2024-07-12,car,450,0.171,77.0,client_meeting
TR000577,BANK01,EMP35501,2024-07-22,air_long,2742,0.15,411.3,internal_meeting
TR000578,BANK01,EMP24623,2024-09-19,air_long,2587,0.15,388.1,conference
TR000579,BANK01,EMP09711,2024-04-01,air_short,595,0.255,151.7,training
TR000580,BANK01,EMP40269,2024-05-17,car,446,0.171,76.3,client_meeting
TR000581,BANK01,EMP42562,2024-10-13,rail,1048,0.041,43.0,conference
TR000582,BANK01,EMP18843,2024-03-01,car,701,0.171,119.9,client_meeting
TR000583,BANK01,EMP35384,2024-05-29,car,380,0.171,65.0,audit
TR000584,BANK01,EMP00382,2024-05-21,air_short,793,0.255,202.2,conference
TR000585,BANK01,EMP46460,2024-09-30,air_short,941,0.255,240.0,audit
TR000586,BANK01,EMP18083,2024-10-16,rail,178,0.041,7.3,internal_meeting
TR000587,BANK01,EMP40017,2024-01-27,air_long,3831,0.15,574.6,training
TR000588,BANK01,EMP00968,2024-03-05,rail,638,0.041,26.2,conference
TR000589,BANK01,EMP27883,2024-05-14,rail,427,0.041,17.5,training
TR000590,BANK01,EMP41326,2024-01-26,air_short,685,0.255,174.7,client_meeting
TR000591,BANK01,EMP19581,2024-09-03,car,386,0.171,66.0,internal_meeting
TR000592,BANK01,EMP18531,2024-04-02,car,604,0.171,103.3,conference
TR000593,BANK01,EMP32859,2024-06-15,air_short,1083,0.255,276.2,client_meeting
TR000594,BANK01,EMP00862,2024-07-08,air_long,4078,0.15,611.7,internal_meeting
TR000595,BANK01,EMP03676,2024-02-29,car,428,0.171,73.2,internal_meeting
TR000596,BANK01,EMP28687,2024-10-10,air_short,817,0.255,208.3,audit
TR000597,BANK01,EMP13649,2024-11-14,air_long,1610,0.15,241.5,client_meeting
TR000598,BANK01,EMP23519,2024-02-17,car,75,0.171,12.8,training
TR000599,BANK01,EMP16928,2024-11-19,air_short,345,0.255,88.0,client_meeting
TR000600,BANK01,EMP38043,2024-11-05,car,488,0.171,83.4,internal_meeting
TR000601,BANK01,EMP40958,2024-03-15,air_short,615,0.255,156.8,conference
TR000602,BANK01,EMP33485,2024-08-26,rail,1017,0.041,41.7,audit
TR000603,BANK01,EMP13347,2024-11-04,air_short,1461,0.255,372.6,client_meeting
TR000604,BANK01,EMP26966,2024-01-24,air_long,4506,0.15,675.9,conference
TR000605,BANK01,EMP31273,2024-04-15,air_short,917,0.255,233.8,audit
TR000606,BANK01,EMP04556,2024-10-17,car,598,0.171,102.3,internal_meeting
TR000607,BANK01,EMP28225,2024-06-01,car,244,0.171,41.7,internal_meeting
TR000608,BANK01,EMP43109,2024-06-05,car,136,0.171,23.3,training
TR000609,BANK01,EMP07691,2024-07-07,rail,961,0.041,39.4,client_meeting
TR000610,BANK01,EMP25001,2024-12-25,rail,322,0.041,13.2,internal_meeting
TR000611,BANK01,EMP36084,2024-10-23,rail,1016,0.041,41.7,conference
TR000612,BANK01,EMP13008,2024-01-05,car,181,0.171,31.0,training
TR000613,BANK01,EMP33958,2024-09-25,air_short,730,0.255,186.2,internal_meeting
TR000614,BANK01,EMP21260,2024-01-14,air_short,1467,0.255,374.1,audit
TR000615,BANK01,EMP00378,2024-01-13,rail,133,0.041,5.5,training
TR000616,BANK01,EMP33758,2024-06-04,air_short,1418,0.255,361.6,conference
TR000617,BANK01,EMP02807,2024-03-23,air_short,1323,0.255,337.4,conference
TR000618,BANK01,EMP13274,2024-07-30,air_short,1336,0.255,340.7,audit
TR000619,BANK01,EMP03794,2024-10-11,air_short,720,0.255,183.6,audit
TR000620,BANK01,EMP36979,2024-08-23,car,94,0.171,16.1,client_meeting
TR000621,BANK01,EMP30418,2024-09-12,air_short,1489,0.255,379.7,client_meeting
TR000622,BANK01,EMP45377,2024-07-21,rail,303,0.041,12.4,internal_meeting
TR000623,BANK01,EMP26462,2024-08-23,air_short,1453,0.255,370.5,audit
TR000624,BANK01,EMP35681,2024-10-20,car,483,0.171,82.6,conference
TR000625,BANK01,EMP44626,2024-09-25,air_short,1074,0.255,273.9,client_meeting
TR000626,BANK01,EMP47639,2024-03-24,car,369,0.171,63.1,training
TR000627,BANK01,EMP01523,2024-08-04,air_short,845,0.255,215.5,audit
TR000628,BANK01,EMP41373,2024-05-26,rail,374,0.041,15.3,client_meeting
TR000629,BANK01,EMP14218,2024-03-04,rail,1006,0.041,41.2,client_meeting
TR000630,BANK01,EMP47506,2024-01-03,rail,641,0.041,26.3,audit
TR000631,BANK01,EMP34781,2024-08-21,rail,629,0.041,25.8,audit
TR000632,BANK01,EMP12609,2024-05-10,rail,1193,0.041,48.9,conference
TR000633,BANK01,EMP30007,2024-11-20,car,758,0.171,129.6,internal_meeting
TR000634,BANK01,EMP43907,2024-09-15,air_long,2318,0.15,347.7,client_meeting
TR000635,BANK01,EMP03678,2024-06-12,air_long,7625,0.15,1143.8,audit
TR000636,BANK01,EMP41966,2024-01-13,car,277,0.171,47.4,audit
TR000637,BANK01,EMP34344,2024-03-29,air_long,1570,0.15,235.5,training
TR000638,BANK01,EMP27412,2024-09-26,rail,318,0.041,13.0,audit
TR000639,BANK01,EMP20974,2024-09-06,air_long,8834,0.15,1325.1,audit
TR000640,BANK01,EMP46820,2024-02-09,car,255,0.171,43.6,training
TR000641,BANK01,EMP22166,2024-07-17,car,734,0.171,125.5,internal_meeting
TR000642,BANK01,EMP12871,2024-02-26,air_short,864,0.255,220.3,conference
TR000643,BANK01,EMP02558,2024-06-29,car,789,0.171,134.9,audit
TR000644,BANK01,EMP20245,2024-01-08,air_long,2604,0.15,390.6,conference
TR000645,BANK01,EMP21762,2024-08-14,air_long,3573,0.15,535.9,conference
TR000646,BANK01,EMP40270,2024-12-23,air_short,1090,0.255,277.9,conference
TR000647,BANK01,EMP41362,2024-03-05,air_long,8401,0.15,1260.1,training
TR000648,BANK01,EMP36846,2024-08-04,car,392,0.171,67.0,conference
TR000649,BANK01,EMP10618,2024-03-10,air_long,6190,0.15,928.5,conference
TR000650,BANK01,EMP01539,2024-02-20,air_long,1857,0.15,278.6,training
TR000651,BANK01,EMP10725,2024-08-12,car,579,0.171,99.0,internal_meeting
TR000652,BANK01,EMP40380,2024-03-10,rail,547,0.041,22.4,internal_meeting
TR000653,BANK01,EMP23472,2024-11-27,car,208,0.171,35.6,training
TR000654,BANK01,EMP36897,2024-07-30,air_long,7559,0.15,1133.8,conference
TR000655,BANK01,EMP24441,2024-09-11,car,461,0.171,78.8,training
TR000656,BANK01,EMP32153,2024-11-29,rail,739,0.041,30.3,client_meeting
TR000657,BANK01,EMP31526,2024-04-28,rail,940,0.041,38.5,training
TR000658,BANK01,EMP05057,2024-03-17,air_short,1116,0.255,284.6,conference
TR000659,BANK01,EMP02384,2024-10-26,air_long,8507,0.15,1276.0,conference
TR000660,BANK01,EMP03078,2024-11-01,air_short,374,0.255,95.4,client_meeting
TR000661,BANK01,EMP22271,2024-06-08,air_long,8336,0.15,1250.4,internal_meeting
TR000662,BANK01,EMP26224,2024-03-07,air_short,496,0.255,126.5,conference
TR000663,BANK01,EMP20631,2024-04-02,rail,108,0.041,4.4,internal_meeting
TR000664,BANK01,EMP44992,2024-04-11,air_short,1426,0.255,363.6,client_meeting
TR000665,BANK01,EMP26008,2024-07-10,air_long,2793,0.15,418.9,conference
TR000666,BANK01,EMP41105,2024-09-29,rail,1016,0.041,41.7,conference
TR000667,BANK01,EMP06109,2024-04-19,rail,341,0.041,14.0,training
TR000668,BANK01,EMP26683,2024-05-18,air_short,600,0.255,153.0,internal_meeting
TR000669,BANK01,EMP20324,2024-10-21,air_short,1238,0.255,315.7,training
TR000670,BANK01,EMP44152,2024-12-17,rail,387,0.041,15.9,training
TR000671,BANK01,EMP32136,2024-12-10,air_short,955,0.255,243.5,training
TR000672,BANK01,EMP24512,2024-12-24,air_short,1142,0.255,291.2,audit
TR000673,BANK01,EMP32672,2024-06-24,car,788,0.171,134.7,training
TR000674,BANK01,EMP12275,2024-01-31,rail,748,0.041,30.7,training
TR000675,BANK01,EMP34696,2024-03-25,rail,761,0.041,31.2,internal_meeting
TR000676,BANK01,EMP15139,2024-01-11,air_short,502,0.255,128.0,internal_meeting
TR000677,BANK01,EMP46197,2024-05-22,rail,1113,0.041,45.6,training
TR000678,BANK01,EMP09535,2024-10-30,rail,566,0.041,23.2,training
TR000679,BANK01,EMP45432,2024-11-25,air_short,1235,0.255,314.9,training
TR000680,BANK01,EMP08486,2024-05-14,car,515,0.171,88.1,conference
