physical_risk_id,counterparty_id,bank_id,hazard_type,country,acute_risk_score,chronic_risk_score,assessment_horizon,scenario_basis,data_source,hazard_category,exposure_amount_meur,high_risk_flag,financial_impact_meur,portfolio_pct,nace_code
PR000199,CP00109,BANK02,heatwave,PL,4,3,2030,RCP_2.6,ECB_climate_indicators,acute,2.07,True,0.08,0.011,G45
PR000200,CP00109,BANK02,sea_level_rise,PL,3,5,2030,RCP_2.6,ECB_climate_indicators,chronic,2.07,True,0.15,0.011,G45
PR000201,CP00109,BANK02,windstorm,PL,4,4,2050,RCP_8.5,ECB_climate_indicators,acute,2.07,True,0.1,0.011,G45
PR000202,CP00110,BANK02,drought,LU,3,3,2050,RCP_2.6,ECB_climate_indicators,chronic,10.6,False,0.76,0.054,E36
PR000203,CP00111,BANK02,heatwave,BE,3,3,2050,RCP_2.6,ECB_climate_indicators,acute,180.4,False,4.34,0.919,B06
PR000204,CP00111,BANK02,wildfire,BE,4,3,2030,RCP_2.6,ECB_climate_indicators,acute,180.4,True,8.23,0.919,B06
PR000205,CP00111,BANK02,drought,BE,4,3,2030,RCP_2.6,ECB_climate_indicators,chronic,180.4,True,11.73,0.919,B06
PR000206,CP00112,BANK02,windstorm,IE,2,4,2050,RCP_2.6,ECB_climate_indicators,acute,223.13,True,14.38,1.136,H49
PR000207,CP00113,BANK02,drought,IT,3,4,2050,RCP_4.5,ECB_climate_indicators,chronic,25.3,True,1.85,0.129,C22
PR000208,CP00113,BANK02,wildfire,IT,3,2,2050,RCP_4.5,ECB_climate_indicators,acute,25.3,False,1.42,0.129,C22
PR000209,CP00113,BANK02,flood,IT,5,4,2050,RCP_2.6,ECB_climate_indicators,acute,25.3,True,3.46,0.129,C22
PR000210,CP00114,BANK02,sea_level_rise,ES,4,2,2050,RCP_2.6,ECB_climate_indicators,chronic,53.21,True,4.48,0.271,C22
PR000211,CP00114,BANK02,heatwave,ES,3,4,2030,RCP_4.5,ECB_climate_indicators,acute,53.21,True,1.45,0.271,C22
PR000212,CP00114,BANK02,windstorm,ES,4,1,2050,RCP_4.5,ECB_climate_indicators,acute,53.21,True,3.0,0.271,C22
PR000213,CP00115,BANK02,sea_level_rise,BE,3,4,2030,RCP_4.5,ECB_climate_indicators,chronic,26.71,True,1.91,0.136,G46
PR000214,CP00115,BANK02,wildfire,BE,2,2,2050,RCP_2.6,ECB_climate_indicators,acute,26.71,False,1.89,0.136,G46
PR000215,CP00115,BANK02,drought,BE,3,3,2050,RCP_2.6,ECB_climate_indicators,chronic,26.71,False,0.89,0.136,G46
PR000216,CP00116,BANK02,wildfire,IE,2,4,2030,RCP_4.5,ECB_climate_indicators,acute,66.68,True,2.74,0.34,C24
PR000217,CP00116,BANK02,windstorm,IE,2,4,2050,RCP_2.6,ECB_climate_indicators,acute,66.68,True,4.34,0.34,C24
PR000218,CP00116,BANK02,drought,IE,3,3,2050,RCP_4.5,ECB_climate_indicators,chronic,66.68,False,3.39,0.34,C24
PR000219,CP00117,BANK02,sea_level_rise,IT,3,5,2050,RCP_4.5,ECB_climate_indicators,chronic,5.12,True,0.38,0.026,E38
PR000220,CP00118,BANK02,flood,FR,4,2,2030,RCP_2.6,ECB_climate_indicators,acute,28.12,True,2.29,0.143,J63
PR000221,CP00118,BANK02,drought,FR,5,5,2050,RCP_4.5,ECB_climate_indicators,chronic,28.12,True,1.79,0.143,J63
PR000222,CP00118,BANK02,heatwave,FR,3,5,2030,RCP_2.6,ECB_climate_indicators,acute,28.12,True,0.57,0.143,J63
PR000223,CP00119,BANK02,heatwave,ES,1,3,2030,RCP_8.5,ECB_climate_indicators,acute,15.32,False,0.74,0.078,C10
PR000224,CP00120,BANK02,drought,IT,2,2,2030,RCP_4.5,ECB_climate_indicators,chronic,422.22,False,18.04,2.15,I56
PR000225,CP00120,BANK02,wildfire,IT,2,2,2050,RCP_2.6,ECB_climate_indicators,acute,422.22,False,38.64,2.15,I56
PR000226,CP00120,BANK02,heatwave,IT,2,2,2050,RCP_8.5,ECB_climate_indicators,acute,422.22,False,11.99,2.15,I56
PR000227,CP00121,BANK02,drought,FR,1,4,2030,RCP_2.6,ECB_climate_indicators,chronic,19.31,True,1.28,0.098,C29
PR000228,CP00121,BANK02,heatwave,FR,2,5,2030,RCP_8.5,ECB_climate_indicators,acute,19.31,True,0.83,0.098,C29
PR000229,CP00121,BANK02,flood,FR,2,1,2030,RCP_8.5,ECB_climate_indicators,acute,19.31,False,2.64,0.098,C29
PR000230,CP00122,BANK02,wildfire,BE,2,2,2050,RCP_2.6,ECB_climate_indicators,acute,68.6,False,4.06,0.349,H52
PR000231,CP00122,BANK02,windstorm,BE,3,3,2050,RCP_8.5,ECB_climate_indicators,acute,68.6,False,2.69,0.349,H52
PR000232,CP00123,BANK02,sea_level_rise,IT,2,3,2050,RCP_2.6,ECB_climate_indicators,chronic,14.84,False,1.17,0.076,D35
PR000233,CP00123,BANK02,heatwave,IT,4,3,2030,RCP_4.5,ECB_climate_indicators,acute,14.84,True,0.64,0.076,D35
PR000234,CP00123,BANK02,drought,IT,1,5,2050,RCP_4.5,ECB_climate_indicators,chronic,14.84,True,0.47,0.076,D35
PR000235,CP00124,BANK02,drought,NL,5,3,2030,RCP_8.5,ECB_climate_indicators,chronic,23.96,True,1.41,0.122,C27
PR000236,CP00124,BANK02,heatwave,NL,4,2,2030,RCP_2.6,ECB_climate_indicators,acute,23.96,True,0.63,0.122,C27
PR000237,CP00124,BANK02,flood,NL,3,2,2030,RCP_8.5,ECB_climate_indicators,acute,23.96,False,2.98,0.122,C27
PR000238,CP00125,BANK02,wildfire,ES,3,3,2030,RCP_4.5,ECB_climate_indicators,acute,13.49,False,1.03,0.069,C10
PR000239,CP00125,BANK02,sea_level_rise,ES,3,4,2030,RCP_8.5,ECB_climate_indicators,chronic,13.49,True,1.12,0.069,C10
PR000240,CP00125,BANK02,windstorm,ES,3,2,2050,RCP_2.6,ECB_climate_indicators,acute,13.49,False,0.72,0.069,C10
PR000241,CP00126,BANK02,wildfire,DE,2,1,2030,RCP_8.5,ECB_climate_indicators,acute,95.21,False,3.82,0.485,C19
PR000242,CP00127,BANK02,heatwave,FR,3,2,2030,RCP_4.5,ECB_climate_indicators,acute,134.77,False,4.3,0.686,H52
PR000243,CP00128,BANK02,sea_level_rise,IT,3,3,2030,RCP_2.6,ECB_climate_indicators,chronic,19.08,False,1.52,0.097,G46
PR000244,CP00128,BANK02,windstorm,IT,3,2,2050,RCP_4.5,ECB_climate_indicators,acute,19.08,False,1.01,0.097,G46
PR000245,CP00128,BANK02,drought,IT,3,1,2030,RCP_8.5,ECB_climate_indicators,chronic,19.08,False,0.87,0.097,G46
PR000246,CP00129,BANK02,windstorm,FR,1,3,2050,RCP_2.6,ECB_climate_indicators,acute,1721.38,False,108.04,8.765,C30
PR000247,CP00129,BANK02,drought,FR,3,2,2030,RCP_8.5,ECB_climate_indicators,chronic,1721.38,False,131.2,8.765,C30
PR000248,CP00129,BANK02,wildfire,FR,3,5,2030,RCP_8.5,ECB_climate_indicators,acute,1721.38,True,131.29,8.765,C30
PR000249,CP00130,BANK02,drought,AT,2,3,2030,RCP_4.5,ECB_climate_indicators,chronic,12.08,False,0.77,0.062,F42
PR000250,CP00130,BANK02,windstorm,AT,5,2,2030,RCP_2.6,ECB_climate_indicators,acute,12.08,True,0.78,0.062,F42
PR000251,CP00130,BANK02,heatwave,AT,3,5,2050,RCP_8.5,ECB_climate_indicators,acute,12.08,True,0.52,0.062,F42
PR000252,CP00131,BANK02,windstorm,ES,3,2,2030,RCP_4.5,ECB_climate_indicators,acute,6.2,False,0.3,0.032,C27
PR000253,CP00131,BANK02,sea_level_rise,ES,4,5,2030,RCP_2.6,ECB_climate_indicators,chronic,6.2,True,0.63,0.032,C27
PR000254,CP00131,BANK02,wildfire,ES,1,5,2050,RCP_4.5,ECB_climate_indicators,acute,6.2,True,0.36,0.032,C27
PR000255,CP00132,BANK02,drought,PT,5,2,2050,RCP_8.5,ECB_climate_indicators,chronic,36.89,True,1.76,0.188,C27
PR000256,CP00132,BANK02,heatwave,PT,1,2,2030,RCP_2.6,ECB_climate_indicators,acute,36.89,False,1.32,0.188,C27
PR000257,CP00132,BANK02,sea_level_rise,PT,1,2,2050,RCP_4.5,ECB_climate_indicators,chronic,36.89,False,2.03,0.188,C27
PR000258,CP00133,BANK02,wildfire,FR,2,4,2030,RCP_8.5,ECB_climate_indicators,acute,872.72,True,60.5,4.444,H49
PR000259,CP00133,BANK02,drought,FR,3,2,2050,RCP_2.6,ECB_climate_indicators,chronic,872.72,False,46.16,4.444,H49
PR000260,CP00134,BANK02,heatwave,IE,2,2,2030,RCP_8.5,ECB_climate_indicators,acute,237.5,False,10.44,1.209,B07
PR000261,CP00134,BANK02,flood,IE,3,3,2030,RCP_4.5,ECB_climate_indicators,acute,237.5,False,29.0,1.209,B07
PR000262,CP00135,BANK02,windstorm,LU,5,3,2030,RCP_2.6,ECB_climate_indicators,acute,13.63,True,0.54,0.069,C13
PR000263,CP00135,BANK02,drought,LU,2,4,2030,RCP_2.6,ECB_climate_indicators,chronic,13.63,True,0.98,0.069,C13
PR000264,CP00136,BANK02,drought,BE,5,2,2050,RCP_2.6,ECB_climate_indicators,chronic,209.39,True,9.61,1.066,H51
PR000265,CP00136,BANK02,sea_level_rise,BE,3,2,2050,RCP_8.5,ECB_climate_indicators,chronic,209.39,False,14.84,1.066,H51
PR000266,CP00137,BANK02,wildfire,FR,1,5,2030,RCP_4.5,ECB_climate_indicators,acute,5.58,True,0.44,0.028,F41
PR000267,CP00137,BANK02,windstorm,FR,2,4,2030,RCP_4.5,ECB_climate_indicators,acute,5.58,True,0.31,0.028,F41
PR000268,CP00138,BANK02,sea_level_rise,DE,5,4,2030,RCP_2.6,ECB_climate_indicators,chronic,75.12,True,4.73,0.383,B05
PR000269,CP00139,BANK02,sea_level_rise,IT,3,2,2030,RCP_2.6,ECB_climate_indicators,chronic,11.34,False,1.35,0.058,A02
PR000270,CP00139,BANK02,heatwave,IT,4,1,2050,RCP_8.5,ECB_climate_indicators,acute,11.34,True,0.48,0.058,A02
PR000271,CP00139,BANK02,flood,IT,1,3,2050,RCP_2.6,ECB_climate_indicators,acute,11.34,False,1.36,0.058,A02
PR000272,CP00140,BANK02,heatwave,LU,2,1,2030,RCP_8.5,ECB_climate_indicators,acute,1013.84,False,22.85,5.162,H49
PR000273,CP00140,BANK02,sea_level_rise,LU,3,4,2050,RCP_2.6,ECB_climate_indicators,chronic,1013.84,True,53.96,5.162,H49
PR000274,CP00141,BANK02,sea_level_rise,NL,2,2,2050,RCP_8.5,ECB_climate_indicators,chronic,240.38,False,25.38,1.224,C22
PR000275,CP00142,BANK02,heatwave,IE,2,3,2030,RCP_2.6,ECB_climate_indicators,acute,61.76,False,1.76,0.314,B05
PR000276,CP00142,BANK02,sea_level_rise,IE,2,4,2030,RCP_4.5,ECB_climate_indicators,chronic,61.76,True,3.21,0.314,B05
PR000277,CP00142,BANK02,wildfire,IE,3,2,2050,RCP_8.5,ECB_climate_indicators,acute,61.76,False,5.14,0.314,B05
PR000278,CP00143,BANK02,drought,BE,3,5,2030,RCP_2.6,ECB_climate_indicators,chronic,155.84,True,7.42,0.794,B07
PR000279,CP00143,BANK02,wildfire,BE,3,1,2050,RCP_8.5,ECB_climate_indicators,acute,155.84,False,8.57,0.794,B07
PR000280,CP00144,BANK02,wildfire,NL,4,2,2050,RCP_2.6,ECB_climate_indicators,acute,1175.32,True,100.45,5.985,C25
PR000281,CP00144,BANK02,heatwave,NL,1,4,2050,RCP_4.5,ECB_climate_indicators,acute,1175.32,True,27.75,5.985,C25
PR000282,CP00145,BANK02,drought,PL,3,3,2030,RCP_2.6,ECB_climate_indicators,chronic,448.33,False,29.22,2.283,B06
PR000283,CP00145,BANK02,sea_level_rise,PL,2,2,2030,RCP_8.5,ECB_climate_indicators,chronic,448.33,False,39.03,2.283,B06
PR000284,CP00146,BANK02,windstorm,FR,3,4,2030,RCP_2.6,ECB_climate_indicators,acute,2.26,True,0.12,0.012,F43
PR000285,CP00147,BANK02,heatwave,ES,3,3,2030,RCP_4.5,ECB_climate_indicators,acute,20.9,False,0.61,0.106,C29
PR000286,CP00147,BANK02,windstorm,ES,3,3,2050,RCP_4.5,ECB_climate_indicators,acute,20.9,False,1.37,0.106,C29
PR000287,CP00148,BANK02,flood,ES,2,2,2050,RCP_8.5,ECB_climate_indicators,acute,3.92,False,0.47,0.02,F42
PR000288,CP00148,BANK02,sea_level_rise,ES,3,4,2030,RCP_4.5,ECB_climate_indicators,chronic,3.92,True,0.35,0.02,F42
PR000289,CP00149,BANK02,flood,DE,3,3,2050,RCP_8.5,ECB_climate_indicators,acute,5.49,False,0.49,0.028,H51
PR000290,CP00149,BANK02,wildfire,DE,3,3,2050,RCP_4.5,ECB_climate_indicators,acute,5.49,False,0.3,0.028,H51
PR000291,CP00149,BANK02,heatwave,DE,4,3,2030,RCP_4.5,ECB_climate_indicators,acute,5.49,True,0.15,0.028,H51
PR000292,CP00150,BANK02,flood,LU,3,1,2030,RCP_2.6,ECB_climate_indicators,acute,1295.87,False,122.52,6.599,D35
PR000293,CP00150,BANK02,sea_level_rise,LU,5,3,2030,RCP_2.6,ECB_climate_indicators,chronic,1295.87,True,111.33,6.599,D35
PR000294,CP00150,BANK02,wildfire,LU,5,4,2050,RCP_4.5,ECB_climate_indicators,acute,1295.87,True,70.7,6.599,D35
PR000295,CP00151,BANK02,heatwave,DE,3,4,2030,RCP_4.5,ECB_climate_indicators,acute,580.06,True,13.11,2.954,C23
PR000296,CP00151,BANK02,flood,DE,2,2,2030,RCP_2.6,ECB_climate_indicators,acute,580.06,False,86.3,2.954,C23
PR000297,CP00152,BANK02,drought,NL,4,3,2030,RCP_4.5,ECB_climate_indicators,chronic,59.7,True,2.77,0.304,F42
PR000298,CP00153,BANK02,sea_level_rise,ES,3,2,2030,RCP_8.5,ECB_climate_indicators,chronic,27.92,False,2.98,0.142,F41
PR000299,CP00154,BANK02,flood,LU,5,3,2030,RCP_2.6,ECB_climate_indicators,acute,61.4,True,8.75,0.313,C30
PR000300,CP00154,BANK02,heatwave,LU,1,2,2030,RCP_2.6,ECB_climate_indicators,acute,61.4,False,2.71,0.313,C30
PR000301,CP00155,BANK02,wildfire,BE,4,4,2030,RCP_4.5,ECB_climate_indicators,acute,730.62,True,63.0,3.72,A02
PR000302,CP00155,BANK02,sea_level_rise,BE,4,3,2050,RCP_4.5,ECB_climate_indicators,chronic,730.62,True,57.17,3.72,A02
PR000303,CP00155,BANK02,windstorm,BE,2,1,2030,RCP_2.6,ECB_climate_indicators,acute,730.62,False,25.43,3.72,A02
PR000304,CP00156,BANK02,wildfire,DE,2,5,2050,RCP_2.6,ECB_climate_indicators,acute,1269.41,True,68.04,6.464,C30
PR000305,CP00156,BANK02,windstorm,DE,1,2,2050,RCP_8.5,ECB_climate_indicators,acute,1269.41,False,82.77,6.464,C30
PR000306,CP00156,BANK02,sea_level_rise,DE,1,3,2030,RCP_4.5,ECB_climate_indicators,chronic,1269.41,False,131.07,6.464,C30
PR000307,CP00157,BANK02,flood,FR,1,4,2050,RCP_8.5,ECB_climate_indicators,acute,772.58,True,73.88,3.934,F42
PR000308,CP00157,BANK02,windstorm,FR,3,4,2030,RCP_2.6,ECB_climate_indicators,acute,772.58,True,52.89,3.934,F42
PR000309,CP00157,BANK02,drought,FR,5,3,2050,RCP_2.6,ECB_climate_indicators,chronic,772.58,True,53.53,3.934,F42
PR000310,CP00158,BANK02,wildfire,PL,3,4,2030,RCP_2.6,ECB_climate_indicators,acute,1.88,True,0.17,0.01,G46
PR000311,CP00158,BANK02,drought,PL,2,2,2030,RCP_8.5,ECB_climate_indicators,chronic,1.88,False,0.08,0.01,G46
PR000312,CP00158,BANK02,flood,PL,4,1,2050,RCP_2.6,ECB_climate_indicators,acute,1.88,True,0.25,0.01,G46
PR000313,CP00159,BANK02,heatwave,NL,1,3,2050,RCP_8.5,ECB_climate_indicators,acute,448.83,False,21.21,2.285,C19
PR000314,CP00160,BANK02,heatwave,IT,2,2,2050,RCP_2.6,ECB_climate_indicators,acute,846.76,False,39.18,4.312,I56
PR000315,CP00160,BANK02,wildfire,IT,1,3,2050,RCP_2.6,ECB_climate_indicators,acute,846.76,False,34.45,4.312,I56
PR000316,CP00160,BANK02,windstorm,IT,1,2,2050,RCP_8.5,ECB_climate_indicators,acute,846.76,False,42.22,4.312,I56
PR000317,CP00161,BANK03,drought,PT,3,3,2050,RCP_8.5,ECB_climate_indicators,chronic,78.75,False,4.64,0.327,J58
PR000318,CP00161,BANK03,windstorm,PT,5,4,2030,RCP_4.5,ECB_climate_indicators,acute,78.75,True,5.39,0.327,J58
PR000319,CP00162,BANK03,heatwave,IT,4,2,2050,RCP_8.5,ECB_climate_indicators,acute,98.11,True,4.44,0.407,H50
PR000320,CP00163,BANK03,flood,PL,2,4,2030,RCP_8.5,ECB_climate_indicators,acute,5.98,True,0.89,0.025,M70
PR000321,CP00163,BANK03,drought,PL,3,5,2030,RCP_2.6,ECB_climate_indicators,chronic,5.98,True,0.42,0.025,M70
PR000322,CP00163,BANK03,wildfire,PL,4,3,2050,RCP_2.6,ECB_climate_indicators,acute,5.98,True,0.45,0.025,M70
PR000323,CP00164,BANK03,windstorm,DE,3,2,2030,RCP_4.5,ECB_climate_indicators,acute,276.39,False,10.01,1.147,J63
PR000324,CP00164,BANK03,heatwave,DE,4,3,2030,RCP_2.6,ECB_climate_indicators,acute,276.39,True,7.84,1.147,J63
PR000325,CP00164,BANK03,drought,DE,2,3,2050,RCP_4.5,ECB_climate_indicators,chronic,276.39,False,14.54,1.147,J63
PR000326,CP00165,BANK03,wildfire,IE,4,3,2030,RCP_2.6,ECB_climate_indicators,acute,113.84,True,9.41,0.473,Q87
PR000327,CP00166,BANK03,wildfire,NL,3,3,2050,RCP_8.5,ECB_climate_indicators,acute,161.9,False,8.12,0.672,F43
PR000328,CP00167,BANK03,wildfire,DE,2,2,2050,RCP_2.6,ECB_climate_indicators,acute,0.96,False,0.07,0.004,N78
PR000329,CP00167,BANK03,drought,DE,2,4,2030,RCP_8.5,ECB_climate_indicators,chronic,0.96,True,0.05,0.004,N78
PR000330,CP00167,BANK03,sea_level_rise,DE,2,1,2030,RCP_2.6,ECB_climate_indicators,chronic,0.96,False,0.08,0.004,N78
PR000331,CP00168,BANK03,flood,IE,1,3,2050,RCP_4.5,ECB_climate_indicators,acute,6.89,False,0.57,0.029,C17
PR000332,CP00168,BANK03,drought,IE,1,3,2030,RCP_4.5,ECB_climate_indicators,chronic,6.89,False,0.41,0.029,C17
PR000333,CP00169,BANK03,wildfire,PT,5,4,2050,RCP_8.5,ECB_climate_indicators,acute,1156.44,True,110.88,4.801,G45
PR000334,CP00169,BANK03,flood,PT,2,3,2050,RCP_2.6,ECB_climate_indicators,acute,1156.44,False,162.39,4.801,G45
PR000335,CP00170,BANK03,windstorm,FI,1,2,2030,RCP_8.5,ECB_climate_indicators,acute,80.57,False,3.76,0.334,I56
PR000336,CP00170,BANK03,sea_level_rise,FI,4,3,2030,RCP_2.6,ECB_climate_indicators,chronic,80.57,True,4.71,0.334,I56
PR000337,CP00171,BANK03,sea_level_rise,BE,2,4,2030,RCP_2.6,ECB_climate_indicators,chronic,1832.21,True,125.33,7.606,B08
PR000338,CP00171,BANK03,flood,BE,3,2,2050,RCP_2.6,ECB_climate_indicators,acute,1832.21,False,173.07,7.606,B08
PR000339,CP00172,BANK03,windstorm,AT,1,2,2030,RCP_4.5,ECB_climate_indicators,acute,296.45,False,12.39,1.231,Q87
PR000340,CP00172,BANK03,wildfire,AT,1,3,2050,RCP_4.5,ECB_climate_indicators,acute,296.45,False,26.36,1.231,Q87
PR000341,CP00173,BANK03,drought,DE,1,3,2050,RCP_4.5,ECB_climate_indicators,chronic,753.42,False,24.2,3.128,N78
PR000342,CP00174,BANK03,heatwave,IT,4,1,2030,RCP_4.5,ECB_climate_indicators,acute,113.71,True,3.25,0.472,C22
PR000343,CP00174,BANK03,flood,IT,3,3,2050,RCP_8.5,ECB_climate_indicators,acute,113.71,False,9.79,0.472,C22
PR000344,CP00175,BANK03,wildfire,BE,4,2,2030,RCP_8.5,ECB_climate_indicators,acute,11.09,True,0.93,0.046,M70
PR000345,CP00176,BANK03,drought,BE,3,3,2050,RCP_8.5,ECB_climate_indicators,chronic,78.9,False,5.57,0.328,C13
PR000346,CP00176,BANK03,sea_level_rise,BE,3,2,2050,RCP_8.5,ECB_climate_indicators,chronic,78.9,False,5.9,0.328,C13
PR000347,CP00176,BANK03,heatwave,BE,3,4,2050,RCP_8.5,ECB_climate_indicators,acute,78.9,True,3.78,0.328,C13
PR000348,CP00177,BANK03,wildfire,IT,2,3,2030,RCP_2.6,ECB_climate_indicators,acute,53.62,False,4.66,0.223,F42
PR000349,CP00178,BANK03,windstorm,PL,4,5,2030,RCP_2.6,ECB_climate_indicators,acute,32.44,True,0.98,0.135,C27
PR000350,CP00178,BANK03,drought,PL,4,3,2050,RCP_2.6,ECB_climate_indicators,chronic,32.44,True,1.55,0.135,C27
PR000351,CP00178,BANK03,sea_level_rise,PL,2,4,2050,RCP_4.5,ECB_climate_indicators,chronic,32.44,True,2.57,0.135,C27
PR000352,CP00179,BANK03,sea_level_rise,DE,3,4,2030,RCP_8.5,ECB_climate_indicators,chronic,53.01,True,2.9,0.22,M70
PR000353,CP00179,BANK03,windstorm,DE,2,4,2050,RCP_8.5,ECB_climate_indicators,acute,53.01,True,3.49,0.22,M70
PR000354,CP00179,BANK03,wildfire,DE,3,2,2050,RCP_4.5,ECB_climate_indicators,acute,53.01,False,3.12,0.22,M70
PR000355,CP00180,BANK03,flood,IT,2,1,2050,RCP_4.5,ECB_climate_indicators,acute,2836.44,False,353.49,11.775,Q87
PR000356,CP00180,BANK03,windstorm,IT,4,2,2050,RCP_8.5,ECB_climate_indicators,acute,2836.44,True,166.65,11.775,Q87
PR000357,CP00181,BANK03,sea_level_rise,IE,3,1,2030,RCP_4.5,ECB_climate_indicators,chronic,1025.22,False,97.25,4.256,M70
PR000358,CP00181,BANK03,wildfire,IE,3,5,2050,RCP_4.5,ECB_climate_indicators,acute,1025.22,True,93.75,4.256,M70
PR000359,CP00182,BANK03,sea_level_rise,IT,3,4,2050,RCP_4.5,ECB_climate_indicators,chronic,571.67,True,34.04,2.373,N78
PR000360,CP00182,BANK03,heatwave,IT,1,2,2050,RCP_4.5,ECB_climate_indicators,acute,571.67,False,11.63,2.373,N78
PR000361,CP00183,BANK03,wildfire,FR,4,3,2050,RCP_8.5,ECB_climate_indicators,acute,480.67,True,47.7,1.995,C11
PR000362,CP00184,BANK03,wildfire,FI,4,1,2050,RCP_8.5,ECB_climate_indicators,acute,142.74,True,10.01,0.593,I56
PR000363,CP00184,BANK03,drought,FI,2,2,2030,RCP_8.5,ECB_climate_indicators,chronic,142.74,False,6.95,0.593,I56
PR000364,CP00185,BANK03,windstorm,DE,2,3,2050,RCP_2.6,ECB_climate_indicators,acute,1721.91,False,118.24,7.148,C30
PR000365,CP00186,BANK03,wildfire,NL,3,1,2050,RCP_8.5,ECB_climate_indicators,acute,247.29,False,19.01,1.027,C24
PR000366,CP00186,BANK03,heatwave,NL,3,5,2030,RCP_2.6,ECB_climate_indicators,acute,247.29,True,9.22,1.027,C24
PR000367,CP00187,BANK03,wildfire,LU,2,5,2030,RCP_8.5,ECB_climate_indicators,acute,1867.91,True,127.58,7.754,C10
PR000368,CP00187,BANK03,heatwave,LU,5,2,2050,RCP_2.6,ECB_climate_indicators,acute,1867.91,True,80.49,7.754,C10
PR000369,CP00188,BANK03,sea_level_rise,DE,1,4,2030,RCP_4.5,ECB_climate_indicators,chronic,797.59,True,83.79,3.311,C29
PR000370,CP00188,BANK03,wildfire,DE,4,1,2050,RCP_2.6,ECB_climate_indicators,acute,797.59,True,32.04,3.311,C29
PR000371,CP00188,BANK03,windstorm,DE,3,5,2050,RCP_8.5,ECB_climate_indicators,acute,797.59,True,49.1,3.311,C29
PR000372,CP00189,BANK03,drought,BE,2,3,2050,RCP_8.5,ECB_climate_indicators,chronic,15.91,False,0.61,0.066,G46
PR000373,CP00189,BANK03,flood,BE,2,2,2030,RCP_4.5,ECB_climate_indicators,acute,15.91,False,1.41,0.066,G46
PR000374,CP00190,BANK03,windstorm,IE,2,5,2050,RCP_2.6,ECB_climate_indicators,acute,1.38,True,0.06,0.006,C30
PR000375,CP00190,BANK03,sea_level_rise,IE,2,2,2050,RCP_4.5,ECB_climate_indicators,chronic,1.38,False,0.15,0.006,C30
PR000376,CP00190,BANK03,heatwave,IE,5,4,2030,RCP_8.5,ECB_climate_indicators,acute,1.38,True,0.05,0.006,C30
PR000377,CP00191,BANK03,windstorm,AT,2,3,2050,RCP_4.5,ECB_climate_indicators,acute,14.63,False,0.56,0.061,C30
PR000378,CP00191,BANK03,heatwave,AT,4,4,2030,RCP_8.5,ECB_climate_indicators,acute,14.63,True,0.6,0.061,C30
PR000379,CP00191,BANK03,flood,AT,3,2,2050,RCP_4.5,ECB_climate_indicators,acute,14.63,False,1.56,0.061,C30
PR000380,CP00192,BANK03,sea_level_rise,DE,4,4,2030,RCP_4.5,ECB_climate_indicators,chronic,17.45,True,1.94,0.072,P85
PR000381,CP00192,BANK03,heatwave,DE,2,2,2050,RCP_4.5,ECB_climate_indicators,acute,17.45,False,0.69,0.072,P85
PR000382,CP00192,BANK03,drought,DE,4,4,2050,RCP_4.5,ECB_climate_indicators,chronic,17.45,True,1.04,0.072,P85
PR000383,CP00193,BANK03,heatwave,IT,3,2,2030,RCP_4.5,ECB_climate_indicators,acute,125.52,False,5.12,0.521,P85
PR000384,CP00193,BANK03,wildfire,IT,3,3,2050,RCP_8.5,ECB_climate_indicators,acute,125.52,False,12.07,0.521,P85
PR000385,CP00193,BANK03,drought,IT,3,2,2050,RCP_4.5,ECB_climate_indicators,chronic,125.52,False,4.78,0.521,P85
PR000386,CP00194,BANK03,windstorm,IT,1,2,2050,RCP_4.5,ECB_climate_indicators,acute,38.47,False,2.22,0.16,N78
PR000387,CP00194,BANK03,flood,IT,3,1,2050,RCP_2.6,ECB_climate_indicators,acute,38.47,False,5.5,0.16,N78
PR000388,CP00195,BANK03,drought,ES,2,3,2050,RCP_4.5,ECB_climate_indicators,chronic,2.1,False,0.16,0.009,C27
PR000389,CP00195,BANK03,wildfire,ES,1,4,2030,RCP_4.5,ECB_climate_indicators,acute,2.1,True,0.11,0.009,C27
PR000390,CP00195,BANK03,flood,ES,5,2,2050,RCP_2.6,ECB_climate_indicators,acute,2.1,True,0.17,0.009,C27
PR000391,CP00196,BANK03,windstorm,IT,2,3,2030,RCP_2.6,ECB_climate_indicators,acute,1877.65,False,110.39,7.795,E36
PR000392,CP00196,BANK03,drought,IT,3,3,2030,RCP_4.5,ECB_climate_indicators,chronic,1877.65,False,86.96,7.795,E36
PR000393,CP00197,BANK03,flood,FR,1,3,2050,RCP_8.5,ECB_climate_indicators,acute,59.87,False,6.8,0.249,J62
PR000394,CP00198,BANK03,wildfire,LU,4,4,2030,RCP_4.5,ECB_climate_indicators,acute,8.19,True,0.51,0.034,I56
PR000395,CP00198,BANK03,drought,LU,2,3,2050,RCP_4.5,ECB_climate_indicators,chronic,8.19,False,0.41,0.034,I56
PR000396,CP00198,BANK03,windstorm,LU,3,5,2050,RCP_2.6,ECB_climate_indicators,acute,8.19,True,0.31,0.034,I56
PR000397,CP00199,BANK03,drought,LU,4,4,2030,RCP_8.5,ECB_climate_indicators,chronic,1367.47,True,96.46,5.677,F41
PR000398,CP00199,BANK03,sea_level_rise,LU,2,3,2030,RCP_4.5,ECB_climate_indicators,chronic,1367.47,False,78.18,5.677,F41
