emissions_id,counterparty_id,reporting_year,scope_1_tco2e,scope_2_location_tco2e,scope_2_market_tco2e,scope_3_tco2e,total_ghg_tco2e,pcaf_data_quality_score,data_source,verification_status,gwp_basis
EM000232,CP00078,2022,2021.3,735.0,709.7,4999.0,7755.3,4,estimated_economic,modeled,IPCC_AR6
EM000233,CP00078,2023,1990.9,724.0,598.7,4817.7,7532.6,4,estimated_economic,modeled,IPCC_AR6
EM000234,CP00078,2024,1961.0,713.1,630.5,5554.1,8228.2,5,estimated_economic,modeled,IPCC_AR6
EM000235,CP00079,2022,44044.6,16016.2,13438.5,78299.7,138360.5,3,estimated_physical,self_reported,IPCC_AR6
EM000236,CP00079,2023,42845.8,15580.3,11631.0,87765.9,146192.0,3,estimated_physical,self_reported,IPCC_AR6
EM000237,CP00079,2024,41679.5,15156.2,12995.0,102017.1,158852.8,3,estimated_physical,self_reported,IPCC_AR6
EM000238,CP00080,2022,531012.6,193095.5,143775.4,1621846.0,2345954.1,2,reported,self_reported,IPCC_AR6
EM000239,CP00080,2023,516739.4,187905.2,178972.4,985102.3,1689746.9,3,estimated_physical,self_reported,IPCC_AR6
EM000240,CP00080,2024,502849.8,182854.5,130616.3,1251368.8,1937073.1,2,reported,self_reported,IPCC_AR6
EM000241,CP00081,2022,13721.3,4989.6,3634.2,25750.7,44461.6,3,estimated_physical,self_reported,IPCC_AR6
EM000242,CP00081,2023,13191.0,4796.7,3722.3,35502.7,53490.4,3,estimated_physical,self_reported,IPCC_AR6
EM000243,CP00081,2024,12681.2,4611.4,3924.5,26548.4,43841.0,2,reported,self_reported,IPCC_AR6
EM000244,CP00082,2022,2376.4,864.1,706.7,4711.4,7951.9,3,estimated_physical,self_reported,IPCC_AR6
EM000245,CP00082,2023,2328.5,846.7,668.3,4286.4,7461.6,5,estimated_economic,modeled,IPCC_AR6
EM000246,CP00082,2024,2281.6,829.7,747.6,5893.4,9004.7,4,estimated_economic,modeled,IPCC_AR6
EM000247,CP00083,2022,133021.2,48371.4,36576.4,417938.9,599331.5,3,estimated_physical,self_reported,IPCC_AR6
EM000248,CP00083,2023,128758.2,46821.2,41259.6,256327.4,431906.8,3,estimated_physical,self_reported,IPCC_AR6
EM000249,CP00083,2024,124631.8,45320.6,38989.9,374123.9,544076.3,1,reported,third_party_verified,IPCC_AR6
EM000250,CP00084,2022,1644103.9,597855.9,542579.3,3240695.0,5482654.8,3,estimated_physical,self_reported,IPCC_AR6
EM000251,CP00084,2023,1584094.6,576034.4,507236.4,4748574.8,6908703.8,4,estimated_economic,modeled,IPCC_AR6
EM000252,CP00084,2024,1526275.7,555009.4,550667.3,3716468.2,5797753.3,3,estimated_physical,self_reported,IPCC_AR6
EM000253,CP00085,2022,3145.0,1143.7,904.4,8601.1,12889.8,4,estimated_economic,modeled,IPCC_AR6
EM000254,CP00085,2023,3082.8,1121.0,822.3,5864.7,10068.5,3,estimated_physical,self_reported,IPCC_AR6
EM000255,CP00085,2024,3021.8,1098.8,1052.3,5262.6,9383.2,5,estimated_economic,modeled,IPCC_AR6
EM000256,CP00086,2022,61879.8,22501.8,19977.5,165533.0,249914.6,3,estimated_physical,self_reported,IPCC_AR6
EM000257,CP00086,2023,60608.7,22039.5,17417.3,174653.2,257301.4,2,reported,self_reported,IPCC_AR6
EM000258,CP00086,2024,59363.8,21586.8,15252.0,142513.5,223464.1,3,estimated_physical,self_reported,IPCC_AR6
EM000259,CP00087,2022,10681.4,3884.2,3268.3,29405.1,43970.7,5,estimated_economic,modeled,IPCC_AR6
EM000260,CP00087,2023,10303.0,3746.5,2848.8,30748.5,44798.0,4,estimated_economic,modeled,IPCC_AR6
EM000261,CP00087,2024,9938.0,3613.8,2584.9,25409.4,38961.2,5,estimated_economic,modeled,IPCC_AR6
EM000262,CP00088,2022,184767.8,67188.3,64136.9,511506.2,763462.3,3,estimated_physical,self_reported,IPCC_AR6
EM000263,CP00088,2023,180871.5,65771.4,56977.2,507108.8,753751.7,2,reported,self_reported,IPCC_AR6
EM000264,CP00088,2024,177057.3,64384.5,54458.4,380038.2,621480.0,2,reported,self_reported,IPCC_AR6
EM000265,CP00089,2022,44157.1,16057.1,13590.3,120004.6,180218.8,4,estimated_economic,modeled,IPCC_AR6
EM000266,CP00089,2023,43200.8,15709.4,12985.4,119672.2,178582.4,3,estimated_physical,self_reported,IPCC_AR6
EM000267,CP00089,2024,42265.3,15369.2,14875.3,92279.6,149914.1,2,reported,self_reported,IPCC_AR6
EM000268,CP00090,2022,5075.4,1845.6,1483.9,24147.8,31068.8,4,estimated_economic,modeled,IPCC_AR6
EM000269,CP00090,2023,4944.4,1798.0,1414.0,26395.0,33137.4,2,reported,self_reported,IPCC_AR6
EM000270,CP00090,2024,4816.9,1751.6,1348.1,18744.0,25312.5,3,estimated_physical,self_reported,IPCC_AR6
EM000271,CP00091,2022,1500.2,545.5,519.7,6469.0,8514.7,3,estimated_physical,self_reported,IPCC_AR6
EM000272,CP00091,2023,1481.1,538.6,424.4,7734.7,9754.4,2,reported,self_reported,IPCC_AR6
EM000273,CP00091,2024,1462.2,531.7,505.1,7863.8,9857.7,4,estimated_economic,modeled,IPCC_AR6
EM000274,CP00092,2022,83107.8,30221.0,28811.5,467089.5,580418.3,3,estimated_physical,self_reported,IPCC_AR6
EM000275,CP00092,2023,81615.0,29678.2,27445.7,418002.7,529295.9,2,reported,self_reported,IPCC_AR6
EM000276,CP00092,2024,80149.0,29145.1,22145.8,420871.7,530165.8,1,reported,third_party_verified,IPCC_AR6
EM000277,CP00093,2022,41202.3,14982.6,11852.7,96034.8,152219.7,5,estimated_economic,modeled,IPCC_AR6
EM000278,CP00093,2023,39678.9,14428.7,10178.6,80414.0,134521.6,3,estimated_physical,self_reported,IPCC_AR6
EM000279,CP00093,2024,38211.8,13895.2,10387.8,115228.3,167335.3,4,estimated_economic,modeled,IPCC_AR6
EM000280,CP00094,2022,105349.8,38309.0,31765.3,185970.3,329629.1,2,reported,self_reported,IPCC_AR6
EM000281,CP00094,2023,103962.7,37804.6,29004.8,273181.0,414948.3,2,reported,self_reported,IPCC_AR6
EM000282,CP00094,2024,102593.9,37306.9,30090.7,215230.1,355130.9,3,estimated_physical,self_reported,IPCC_AR6
EM000283,CP00095,2022,211824.0,77026.9,69866.5,447398.4,736249.3,1,reported,third_party_verified,IPCC_AR6
EM000284,CP00095,2023,208928.7,75974.1,69282.4,517559.7,802462.5,2,reported,self_reported,IPCC_AR6
EM000285,CP00095,2024,206072.9,74935.6,62731.6,635293.5,916302.0,2,reported,self_reported,IPCC_AR6
EM000286,CP00096,2022,657055.1,238929.1,223314.3,1231407.7,2127391.9,3,estimated_physical,self_reported,IPCC_AR6
EM000287,CP00096,2023,632959.5,230167.1,164015.0,1970668.4,2833795.0,4,estimated_economic,modeled,IPCC_AR6
EM000288,CP00096,2024,609747.6,221726.4,213136.9,1142315.5,1973789.5,3,estimated_physical,self_reported,IPCC_AR6
EM000289,CP00097,2022,11348.7,4126.8,3515.1,24381.5,39857.0,3,estimated_physical,self_reported,IPCC_AR6
EM000290,CP00097,2023,10948.2,3981.2,3559.7,30622.5,45551.9,2,reported,self_reported,IPCC_AR6
EM000291,CP00097,2024,10561.9,3840.7,3666.2,23352.0,37754.6,2,reported,self_reported,IPCC_AR6
EM000292,CP00098,2022,2949.0,1072.4,1011.0,16346.9,20368.3,3,estimated_physical,self_reported,IPCC_AR6
EM000293,CP00098,2023,2867.8,1042.8,756.6,12384.0,16294.6,3,estimated_physical,self_reported,IPCC_AR6
EM000294,CP00098,2024,2788.9,1014.1,819.6,12291.7,16094.7,4,estimated_economic,modeled,IPCC_AR6
EM000295,CP00099,2022,17971.2,6535.0,5021.9,50820.7,75326.9,3,estimated_physical,self_reported,IPCC_AR6
EM000296,CP00099,2023,17334.0,6303.3,5186.3,50250.8,73888.1,3,estimated_physical,self_reported,IPCC_AR6
EM000297,CP00099,2024,16719.5,6079.8,5705.2,40023.1,62822.4,4,estimated_economic,modeled,IPCC_AR6
EM000298,CP00100,2022,1827.1,664.4,625.8,3531.0,6022.5,3,estimated_physical,self_reported,IPCC_AR6
EM000299,CP00100,2023,1755.6,638.4,507.2,5456.2,7850.2,3,estimated_physical,self_reported,IPCC_AR6
EM000300,CP00100,2024,1687.0,613.4,440.7,5338.1,7638.5,3,estimated_physical,self_reported,IPCC_AR6
EM000301,CP00101,2022,147735.7,53722.1,38537.2,764951.0,966408.8,4,estimated_economic,modeled,IPCC_AR6
EM000302,CP00101,2023,144752.2,52637.2,47273.9,745416.6,942806.0,4,estimated_economic,modeled,IPCC_AR6
EM000303,CP00101,2024,141829.0,51574.2,42321.8,684944.1,878347.3,3,estimated_physical,self_reported,IPCC_AR6
EM000304,CP00102,2022,26556.0,9656.7,9393.7,57530.0,93742.7,4,estimated_economic,modeled,IPCC_AR6
EM000305,CP00102,2023,25934.8,9430.9,8094.9,44862.6,80228.3,3,estimated_physical,self_reported,IPCC_AR6
EM000306,CP00102,2024,25328.2,9210.2,7680.0,77852.5,112390.9,4,estimated_economic,modeled,IPCC_AR6
EM000307,CP00103,2022,21707.2,7893.5,7177.1,62499.2,92099.9,3,estimated_physical,self_reported,IPCC_AR6
EM000308,CP00103,2023,21193.5,7706.7,6329.9,64120.6,93020.8,4,estimated_economic,modeled,IPCC_AR6
EM000309,CP00103,2024,20691.9,7524.3,5350.5,41564.7,69780.9,3,estimated_physical,self_reported,IPCC_AR6
EM000310,CP00104,2022,2498.9,908.7,906.5,7017.1,10424.7,3,estimated_physical,self_reported,IPCC_AR6
EM000311,CP00104,2023,2453.3,892.1,772.1,5241.0,8586.4,3,estimated_physical,self_reported,IPCC_AR6
EM000312,CP00104,2024,2408.6,875.8,655.1,5987.6,9272.0,5,estimated_economic,modeled,IPCC_AR6
EM000313,CP00105,2022,211084.0,76757.8,71557.3,546871.8,834713.6,2,reported,self_reported,IPCC_AR6
EM000314,CP00105,2023,207685.1,75521.9,55367.6,579053.5,862260.5,3,estimated_physical,self_reported,IPCC_AR6
EM000315,CP00105,2024,204341.0,74305.8,65990.7,369135.0,647781.8,2,reported,self_reported,IPCC_AR6
EM000316,CP00106,2022,4071.6,1480.6,1168.8,10899.2,16451.4,3,estimated_physical,self_reported,IPCC_AR6
EM000317,CP00106,2023,3914.6,1423.5,1416.2,10974.1,16312.2,4,estimated_economic,modeled,IPCC_AR6
EM000318,CP00106,2024,3763.6,1368.6,1190.2,10930.7,16062.9,5,estimated_economic,modeled,IPCC_AR6
EM000319,CP00107,2022,302329.3,109937.9,88511.1,756902.7,1169169.9,2,reported,self_reported,IPCC_AR6
EM000320,CP00107,2023,295929.7,107610.8,98405.4,632468.4,1036008.9,3,estimated_physical,self_reported,IPCC_AR6
EM000321,CP00107,2024,289665.5,105332.9,90154.4,784557.1,1179555.5,3,estimated_physical,self_reported,IPCC_AR6
EM000322,CP00108,2022,214992.0,78178.9,63198.3,553787.7,846958.6,4,estimated_economic,modeled,IPCC_AR6
EM000323,CP00108,2023,208506.9,75820.7,71918.3,388342.3,672669.9,4,estimated_economic,modeled,IPCC_AR6
EM000324,CP00108,2024,202217.4,73533.6,71074.1,371851.0,647602.0,2,reported,self_reported,IPCC_AR6
EM000325,CP00109,2022,596.1,216.8,190.0,2622.0,3434.9,4,estimated_economic,modeled,IPCC_AR6
EM000326,CP00109,2023,580.2,211.0,164.4,2800.7,3591.9,4,estimated_economic,modeled,IPCC_AR6
EM000327,CP00109,2024,564.8,205.4,170.9,2693.8,3464.0,4,estimated_economic,modeled,IPCC_AR6
EM000328,CP00110,2022,8462.8,3077.4,2287.4,26671.0,38211.2,4,estimated_economic,modeled,IPCC_AR6
EM000329,CP00110,2023,8248.6,2999.5,2216.1,15716.9,26965.0,4,estimated_economic,modeled,IPCC_AR6
EM000330,CP00110,2024,8039.8,2923.6,2150.1,22155.8,33119.2,4,estimated_economic,modeled,IPCC_AR6
EM000331,CP00111,2022,324144.0,117870.5,95569.4,913297.4,1355311.9,4,estimated_economic,modeled,IPCC_AR6
EM000332,CP00111,2023,315781.3,114829.6,94457.2,985223.7,1415834.6,3,estimated_physical,self_reported,IPCC_AR6
EM000333,CP00111,2024,307634.4,111867.0,79658.8,583331.7,1002833.1,3,estimated_physical,self_reported,IPCC_AR6
EM000334,CP00112,2022,193100.9,70218.5,59389.2,613613.6,876933.0,2,reported,self_reported,IPCC_AR6
EM000335,CP00112,2023,187528.8,68192.3,59797.0,540722.3,796443.4,1,reported,third_party_verified,IPCC_AR6
EM000336,CP00112,2024,182117.5,66224.5,64020.4,325959.6,574301.6,3,estimated_physical,self_reported,IPCC_AR6
EM000337,CP00113,2022,22972.2,8353.5,6721.2,56007.1,87332.8,2,reported,self_reported,IPCC_AR6
EM000338,CP00113,2023,22617.8,8224.6,7171.2,67855.2,98697.6,3,estimated_physical,self_reported,IPCC_AR6
EM000339,CP00113,2024,22268.9,8097.8,7566.6,56816.9,87183.6,4,estimated_economic,modeled,IPCC_AR6
EM000340,CP00114,2022,18351.0,6673.1,5681.7,47900.3,72924.4,4,estimated_economic,modeled,IPCC_AR6
EM000341,CP00114,2023,18013.3,6550.3,5467.7,43178.2,67741.8,3,estimated_physical,self_reported,IPCC_AR6
EM000342,CP00114,2024,17681.9,6429.8,6043.6,52940.9,77052.6,3,estimated_physical,self_reported,IPCC_AR6
EM000343,CP00115,2022,6353.2,2310.2,1992.1,25461.1,34124.5,3,estimated_physical,self_reported,IPCC_AR6
EM000344,CP00115,2023,6177.1,2246.2,2068.2,37584.5,46007.8,4,estimated_economic,modeled,IPCC_AR6
EM000345,CP00115,2024,6005.9,2184.0,1992.2,31174.2,39364.1,4,estimated_economic,modeled,IPCC_AR6
EM000346,CP00116,2022,186172.5,67699.1,49903.3,513833.8,767705.4,2,reported,self_reported,IPCC_AR6
EM000347,CP00116,2023,183172.3,66608.1,58988.9,465615.9,715396.3,1,reported,third_party_verified,IPCC_AR6
EM000348,CP00116,2024,180220.5,65534.7,57085.5,462758.0,708513.2,1,reported,third_party_verified,IPCC_AR6
EM000349,CP00117,2022,4978.2,1810.2,1775.5,15128.7,21917.1,3,estimated_physical,self_reported,IPCC_AR6
EM000350,CP00117,2023,4850.1,1763.7,1650.9,9617.3,16231.1,3,estimated_physical,self_reported,IPCC_AR6
EM000351,CP00117,2024,4725.3,1718.3,1660.4,9825.9,16269.5,5,estimated_economic,modeled,IPCC_AR6
EM000352,CP00118,2022,1997.3,726.3,518.2,10143.8,12867.4,3,estimated_physical,self_reported,IPCC_AR6
EM000353,CP00118,2023,1965.7,714.8,594.1,11419.3,14099.8,2,reported,self_reported,IPCC_AR6
EM000354,CP00118,2024,1934.7,703.5,559.4,8762.4,11400.6,4,estimated_economic,modeled,IPCC_AR6
EM000355,CP00119,2022,4905.9,1784.0,1325.9,9147.0,15836.9,3,estimated_physical,self_reported,IPCC_AR6
EM000356,CP00119,2023,4726.5,1718.7,1361.3,9899.8,16345.0,3,estimated_physical,self_reported,IPCC_AR6
EM000357,CP00119,2024,4553.7,1655.9,1464.4,10555.4,16765.0,3,estimated_physical,self_reported,IPCC_AR6
EM000358,CP00120,2022,145058.7,52748.6,41988.5,261735.0,459542.3,2,reported,self_reported,IPCC_AR6
EM000359,CP00120,2023,139374.6,50681.7,41186.7,324207.3,514263.6,2,reported,self_reported,IPCC_AR6
EM000360,CP00120,2024,133913.2,48695.7,37046.1,393332.4,575941.3,1,reported,third_party_verified,IPCC_AR6
EM000361,CP00121,2022,4747.6,1726.4,1407.9,11604.1,18078.1,5,estimated_economic,modeled,IPCC_AR6
EM000362,CP00121,2023,4641.2,1687.7,1416.7,8761.0,15089.9,3,estimated_physical,self_reported,IPCC_AR6
EM000363,CP00121,2024,4537.1,1649.9,1356.6,10515.7,16702.7,4,estimated_economic,modeled,IPCC_AR6
EM000364,CP00122,2022,33847.9,12308.3,11108.6,71574.1,117730.3,4,estimated_economic,modeled,IPCC_AR6
EM000365,CP00122,2023,33393.9,12143.2,11360.7,69490.6,115027.7,3,estimated_physical,self_reported,IPCC_AR6
EM000366,CP00122,2024,32945.9,11980.3,8687.8,71386.9,116313.1,3,estimated_physical,self_reported,IPCC_AR6
EM000367,CP00123,2022,20112.0,7313.5,7281.3,63225.2,90650.7,4,estimated_economic,modeled,IPCC_AR6
EM000368,CP00123,2023,19430.3,7065.6,5844.1,55762.9,82258.8,4,estimated_economic,modeled,IPCC_AR6
EM000369,CP00123,2024,18771.7,6826.1,4780.3,57452.0,83049.8,4,estimated_economic,modeled,IPCC_AR6
EM000370,CP00124,2022,10813.2,3932.1,2753.1,23185.4,37930.7,4,estimated_economic,modeled,IPCC_AR6
EM000371,CP00124,2023,10649.7,3872.6,3405.4,32939.3,47461.6,3,estimated_physical,self_reported,IPCC_AR6
EM000372,CP00124,2024,10488.7,3814.1,3072.0,30989.1,45291.9,3,estimated_physical,self_reported,IPCC_AR6
EM000373,CP00125,2022,6217.3,2260.9,2084.0,15355.3,23833.5,3,estimated_physical,self_reported,IPCC_AR6
EM000374,CP00125,2023,6077.8,2210.1,1809.2,15482.9,23770.8,4,estimated_economic,modeled,IPCC_AR6
EM000375,CP00125,2024,5941.4,2160.5,1873.0,11284.4,19386.3,3,estimated_physical,self_reported,IPCC_AR6
EM000376,CP00126,2022,117829.8,42847.2,34084.6,308384.3,469061.3,3,estimated_physical,self_reported,IPCC_AR6
EM000377,CP00126,2023,114643.6,41688.6,32450.7,312143.7,468475.9,2,reported,self_reported,IPCC_AR6
EM000378,CP00126,2024,111543.5,40561.3,31385.5,315299.5,467404.3,2,reported,self_reported,IPCC_AR6
EM000379,CP00127,2022,43560.1,15840.0,11163.4,104341.2,163741.3,3,estimated_physical,self_reported,IPCC_AR6
EM000380,CP00127,2023,42264.1,15368.8,10767.6,115680.3,173313.2,3,estimated_physical,self_reported,IPCC_AR6
EM000381,CP00127,2024,41006.7,14911.5,13447.4,99235.3,155153.5,4,estimated_economic,modeled,IPCC_AR6
EM000382,CP00128,2022,3039.2,1105.2,952.1,16274.8,20419.2,4,estimated_economic,modeled,IPCC_AR6
EM000383,CP00128,2023,2999.2,1090.6,788.8,16781.8,20871.6,3,estimated_physical,self_reported,IPCC_AR6
EM000384,CP00128,2024,2959.8,1076.3,970.3,10150.8,14186.9,4,estimated_economic,modeled,IPCC_AR6
EM000385,CP00129,2022,763474.1,277627.0,224153.2,2225669.8,3266770.9,4,estimated_economic,modeled,IPCC_AR6
EM000386,CP00129,2023,741020.2,269461.9,244970.2,1466574.9,2477057.0,4,estimated_economic,modeled,IPCC_AR6
EM000387,CP00129,2024,719226.7,261537.0,256534.9,1244693.0,2225456.7,3,estimated_physical,self_reported,IPCC_AR6
EM000388,CP00130,2022,1816.6,660.6,645.0,3174.2,5651.4,4,estimated_economic,modeled,IPCC_AR6
EM000389,CP00130,2023,1756.0,638.6,564.5,3942.6,6337.2,3,estimated_physical,self_reported,IPCC_AR6
EM000390,CP00130,2024,1697.5,617.3,475.5,3674.6,5989.4,5,estimated_economic,modeled,IPCC_AR6
EM000391,CP00131,2022,2099.9,763.6,696.5,4476.3,7339.8,5,estimated_economic,modeled,IPCC_AR6
EM000392,CP00131,2023,2038.7,741.4,701.6,4130.7,6910.8,3,estimated_physical,self_reported,IPCC_AR6
EM000393,CP00131,2024,1979.4,719.8,626.8,4555.6,7254.8,5,estimated_economic,modeled,IPCC_AR6
EM000394,CP00132,2022,9363.2,3404.8,3080.4,25186.5,37954.5,3,estimated_physical,self_reported,IPCC_AR6
EM000395,CP00132,2023,9143.6,3325.0,2455.4,23320.7,35789.3,2,reported,self_reported,IPCC_AR6
EM000396,CP00132,2024,8929.2,3247.0,2828.0,16197.4,28373.6,3,estimated_physical,self_reported,IPCC_AR6
EM000397,CP00133,2022,235271.6,85553.3,77288.3,675282.8,996107.7,1,reported,third_party_verified,IPCC_AR6
EM000398,CP00133,2023,229552.7,83473.7,71777.6,729760.8,1042787.2,2,reported,self_reported,IPCC_AR6
EM000399,CP00133,2024,223972.8,81444.7,68102.3,468252.3,773669.8,2,reported,self_reported,IPCC_AR6
EM000400,CP00134,2022,419071.3,152389.6,149589.9,1302085.2,1873546.1,1,reported,third_party_verified,IPCC_AR6
EM000401,CP00134,2023,410366.7,149224.3,116724.8,966498.7,1526089.7,3,estimated_physical,self_reported,IPCC_AR6
EM000402,CP00134,2024,401843.0,146124.7,118133.3,1092969.4,1640937.1,2,reported,self_reported,IPCC_AR6
EM000403,CP00135,2022,7014.2,2550.6,2106.8,14371.2,23936.0,4,estimated_economic,modeled,IPCC_AR6
EM000404,CP00135,2023,6919.6,2516.2,1908.2,16463.3,25899.1,3,estimated_physical,self_reported,IPCC_AR6
EM000405,CP00135,2024,6826.3,2482.3,1756.5,12551.3,21859.9,4,estimated_economic,modeled,IPCC_AR6
EM000406,CP00136,2022,236199.3,85890.7,66564.9,553262.3,875352.3,2,reported,self_reported,IPCC_AR6
EM000407,CP00136,2023,233682.1,84975.3,75440.9,458114.7,776772.1,3,estimated_physical,self_reported,IPCC_AR6
EM000408,CP00136,2024,231191.7,84069.7,79228.8,430162.9,745424.3,3,estimated_physical,self_reported,IPCC_AR6
EM000409,CP00137,2022,1673.8,608.7,445.8,3700.0,5982.5,4,estimated_economic,modeled,IPCC_AR6
EM000410,CP00137,2023,1638.3,595.8,426.8,3390.1,5624.2,4,estimated_economic,modeled,IPCC_AR6
EM000411,CP00137,2024,1603.6,583.1,573.2,3543.1,5729.8,5,estimated_economic,modeled,IPCC_AR6
EM000412,CP00138,2022,238560.5,86749.3,75791.2,678344.6,1003654.4,3,estimated_physical,self_reported,IPCC_AR6
EM000413,CP00138,2023,233452.2,84891.7,60273.4,430521.1,748865.0,2,reported,self_reported,IPCC_AR6
EM000414,CP00138,2024,228453.3,83073.9,59772.4,497926.9,809454.1,4,estimated_economic,modeled,IPCC_AR6
EM000415,CP00139,2022,3955.0,1438.2,1276.9,9369.5,14762.7,4,estimated_economic,modeled,IPCC_AR6
EM000416,CP00139,2023,3905.9,1420.3,1232.5,7089.5,12415.7,4,estimated_economic,modeled,IPCC_AR6
EM000417,CP00139,2024,3857.3,1402.7,1022.2,8303.0,13563.0,4,estimated_economic,modeled,IPCC_AR6
EM000418,CP00140,2022,327035.3,118921.9,83623.7,850682.1,1296639.3,3,estimated_physical,self_reported,IPCC_AR6
EM000419,CP00140,2023,316241.0,114996.7,110854.7,722165.2,1153402.9,4,estimated_economic,modeled,IPCC_AR6
EM000420,CP00140,2024,305802.9,111201.1,109118.9,804304.4,1221308.4,3,estimated_physical,self_reported,IPCC_AR6
EM000421,CP00141,2022,103605.9,37674.9,27533.1,228090.7,369371.5,2,reported,self_reported,IPCC_AR6
EM000422,CP00141,2023,100873.0,36681.1,34363.8,261736.4,399290.5,2,reported,self_reported,IPCC_AR6
EM000423,CP00141,2024,98212.2,35713.5,31828.2,196750.7,330676.4,3,estimated_physical,self_reported,IPCC_AR6
EM000424,CP00142,2022,402988.8,146541.4,113268.6,1122466.5,1671996.7,3,estimated_physical,self_reported,IPCC_AR6
EM000425,CP00142,2023,391959.1,142530.6,113098.0,1133539.1,1668028.8,2,reported,self_reported,IPCC_AR6
EM000426,CP00142,2024,381231.2,138629.5,128414.2,899731.2,1419591.9,4,estimated_economic,modeled,IPCC_AR6
EM000427,CP00143,2022,473439.7,172159.9,136454.3,1354168.0,1999767.6,2,reported,self_reported,IPCC_AR6
EM000428,CP00143,2023,467075.1,169845.5,119303.6,1038392.3,1675312.9,3,estimated_physical,self_reported,IPCC_AR6
EM000429,CP00143,2024,460796.1,167562.2,120174.8,1189705.4,1818063.7,3,estimated_physical,self_reported,IPCC_AR6
EM000430,CP00144,2022,398087.9,144759.2,109817.5,1187422.9,1730270.0,3,estimated_physical,self_reported,IPCC_AR6
EM000431,CP00144,2023,392138.5,142595.8,133409.7,789482.6,1324216.9,4,estimated_economic,modeled,IPCC_AR6
EM000432,CP00144,2024,386278.1,140464.8,127603.1,857998.9,1384741.8,3,estimated_physical,self_reported,IPCC_AR6
EM000433,CP00145,2022,2667953.9,970165.1,959415.2,5885156.2,9523275.2,3,estimated_physical,self_reported,IPCC_AR6
EM000434,CP00145,2023,2609239.9,948814.5,710362.2,6850647.3,10408701.7,3,estimated_physical,self_reported,IPCC_AR6
EM000435,CP00145,2024,2551818.0,927933.8,661299.1,6091814.5,9571566.3,4,estimated_economic,modeled,IPCC_AR6
EM000436,CP00146,2022,654.4,238.0,211.1,1339.4,2231.8,4,estimated_economic,modeled,IPCC_AR6
EM000437,CP00146,2023,628.3,228.5,225.2,1300.7,2157.5,5,estimated_economic,modeled,IPCC_AR6
EM000438,CP00146,2024,603.2,219.4,167.1,1331.0,2153.6,5,estimated_economic,modeled,IPCC_AR6
EM000439,CP00147,2022,3540.4,1287.4,912.8,7974.8,12802.6,3,estimated_physical,self_reported,IPCC_AR6
EM000440,CP00147,2023,3503.9,1274.2,966.3,6614.8,11392.9,4,estimated_economic,modeled,IPCC_AR6
EM000441,CP00147,2024,3467.8,1261.0,899.3,8949.4,13678.2,5,estimated_economic,modeled,IPCC_AR6
EM000442,CP00148,2022,1009.2,367.0,336.0,1992.8,3369.0,5,estimated_economic,modeled,IPCC_AR6
EM000443,CP00148,2023,974.8,354.5,267.1,2162.8,3492.1,4,estimated_economic,modeled,IPCC_AR6
EM000444,CP00148,2024,941.6,342.4,333.2,1647.6,2931.6,5,estimated_economic,modeled,IPCC_AR6
EM000445,CP00149,2022,4931.9,1793.4,1315.1,11226.1,17951.4,5,estimated_economic,modeled,IPCC_AR6
EM000446,CP00149,2023,4834.9,1758.1,1357.3,14972.7,21565.7,4,estimated_economic,modeled,IPCC_AR6
EM000447,CP00149,2024,4739.8,1723.5,1693.1,13794.3,20257.6,4,estimated_economic,modeled,IPCC_AR6
EM000448,CP00150,2022,1319203.1,479710.2,345205.8,3979550.4,5778463.7,3,estimated_physical,self_reported,IPCC_AR6
EM000449,CP00150,2023,1305919.9,474879.9,445660.3,2521589.1,4302388.9,3,estimated_physical,self_reported,IPCC_AR6
EM000450,CP00150,2024,1292770.3,470098.3,381849.8,2586156.1,4349024.7,2,reported,self_reported,IPCC_AR6
EM000451,CP00151,2022,1099410.8,399785.7,353733.7,2284945.8,3784142.3,2,reported,self_reported,IPCC_AR6
EM000452,CP00151,2023,1087657.5,395511.8,370545.6,2171701.5,3654870.8,3,estimated_physical,self_reported,IPCC_AR6
EM000453,CP00151,2024,1076029.8,391283.6,367291.5,2368089.8,3835403.2,2,reported,self_reported,IPCC_AR6
EM000454,CP00152,2022,21847.5,7944.6,6059.9,68696.3,98488.4,4,estimated_economic,modeled,IPCC_AR6
EM000455,CP00152,2023,21531.7,7829.7,7039.3,39576.8,68938.2,3,estimated_physical,self_reported,IPCC_AR6
EM000456,CP00152,2024,21220.5,7716.5,7140.8,38488.0,67425.0,3,estimated_physical,self_reported,IPCC_AR6
EM000457,CP00153,2022,21090.1,7669.1,6108.8,51722.7,80481.9,3,estimated_physical,self_reported,IPCC_AR6
EM000458,CP00153,2023,20568.7,7479.5,6841.5,46666.3,74714.5,3,estimated_physical,self_reported,IPCC_AR6
EM000459,CP00153,2024,20060.1,7294.6,5983.6,49084.6,76439.3,3,estimated_physical,self_reported,IPCC_AR6
EM000460,CP00154,2022,22492.5,8179.1,6223.5,39858.8,70530.4,3,estimated_physical,self_reported,IPCC_AR6
EM000461,CP00154,2023,21986.9,7995.2,6330.6,65727.4,95709.5,3,estimated_physical,self_reported,IPCC_AR6
EM000462,CP00154,2024,21492.6,7815.5,7664.3,65058.3,94366.4,3,estimated_physical,self_reported,IPCC_AR6
EM000463,CP00155,2022,187965.7,68351.2,56960.6,360144.9,616461.8,1,reported,third_party_verified,IPCC_AR6
