collateral_id,exposure_id,bank_id,counterparty_id,collateral_type,property_type,country,market_value_meur,ltv_pct,epc_rating,year_built,floor_area_sqm,valuation_date,physical_risk_score,market_value_at_origination_meur,building_emissions_tco2e,postcode,flood_zone_class,exposure_amount_meur
COL00180,EXP000476,BANK04,CP00239,real_estate,logistics,PT,9.76,51.3,F,1977,5581,2024-06-20,3,10.78,627.86,60668,high,5.01
COL00181,EXP000478,BANK04,CP00241,real_estate,industrial,DE,53.54,69.7,A,1960,10418,2024-12-19,2,57.61,197.94,28568,medium,37.3
COL00182,EXP000480,BANK04,CP00241,real_estate,office,NL,88.43,53.7,A,1968,11683,2024-10-13,3,93.48,175.25,4385 LM,high,47.48
COL00183,EXP000481,BANK04,CP00241,real_estate,industrial,PT,30.23,64.6,C,2014,19351,2023-11-10,2,29.32,822.42,23889,medium,19.54
COL00184,EXP000490,BANK04,CP00249,real_estate,office,FR,675.1,51.1,B,1993,18670,2023-04-15,1,641.09,97.08,21567,low,344.86
COL00185,EXP000491,BANK04,CP00249,real_estate,residential_multi,IE,209.69,62.6,C,1995,24358,2024-09-22,3,173.58,1200.85,20869,high,131.29
COL00186,EXP000493,BANK04,CP00250,real_estate,mixed_use,FR,95.69,66.3,A,1978,4896,2023-06-18,3,91.76,12.73,52643,high,63.43
COL00187,EXP000495,BANK04,CP00250,real_estate,office,IE,98.21,70.3,A,2014,21985,2024-04-28,2,109.26,318.78,27248,medium,69.0
COL00188,EXP000497,BANK04,CP00251,real_estate,warehouse,IE,23.24,60.5,A,2020,11832,2023-11-16,4,21.8,171.56,28918,very_high,14.05
COL00189,EXP000498,BANK04,CP00251,real_estate,warehouse,PL,37.04,48.6,A,1995,23509,2023-05-27,4,25.98,764.04,20332,very_high,18.0
COL00190,EXP000500,BANK04,CP00252,real_estate,logistics,FI,264.74,71.0,D,2004,6033,2023-01-26,4,312.58,377.06,57628,very_high,188.0
COL00191,EXP000503,BANK04,CP00254,real_estate,warehouse,PL,128.74,55.4,B,1984,12732,2024-01-19,2,154.4,827.58,84412,medium,71.37
COL00192,EXP000505,BANK05,CP00256,real_estate,warehouse,NL,132.55,67.8,D,2002,3283,2024-01-13,5,132.98,246.22,6617 VB,very_high,89.84
COL00193,EXP000506,BANK05,CP00257,real_estate,retail,FR,93.02,75.2,A,2021,13251,2023-02-14,5,115.34,34.45,83920,very_high,69.93
COL00194,EXP000509,BANK05,CP00258,real_estate,warehouse,FI,5.8,49.0,B,2020,20108,2024-10-09,3,4.51,502.7,90680,high,2.84
COL00195,EXP000510,BANK05,CP00259,real_estate,logistics,IE,3.54,50.6,F,1964,12308,2023-01-30,3,3.08,1606.19,85856,high,1.79
COL00196,EXP000521,BANK05,CP00263,real_estate,office,PT,6.36,59.6,F,1967,14728,2024-10-14,3,6.3,1656.9,92272,high,3.79
COL00197,EXP000522,BANK05,CP00263,real_estate,retail,FR,2.25,45.8,F,1962,11100,2024-11-19,4,1.59,259.74,45538,very_high,1.03
COL00198,EXP000526,BANK05,CP00265,real_estate,warehouse,IT,14.74,51.3,E,1961,21974,2024-02-17,3,10.33,2032.16,68772,high,7.56
COL00199,EXP000528,BANK05,CP00266,real_estate,mixed_use,AT,11.63,57.1,C,1970,5855,2024-03-30,1,11.87,109.49,18850,low,6.64
COL00200,EXP000532,BANK05,CP00267,real_estate,mixed_use,DE,6.0,48.7,E,1995,18568,2023-12-26,1,4.39,2398.99,30179,low,2.92
COL00201,EXP000533,BANK05,CP00267,real_estate,office,ES,6.1,55.2,F,1974,3167,2023-07-06,3,6.95,206.65,26979,high,3.37
COL00202,EXP000534,BANK05,CP00268,real_estate,office,IE,19.94,50.3,E,1987,21104,2024-01-19,3,21.26,2080.85,60256,high,10.02
COL00203,EXP000540,BANK05,CP00270,real_estate,mixed_use,AT,690.53,67.9,E,1976,10374,2023-02-24,2,684.79,387.99,57692,medium,469.12
COL00204,EXP000542,BANK05,CP00271,real_estate,warehouse,FR,1.31,63.4,D,1984,9139,2023-07-24,2,1.25,118.81,34708,medium,0.83
COL00205,EXP000543,BANK05,CP00272,real_estate,retail,IT,36.28,72.3,E,2006,11631,2024-10-19,3,36.37,1075.63,04105,high,26.23
COL00206,EXP000547,BANK05,CP00273,real_estate,warehouse,NL,591.48,60.7,G,1986,23209,2024-03-20,2,577.92,4177.62,9727 TM,medium,359.1
COL00207,EXP000551,BANK05,CP00275,real_estate,warehouse,AT,271.07,55.7,E,1994,3173,2024-06-09,4,239.78,118.67,78874,very_high,150.89
COL00208,EXP000554,BANK05,CP00276,real_estate,office,ES,163.41,47.0,E,1983,15771,2023-05-24,3,117.99,777.51,50249,high,76.73
COL00209,EXP000555,BANK05,CP00276,real_estate,logistics,DE,426.16,54.7,E,1973,20826,2024-01-03,4,347.53,2690.72,49085,very_high,232.93
COL00210,EXP000556,BANK05,CP00277,real_estate,retail,FI,4.63,62.4,D,1983,11931,2023-11-10,2,4.26,745.69,74513,medium,2.89
COL00211,EXP000557,BANK05,CP00277,real_estate,residential_multi,ES,8.17,49.3,F,2015,24151,2024-02-13,3,6.28,1575.85,39551,high,4.03
COL00212,EXP000559,BANK05,CP00278,real_estate,warehouse,BE,9.4,62.3,F,1998,1514,2023-08-28,4,9.77,115.82,75038,very_high,5.86
COL00213,EXP000562,BANK05,CP00281,real_estate,mixed_use,NL,14.73,64.8,D,1963,5574,2024-06-08,2,15.03,418.05,2182 SW,medium,9.55
COL00214,EXP000563,BANK05,CP00282,real_estate,logistics,FR,552.4,46.5,E,1977,4456,2024-11-10,2,489.14,78.78,10661,medium,257.1
COL00215,EXP000569,BANK05,CP00283,real_estate,mixed_use,IT,1.37,62.0,F,2018,227,2024-11-05,1,1.76,27.78,75914,low,0.85
COL00216,EXP000572,BANK05,CP00286,real_estate,industrial,ES,118.25,48.3,B,1991,5250,2024-12-02,3,96.17,76.12,40804,high,57.07
COL00217,EXP000574,BANK05,CP00286,real_estate,office,BE,96.67,58.0,C,1987,15676,2024-11-15,2,92.57,453.04,97561,medium,56.08
COL00218,EXP000575,BANK05,CP00286,real_estate,office,IT,55.43,60.7,C,1977,13303,2023-12-01,4,53.85,615.13,05876,very_high,33.62
COL00219,EXP000580,BANK05,CP00290,real_estate,office,BE,12.37,62.0,D,1963,7464,2024-09-15,2,13.09,317.22,14184,medium,7.67
COL00220,EXP000583,BANK05,CP00291,real_estate,warehouse,NL,2.37,48.9,D,2010,2731,2024-10-23,2,2.0,204.82,8704 JX,medium,1.16
COL00221,EXP000584,BANK05,CP00291,real_estate,retail,IT,3.05,59.0,B,1983,14149,2023-06-04,2,3.2,384.85,27457,medium,1.8
COL00222,EXP000585,BANK05,CP00292,real_estate,office,PL,1132.71,65.1,F,1982,5558,2024-02-12,3,1229.33,1625.71,44531,high,737.96
COL00223,EXP000587,BANK05,CP00293,real_estate,logistics,BE,208.83,51.0,B,2011,600,2023-06-14,2,158.89,10.2,61433,medium,106.58
COL00224,EXP000592,BANK05,CP00295,real_estate,residential_multi,BE,5.42,53.0,D,2014,1986,2023-11-07,3,4.7,84.41,56228,high,2.87
COL00225,EXP000594,BANK05,CP00296,real_estate,residential_multi,IE,21.81,57.1,F,2002,17731,2024-01-09,1,24.03,2313.9,81352,low,12.45
COL00226,EXP000597,BANK05,CP00298,real_estate,mixed_use,BE,1.55,60.6,D,1979,427,2023-12-12,5,1.43,18.15,94618,very_high,0.94
COL00227,EXP000600,BANK05,CP00299,real_estate,warehouse,ES,6.18,51.1,E,1966,15429,2023-10-16,1,5.41,760.65,21474,low,3.16
COL00228,EXP000602,BANK05,CP00300,real_estate,warehouse,FR,4.14,52.2,B,2003,22318,2023-10-31,4,3.28,116.05,78437,very_high,2.16
