requirement_id,standard,paragraph_id,page,report_section,official_section_heading,nearest_pdf_heading,mapping_method,appendix,clause_index,clause_marker,clause_level,clause_path,is_leaf_requirement,requirement_label,requirement_text,clean_requirement_text,parent_context,source_paragraph_text,obligation_type,mandatory,generation_bucket,evidence_tags,banking_relevance,paragraph_quality_score,paragraph_quality_issues,requirement_quality_score,requirement_quality_issues
IFRS_S1_84_C02,IFRS S1,84,23,General Requirements,Errors,Errors,auto_toc_body_range,,2,(b),1,(b),True,Prior period errors are omissions from and misstatements in the entity’s sustainability-related financial disclosures for one…,"Prior period errors are omissions from and misstatements in the entity’s sustainability-related financial disclosures for one or more prior periods. Such errors arise from a failure to use, or the misuse of, reliable information that — (b) could reasonably be expected to have been obtained and considered in the preparation of those disclosures.","Prior period errors are omissions from and misstatements in the entity’s sustainability-related financial disclosures for one or more prior periods. Such errors arise from a failure to use, or the misuse of, reliable information that — (b) could reasonably be expected to have been obtained and considered in the preparation of those disclosures.","Prior period errors are omissions from and misstatements in the entity’s sustainability-related financial disclosures for one or more prior periods. Such errors arise from a failure to use, or the misuse of, reliable information that","Prior period errors are omissions from and misstatements in the entity’s sustainability-related financial disclosures for one or more prior periods. Such errors arise from a failure to use, or the misuse of, reliable information that: (a) was available when the sustainability-related financial disclosures for that period(s) were authorised for issue; and (b) could reasonably be expected to have been obtained and considered in the preparation of those disclosures.",guidance,False,supporting_guidance_leaf,[],general,1.0,[],1.0,[]
IFRS_S1_85_C01,IFRS S1,85,23,General Requirements,Errors,Errors,auto_toc_body_range,,1,,0,,True,Corrections of errors are distinguished from changes in estimates. Estimates are approximations that an entity might…,Corrections of errors are distinguished from changes in estimates. Estimates are approximations that an entity might need to revise as additional information becomes known.,Corrections of errors are distinguished from changes in estimates. Estimates are approximations that an entity might need to revise as additional information becomes known.,,Corrections of errors are distinguished from changes in estimates. Estimates are approximations that an entity might need to revise as additional information becomes known.,guidance,False,supporting_guidance_leaf,[],general,1.0,[],1.0,[]
IFRS_S1_86_C01,IFRS S1,86,23,General Requirements,Errors,Errors,auto_toc_body_range,,1,,0,,True,"If an entity identifies a material error in its prior period sustainability-related financial disclosures, it shall…","If an entity identifies a material error in its prior period sustainability-related financial disclosures, it shall apply paragraphs B55–B59.","If an entity identifies a material error in its prior period sustainability-related financial disclosures, it shall apply paragraphs B55–B59.",,"If an entity identifies a material error in its prior period sustainability-related financial disclosures, it shall apply paragraphs B55–B59.",mandatory,True,must_disclose_leaf,"[""materiality""]",general,1.0,[],1.0,[]
IFRS_S1_B1_C01,IFRS S1,B1,26,General Requirements,Sustainability-related risks and opportunities (paragraphs 11–12),Sustainability-related risks and opportunities (paragraphs 11–12),auto_appendix_reference_or_heading,B,1,,0,,True,This Standard requires an entity to disclose information about all sustainability-related risks and opportunities that could…,"This Standard requires an entity to disclose information about all sustainability-related risks and opportunities that could reasonably be expected to affect the entity’s cash flows, its access to finance or cost of capital over the short, medium or long term (referred to as ‘sustainability-related risks and opportunities that could reasonably be expected to affect the entity’s prospects’) (see paragraph 3).","This Standard requires an entity to disclose information about all sustainability-related risks and opportunities that could reasonably be expected to affect the entity’s cash flows, its access to finance or cost of capital over the short, medium or long term (referred to as ‘sustainability-related risks and opportunities that could reasonably be expected to affect the entity’s prospects’) (see paragraph 3).",,"This Standard requires an entity to disclose information about all sustainability-related risks and opportunities that could reasonably be expected to affect the entity’s cash flows, its access to finance or cost of capital over the short, medium or long term (referred to as ‘sustainability-related risks and opportunities that could reasonably be expected to affect the entity’s prospects’) (see paragraph 3).",mandatory,True,must_disclose_leaf,"[""financial_effects""]",medium,1.0,[],1.0,[]
IFRS_S1_B2_C01,IFRS S1,B2,26,General Requirements,Sustainability-related risks and opportunities (paragraphs 11–12),Sustainability-related risks and opportunities (paragraphs 11–12),auto_appendix_reference_or_heading,B,1,,0,,True,An entity’s sustainability-related risks and opportunities arise out of the interactions between the entity and its…,"An entity’s sustainability-related risks and opportunities arise out of the interactions between the entity and its stakeholders, society, the economy and the natural environment throughout the entity’s value chain. These interactions—which can be direct and indirect—result from operating an entity’s business model in pursuit of the entity’s strategic purposes and from the external environment in which the entity operates. These interactions take place within an interdependent system in which an entity both depends on resources and relationships throughout its value chain to generate cash flows and affects those resources and relationships through its activities and outputs—contributing to the preservation, regeneration and development of those resources and relationships or to their degradation and depletion. These dependencies and impacts might give rise to sustainability-related risks and opportunities that could reasonably be expected to affect an entity’s cash flows, its access to finance and cost of capital over the short, medium and long term.","An entity’s sustainability-related risks and opportunities arise out of the interactions between the entity and its stakeholders, society, the economy and the natural environment throughout the entity’s value chain. These interactions—which can be direct and indirect—result from operating an entity’s business model in pursuit of the entity’s strategic purposes and from the external environment in which the entity operates. These interactions take place within an interdependent system in which an entity both depends on resources and relationships throughout its value chain to generate cash flows and affects those resources and relationships through its activities and outputs—contributing to the preservation, regeneration and development of those resources and relationships or to their degradation and depletion. These dependencies and impacts might give rise to sustainability-related risks and opportunities that could reasonably be expected to affect an entity’s cash flows, its access to finance and cost of capital over the short, medium and long term.",,"An entity’s sustainability-related risks and opportunities arise out of the interactions between the entity and its stakeholders, society, the economy and the natural environment throughout the entity’s value chain. These interactions—which can be direct and indirect—result from operating an entity’s business model in pursuit of the entity’s strategic purposes and from the external environment in which the entity operates. These interactions take place within an interdependent system in which an entity both depends on resources and relationships throughout its value chain to generate cash flows and affects those resources and relationships through its activities and outputs—contributing to the preservation, regeneration and development of those resources and relationships or to their degradation and depletion. These dependencies and impacts might give rise to sustainability-related risks and opportunities that could reasonably be expected to affect an entity’s cash flows, its access to finance and cost of capital over the short, medium and long term.",guidance,False,supporting_guidance_leaf,"[""business_model_value_chain"", ""financial_effects""]",medium,1.0,[],1.0,[]
IFRS_S1_B3_C01,IFRS S1,B3,26,General Requirements,Sustainability-related risks and opportunities (paragraphs 11–12),Sustainability-related risks and opportunities (paragraphs 11–12),auto_appendix_reference_or_heading,B,1,,0,,True,"For example, if an entity’s business model depends on a natural resource— such as water—the entity…","For example, if an entity’s business model depends on a natural resource— such as water—the entity could both affect and be affected by the quality, availability and affordability of that resource. Specifically, degradation or depletion of that resource—including resulting from the entity’s own activities and from other factors—could create a risk of disruption to the entity’s operations and affect the entity’s business model or strategy and could ultimately negatively affect the entity’s financial performance and financial position. In contrast, regeneration and preservation of that resource— including resulting from the entity’s own activities and from other factors— could positively affect the entity. Similarly, if an entity operates in a highly competitive market and requires a highly specialised workforce to achieve its strategic purposes, the entity’s future success will likely depend on the entity’s ability to attract and retain that resource. At the same time, that ability will depend, in part, on the entity’s employment practices—such as whether the entity invests in employee training and wellbeing—and the levels of employee satisfaction, engagement and retention. These examples illustrate the close relationship between the value the entity creates, preserves or erodes for others and the entity’s own ability to succeed and achieve its goals.","For example, if an entity’s business model depends on a natural resource— such as water—the entity could both affect and be affected by the quality, availability and affordability of that resource. Specifically, degradation or depletion of that resource—including resulting from the entity’s own activities and from other factors—could create a risk of disruption to the entity’s operations and affect the entity’s business model or strategy and could ultimately negatively affect the entity’s financial performance and financial position. In contrast, regeneration and preservation of that resource— including resulting from the entity’s own activities and from other factors— could positively affect the entity. Similarly, if an entity operates in a highly competitive market and requires a highly specialised workforce to achieve its strategic purposes, the entity’s future success will likely depend on the entity’s ability to attract and retain that resource. At the same time, that ability will depend, in part, on the entity’s employment practices—such as whether the entity invests in employee training and wellbeing—and the levels of employee satisfaction, engagement and retention. These examples illustrate the close relationship between the value the entity creates, preserves or erodes for others and the entity’s own ability to succeed and achieve its goals.",,"For example, if an entity’s business model depends on a natural resource— such as water—the entity could both affect and be affected by the quality, availability and affordability of that resource. Specifically, degradation or depletion of that resource—including resulting from the entity’s own activities and from other factors—could create a risk of disruption to the entity’s operations and affect the entity’s business model or strategy and could ultimately negatively affect the entity’s financial performance and financial position. In contrast, regeneration and preservation of that resource— including resulting from the entity’s own activities and from other factors— could positively affect the entity. Similarly, if an entity operates in a highly competitive market and requires a highly specialised workforce to achieve its strategic purposes, the entity’s future success will likely depend on the entity’s ability to attract and retain that resource. At the same time, that ability will depend, in part, on the entity’s employment practices—such as whether the entity invests in employee training and wellbeing—and the levels of employee satisfaction, engagement and retention. These examples illustrate the close relationship between the value the entity creates, preserves or erodes for others and the entity’s own ability to succeed and achieve its goals.",guidance,False,supporting_guidance_leaf,"[""business_model_value_chain"", ""financial_effects""]",medium,1.0,[],1.0,[]
IFRS_S1_B4_C01,IFRS S1,B4,27,General Requirements,Sustainability-related risks and opportunities (paragraphs 11–12),Sustainability-related risks and opportunities (paragraphs 11–12),auto_appendix_reference_or_heading,B,1,,0,,True,Resources and relationships that an entity depends on and affects by its activities and outputs can…,"Resources and relationships that an entity depends on and affects by its activities and outputs can take various forms, such as natural, manufactured, intellectual, human, social or financial. They can be internal—such as the entity’s workforce, its know-how or its organisational processes—or they can be external—such as materials and services the entity needs to access or the relationships it has with suppliers, distributors and customers. Furthermore, resources and relationships include, but are not limited to, the resources and relationships recognised as assets in the entity’s financial statements.","Resources and relationships that an entity depends on and affects by its activities and outputs can take various forms, such as natural, manufactured, intellectual, human, social or financial. They can be internal—such as the entity’s workforce, its know-how or its organisational processes—or they can be external—such as materials and services the entity needs to access or the relationships it has with suppliers, distributors and customers. Furthermore, resources and relationships include, but are not limited to, the resources and relationships recognised as assets in the entity’s financial statements.",,"Resources and relationships that an entity depends on and affects by its activities and outputs can take various forms, such as natural, manufactured, intellectual, human, social or financial. They can be internal—such as the entity’s workforce, its know-how or its organisational processes—or they can be external—such as materials and services the entity needs to access or the relationships it has with suppliers, distributors and customers. Furthermore, resources and relationships include, but are not limited to, the resources and relationships recognised as assets in the entity’s financial statements.",guidance,False,supporting_guidance_leaf,"[""connected_information""]",general,1.0,[],1.0,[]
IFRS_S1_B5_C01,IFRS S1,B5,27,General Requirements,Sustainability-related risks and opportunities (paragraphs 11–12),Sustainability-related risks and opportunities (paragraphs 11–12),auto_appendix_reference_or_heading,B,1,,0,,True,"An entity’s dependencies and impacts are not limited to resources the entity engages with directly, and…","An entity’s dependencies and impacts are not limited to resources the entity engages with directly, and to the entity’s direct relationships. Those dependencies and impacts also relate to resources and relationships throughout the entity’s value chain. For example, they can relate to the entity’s supply and distribution channels; the effects of the consumption and disposal of the entity’s products; and the entity’s sources of finance and its investments, including investments in associates and joint ventures. If the entity’s business partners throughout its value chain face sustainability-related risks and opportunities, the entity could be exposed to related consequences of its own.","An entity’s dependencies and impacts are not limited to resources the entity engages with directly, and to the entity’s direct relationships. Those dependencies and impacts also relate to resources and relationships throughout the entity’s value chain. For example, they can relate to the entity’s supply and distribution channels; the effects of the consumption and disposal of the entity’s products; and the entity’s sources of finance and its investments, including investments in associates and joint ventures. If the entity’s business partners throughout its value chain face sustainability-related risks and opportunities, the entity could be exposed to related consequences of its own.",,"An entity’s dependencies and impacts are not limited to resources the entity engages with directly, and to the entity’s direct relationships. Those dependencies and impacts also relate to resources and relationships throughout the entity’s value chain. For example, they can relate to the entity’s supply and distribution channels; the effects of the consumption and disposal of the entity’s products; and the entity’s sources of finance and its investments, including investments in associates and joint ventures. If the entity’s business partners throughout its value chain face sustainability-related risks and opportunities, the entity could be exposed to related consequences of its own.",guidance,False,supporting_guidance_leaf,"[""business_model_value_chain""]",general,1.0,[],1.0,[]
IFRS_S1_B7_C01,IFRS S1,B7,27,General Requirements,Identifying sustainability-related risks and opportunities,Identifying sustainability-related risks and opportunities,auto_appendix_reference_or_heading,B,1,,0,,True,"In identifying the sustainability-related risks and opportunities that could reasonably be expected to affect its prospects,…","In identifying the sustainability-related risks and opportunities that could reasonably be expected to affect its prospects, an entity shall apply the requirements on sources of guidance in paragraphs 54–55.","In identifying the sustainability-related risks and opportunities that could reasonably be expected to affect its prospects, an entity shall apply the requirements on sources of guidance in paragraphs 54–55.",,"In identifying the sustainability-related risks and opportunities that could reasonably be expected to affect its prospects, an entity shall apply the requirements on sources of guidance in paragraphs 54–55.",mandatory,True,must_disclose_leaf,"[""source_guidance""]",general,1.0,[],1.0,[]
IFRS_S1_B9_C01,IFRS S1,B9,28,Strategy,Reasonable and supportable information,Reasonable and supportable information,auto_appendix_reference_or_heading,B,1,,0,,True,An entity may use various sources of data that may be both internal and external. Possible…,"An entity may use various sources of data that may be both internal and external. Possible data sources include the entity’s risk management processes; industry and peer group experience; and external ratings, reports and statistics. Information that is used by the entity in preparing its financial statements, operating its business model, setting its strategy and managing its risks and opportunities is considered to be available to the entity without undue cost or effort.","An entity may use various sources of data that may be both internal and external. Possible data sources include the entity’s risk management processes; industry and peer group experience; and external ratings, reports and statistics. Information that is used by the entity in preparing its financial statements, operating its business model, setting its strategy and managing its risks and opportunities is considered to be available to the entity without undue cost or effort.",,"An entity may use various sources of data that may be both internal and external. Possible data sources include the entity’s risk management processes; industry and peer group experience; and external ratings, reports and statistics. Information that is used by the entity in preparing its financial statements, operating its business model, setting its strategy and managing its risks and opportunities is considered to be available to the entity without undue cost or effort.",guidance,False,supporting_guidance_leaf,"[""business_model_value_chain"", ""risk_process"", ""connected_information""]",general,1.0,[],1.0,[]
IFRS_S1_B13_C01,IFRS S1,B13,28,General Requirements,Materiality (paragraphs 17–19),Materiality (paragraphs 17–19),auto_appendix_reference_or_heading,B,1,,0,,True,Paragraph 17 requires an entity to disclose material information about the sustainability-related risks and opportunities that…,"Paragraph 17 requires an entity to disclose material information about the sustainability-related risks and opportunities that could reasonably be expected to affect the entity’s prospects. Materiality of information is judged in relation to whether omitting, misstating or obscuring that information could reasonably be expected to influence decisions of primary users of general purpose financial reports, which provide information about a specific reporting entity.","Paragraph 17 requires an entity to disclose material information about the sustainability-related risks and opportunities that could reasonably be expected to affect the entity’s prospects. Materiality of information is judged in relation to whether omitting, misstating or obscuring that information could reasonably be expected to influence decisions of primary users of general purpose financial reports, which provide information about a specific reporting entity.",,"Paragraph 17 requires an entity to disclose material information about the sustainability-related risks and opportunities that could reasonably be expected to affect the entity’s prospects. Materiality of information is judged in relation to whether omitting, misstating or obscuring that information could reasonably be expected to influence decisions of primary users of general purpose financial reports, which provide information about a specific reporting entity.",mandatory,True,must_disclose_leaf,"[""materiality""]",general,1.0,[],1.0,[]
IFRS_S1_B14_C01,IFRS S1,B14,29,General Requirements,Materiality (paragraphs 17–19),Materiality (paragraphs 17–19),auto_appendix_reference_or_heading,B,1,(a),1,(a),True,The decisions of primary users relate to providing resources to the entity and involve decisions about…,"The decisions of primary users relate to providing resources to the entity and involve decisions about — (a) buying, selling or holding equity and debt instruments","The decisions of primary users relate to providing resources to the entity and involve decisions about — (a) buying, selling or holding equity and debt instruments",The decisions of primary users relate to providing resources to the entity and involve decisions about,"The decisions of primary users relate to providing resources to the entity and involve decisions about: (a) buying, selling or holding equity and debt instruments; (b) providing or selling loans and other forms of credit; or (c) exercising rights to vote on, or otherwise influence, the entity’s management’s actions that affect the use of the entity’s economic resources.",guidance,False,supporting_guidance_leaf,"[""materiality""]",general,1.0,[],1.0,[]
IFRS_S1_B14_C02,IFRS S1,B14,29,General Requirements,Materiality (paragraphs 17–19),Materiality (paragraphs 17–19),auto_appendix_reference_or_heading,B,2,(b),1,(b),True,The decisions of primary users relate to providing resources to the entity and involve decisions about…,The decisions of primary users relate to providing resources to the entity and involve decisions about — (b) providing or selling loans and other forms of credit,The decisions of primary users relate to providing resources to the entity and involve decisions about — (b) providing or selling loans and other forms of credit,The decisions of primary users relate to providing resources to the entity and involve decisions about,"The decisions of primary users relate to providing resources to the entity and involve decisions about: (a) buying, selling or holding equity and debt instruments; (b) providing or selling loans and other forms of credit; or (c) exercising rights to vote on, or otherwise influence, the entity’s management’s actions that affect the use of the entity’s economic resources.",guidance,False,supporting_guidance_leaf,"[""commercial_banking"", ""materiality""]",high,1.0,[],1.0,[]
IFRS_S1_B14_C03,IFRS S1,B14,29,General Requirements,Materiality (paragraphs 17–19),Materiality (paragraphs 17–19),auto_appendix_reference_or_heading,B,3,(c),1,(c),True,The decisions of primary users relate to providing resources to the entity and involve decisions about…,"The decisions of primary users relate to providing resources to the entity and involve decisions about — (c) exercising rights to vote on, or otherwise influence, the entity’s management’s actions that affect the use of the entity’s economic resources.","The decisions of primary users relate to providing resources to the entity and involve decisions about — (c) exercising rights to vote on, or otherwise influence, the entity’s management’s actions that affect the use of the entity’s economic resources.",The decisions of primary users relate to providing resources to the entity and involve decisions about,"The decisions of primary users relate to providing resources to the entity and involve decisions about: (a) buying, selling or holding equity and debt instruments; (b) providing or selling loans and other forms of credit; or (c) exercising rights to vote on, or otherwise influence, the entity’s management’s actions that affect the use of the entity’s economic resources.",guidance,False,supporting_guidance_leaf,"[""materiality""]",general,1.0,[],1.0,[]
IFRS_S1_B15_C01,IFRS S1,B15,29,General Requirements,Materiality (paragraphs 17–19),Materiality (paragraphs 17–19),auto_appendix_reference_or_heading,B,1,,0,,True,"The decisions described in paragraph B14 depend on primary users’ expectations about returns, for example, dividends,…","The decisions described in paragraph B14 depend on primary users’ expectations about returns, for example, dividends, principal and interest payments or market price increases. Those expectations depend on primary users’ assessment of the amount, timing and uncertainty of future net cash inflows to the entity and on their assessment of stewardship of the entity’s economic resources by the entity’s management and its governing body(s) or individual(s).","The decisions described in paragraph B14 depend on primary users’ expectations about returns, for example, dividends, principal and interest payments or market price increases. Those expectations depend on primary users’ assessment of the amount, timing and uncertainty of future net cash inflows to the entity and on their assessment of stewardship of the entity’s economic resources by the entity’s management and its governing body(s) or individual(s).",,"The decisions described in paragraph B14 depend on primary users’ expectations about returns, for example, dividends, principal and interest payments or market price increases. Those expectations depend on primary users’ assessment of the amount, timing and uncertainty of future net cash inflows to the entity and on their assessment of stewardship of the entity’s economic resources by the entity’s management and its governing body(s) or individual(s).",guidance,False,supporting_guidance_leaf,"[""materiality""]",general,1.0,[],1.0,[]
IFRS_S1_B16_C01,IFRS S1,B16,29,General Requirements,Materiality (paragraphs 17–19),Materiality (paragraphs 17–19),auto_appendix_reference_or_heading,B,1,,0,,True,Assessing whether information could reasonably be expected to influence the decisions made by primary users requires…,Assessing whether information could reasonably be expected to influence the decisions made by primary users requires consideration of the characteristics of those users and of the entity’s own circumstances.,Assessing whether information could reasonably be expected to influence the decisions made by primary users requires consideration of the characteristics of those users and of the entity’s own circumstances.,,Assessing whether information could reasonably be expected to influence the decisions made by primary users requires consideration of the characteristics of those users and of the entity’s own circumstances.,guidance,False,supporting_guidance_leaf,"[""materiality""]",general,1.0,[],1.0,[]
IFRS_S1_B17_C01,IFRS S1,B17,29,General Requirements,Materiality (paragraphs 17–19),Materiality (paragraphs 17–19),auto_appendix_reference_or_heading,B,1,,0,,True,Sustainability-related financial disclosures are prepared for primary users who have reasonable knowledge of business and economic…,"Sustainability-related financial disclosures are prepared for primary users who have reasonable knowledge of business and economic activities and who review and analyse information diligently. At times, even well-informed and diligent users may need to seek the aid of an adviser to understand sustainability-related financial information.","Sustainability-related financial disclosures are prepared for primary users who have reasonable knowledge of business and economic activities and who review and analyse information diligently. At times, even well-informed and diligent users may need to seek the aid of an adviser to understand sustainability-related financial information.",,"Sustainability-related financial disclosures are prepared for primary users who have reasonable knowledge of business and economic activities and who review and analyse information diligently. At times, even well-informed and diligent users may need to seek the aid of an adviser to understand sustainability-related financial information.",guidance,False,supporting_guidance_leaf,"[""materiality""]",general,1.0,[],1.0,[]
IFRS_S1_B18_C01,IFRS S1,B18,29,General Requirements,Materiality (paragraphs 17–19),Materiality (paragraphs 17–19),auto_appendix_reference_or_heading,B,1,,0,,True,"Individual primary users may have different, and sometimes even conflicting, information needs and desires. Information needs…","Individual primary users may have different, and sometimes even conflicting, information needs and desires. Information needs of primary users may also evolve over time. Sustainability-related financial disclosures are intended to meet common information needs of primary users. Identifying material information","Individual primary users may have different, and sometimes even conflicting, information needs and desires. Information needs of primary users may also evolve over time. Sustainability-related financial disclosures are intended to meet common information needs of primary users. Identifying material information",,"Individual primary users may have different, and sometimes even conflicting, information needs and desires. Information needs of primary users may also evolve over time. Sustainability-related financial disclosures are intended to meet common information needs of primary users. Identifying material information",guidance,False,supporting_guidance_leaf,"[""materiality""]",general,1.0,[],1.0,[]
IFRS_S1_B19_C01,IFRS S1,B19,29,General Requirements,Materiality (paragraphs 17–19),Materiality (paragraphs 17–19),auto_appendix_reference_or_heading,B,1,,0,,True,"Materiality judgements are specific to an entity. Consequently, this Standard does not specify any thresholds for…","Materiality judgements are specific to an entity. Consequently, this Standard does not specify any thresholds for materiality or predetermine what would be material in a particular situation.","Materiality judgements are specific to an entity. Consequently, this Standard does not specify any thresholds for materiality or predetermine what would be material in a particular situation.",,"Materiality judgements are specific to an entity. Consequently, this Standard does not specify any thresholds for materiality or predetermine what would be material in a particular situation.",guidance,False,supporting_guidance_leaf,"[""materiality""]",general,1.0,[],1.0,[]
IFRS_S1_B20_C01,IFRS S1,B20,29,General Requirements,Materiality (paragraphs 17–19),Materiality (paragraphs 17–19),auto_appendix_reference_or_heading,B,1,,0,,True,"To identify material information about a sustainability-related risk or opportunity, an entity shall apply, as the…","To identify material information about a sustainability-related risk or opportunity, an entity shall apply, as the starting point, the requirements of the IFRS Sustainability Disclosure Standard that specifically applies to that sustainability-related risk or opportunity. In the absence of an IFRS Sustainability Disclosure Standard that specifically applies to a sustainability-related risk or opportunity, the entity shall apply the requirements on sources of guidance specified in paragraphs 57–58. Those sources specify information, including metrics, that may be relevant to a particular sustainability-related risk or opportunity, to a particular industry or in specified circumstances.","To identify material information about a sustainability-related risk or opportunity, an entity shall apply, as the starting point, the requirements of the IFRS Sustainability Disclosure Standard that specifically applies to that sustainability-related risk or opportunity. In the absence of an IFRS Sustainability Disclosure Standard that specifically applies to a sustainability-related risk or opportunity, the entity shall apply the requirements on sources of guidance specified in paragraphs 57–58. Those sources specify information, including metrics, that may be relevant to a particular sustainability-related risk or opportunity, to a particular industry or in specified circumstances.",,"To identify material information about a sustainability-related risk or opportunity, an entity shall apply, as the starting point, the requirements of the IFRS Sustainability Disclosure Standard that specifically applies to that sustainability-related risk or opportunity. In the absence of an IFRS Sustainability Disclosure Standard that specifically applies to a sustainability-related risk or opportunity, the entity shall apply the requirements on sources of guidance specified in paragraphs 57–58. Those sources specify information, including metrics, that may be relevant to a particular sustainability-related risk or opportunity, to a particular industry or in specified circumstances.",mandatory,True,must_disclose_leaf,"[""metrics"", ""materiality"", ""source_guidance""]",general,1.0,[],1.0,[]
IFRS_S1_B21_C01,IFRS S1,B21,30,General Requirements,Materiality (paragraphs 17–19),Materiality (paragraphs 17–19),auto_appendix_reference_or_heading,B,1,,0,,True,"An entity shall assess whether the information identified in applying paragraph B20, either individually or in…","An entity shall assess whether the information identified in applying paragraph B20, either individually or in combination with other information, is material in the context of the entity’s sustainability-related financial disclosures taken as a whole. In assessing whether information is material, an entity shall consider both quantitative and qualitative factors. For example, an entity might consider the magnitude and the nature of the effect of a sustainability-related risk or opportunity on the entity.","An entity shall assess whether the information identified in applying paragraph B20, either individually or in combination with other information, is material in the context of the entity’s sustainability-related financial disclosures taken as a whole. In assessing whether information is material, an entity shall consider both quantitative and qualitative factors. For example, an entity might consider the magnitude and the nature of the effect of a sustainability-related risk or opportunity on the entity.",,"An entity shall assess whether the information identified in applying paragraph B20, either individually or in combination with other information, is material in the context of the entity’s sustainability-related financial disclosures taken as a whole. In assessing whether information is material, an entity shall consider both quantitative and qualitative factors. For example, an entity might consider the magnitude and the nature of the effect of a sustainability-related risk or opportunity on the entity.",mandatory,True,must_disclose_leaf,"[""materiality""]",general,1.0,[],1.0,[]
IFRS_S1_B22_C01,IFRS S1,B22,30,General Requirements,Materiality (paragraphs 17–19),Materiality (paragraphs 17–19),auto_appendix_reference_or_heading,B,1,(a),1,(a),True,"In some cases, IFRS Sustainability Disclosure Standards require the disclosure of information about possible future events…","In some cases, IFRS Sustainability Disclosure Standards require the disclosure of information about possible future events with uncertain outcomes. In judging whether information about such possible future events is material, an entity shall consider — (a) the potential effects of the events on the amount, timing and uncertainty of the entity’s future cash flows over the short, medium and long term (referred to as ‘the possible outcome’)","In some cases, IFRS Sustainability Disclosure Standards require the disclosure of information about possible future events with uncertain outcomes. In judging whether information about such possible future events is material, an entity shall consider — (a) the potential effects of the events on the amount, timing and uncertainty of the entity’s future cash flows over the short, medium and long term (referred to as ‘the possible outcome’)","In some cases, IFRS Sustainability Disclosure Standards require the disclosure of information about possible future events with uncertain outcomes. In judging whether information about such possible future events is material, an entity shall consider","In some cases, IFRS Sustainability Disclosure Standards require the disclosure of information about possible future events with uncertain outcomes. In judging whether information about such possible future events is material, an entity shall consider: (a) the potential effects of the events on the amount, timing and uncertainty of the entity’s future cash flows over the short, medium and long term (referred to as ‘the possible outcome’); and (b) the range of possible outcomes and the likelihood of the possible outcomes within that range.",mandatory,True,must_disclose_leaf,"[""financial_effects"", ""materiality""]",medium,1.0,[],1.0,[]
IFRS_S1_B22_C02,IFRS S1,B22,30,General Requirements,Materiality (paragraphs 17–19),Materiality (paragraphs 17–19),auto_appendix_reference_or_heading,B,2,(b),1,(b),True,"In some cases, IFRS Sustainability Disclosure Standards require the disclosure of information about possible future events…","In some cases, IFRS Sustainability Disclosure Standards require the disclosure of information about possible future events with uncertain outcomes. In judging whether information about such possible future events is material, an entity shall consider — (b) the range of possible outcomes and the likelihood of the possible outcomes within that range.","In some cases, IFRS Sustainability Disclosure Standards require the disclosure of information about possible future events with uncertain outcomes. In judging whether information about such possible future events is material, an entity shall consider — (b) the range of possible outcomes and the likelihood of the possible outcomes within that range.","In some cases, IFRS Sustainability Disclosure Standards require the disclosure of information about possible future events with uncertain outcomes. In judging whether information about such possible future events is material, an entity shall consider","In some cases, IFRS Sustainability Disclosure Standards require the disclosure of information about possible future events with uncertain outcomes. In judging whether information about such possible future events is material, an entity shall consider: (a) the potential effects of the events on the amount, timing and uncertainty of the entity’s future cash flows over the short, medium and long term (referred to as ‘the possible outcome’); and (b) the range of possible outcomes and the likelihood of the possible outcomes within that range.",mandatory,True,must_disclose_leaf,"[""materiality""]",general,1.0,[],1.0,[]
IFRS_S1_B23_C01,IFRS S1,B23,30,General Requirements,Materiality (paragraphs 17–19),Materiality (paragraphs 17–19),auto_appendix_reference_or_heading,B,1,,0,,True,"When considering possible outcomes, an entity shall consider all pertinent facts and circumstances. Information about a…","When considering possible outcomes, an entity shall consider all pertinent facts and circumstances. Information about a possible future event is more likely to be judged as being material if the potential effects are significant and the event is likely to occur. However, an entity shall also consider whether information about low-probability and high-impact outcomes might be material either individually or in combination with information about other low-probability and high-impact outcomes. For example, an entity might be exposed to several sustainability-related risks, each of which could cause the same type of disruption—such as disruption to the entity’s supply chain. Information about an individual source of risk might not be material if disruption from that source is highly unlikely to occur. However, information about the aggregate risk—the risk of supply chain disruption from all sources —might be material.","When considering possible outcomes, an entity shall consider all pertinent facts and circumstances. Information about a possible future event is more likely to be judged as being material if the potential effects are significant and the event is likely to occur. However, an entity shall also consider whether information about low-probability and high-impact outcomes might be material either individually or in combination with information about other low-probability and high-impact outcomes. For example, an entity might be exposed to several sustainability-related risks, each of which could cause the same type of disruption—such as disruption to the entity’s supply chain. Information about an individual source of risk might not be material if disruption from that source is highly unlikely to occur. However, information about the aggregate risk—the risk of supply chain disruption from all sources —might be material.",,"When considering possible outcomes, an entity shall consider all pertinent facts and circumstances. Information about a possible future event is more likely to be judged as being material if the potential effects are significant and the event is likely to occur. However, an entity shall also consider whether information about low-probability and high-impact outcomes might be material either individually or in combination with information about other low-probability and high-impact outcomes. For example, an entity might be exposed to several sustainability-related risks, each of which could cause the same type of disruption—such as disruption to the entity’s supply chain. Information about an individual source of risk might not be material if disruption from that source is highly unlikely to occur. However, information about the aggregate risk—the risk of supply chain disruption from all sources —might be material.",mandatory,True,must_disclose_leaf,"[""materiality""]",general,1.0,[],1.0,[]
